"","FacilityId","County","FacilityName","Variable","Year_2019","Year_2018","change"
"1663","IL0110350","Bureau","Dover (PWS)","Unknown",65,65,0
"1664","IL0110350","Bureau","Dover (PWS)","UnknownNotLead",0,0,0
"1665","IL0770250","Jackson","Dowell (PWS)","Lead",0,0,0
"1666","IL0770250","Jackson","Dowell (PWS)","Total",434,498,-64
"1667","IL0770250","Jackson","Dowell (PWS)","Unknown",0,390,-390
"1668","IL0770250","Jackson","Dowell (PWS)","UnknownNotLead",324,0,324
"1669","IL0430300","DuPage","Downers Grove (PWS)","Lead",85,83,2
"1670","IL0430300","DuPage","Downers Grove (PWS)","Total",16893,16867,26
"1671","IL0430300","DuPage","Downers Grove (PWS)","Unknown",3734,3851,-117
"1672","IL0430300","DuPage","Downers Grove (PWS)","UnknownNotLead",9903,11582,-1679
"1673","IL1130500","McLean","Downs (PWS)","Lead",0,0,0
"1674","IL1130500","McLean","Downs (PWS)","Total",412,412,0
"1675","IL1130500","McLean","Downs (PWS)","Unknown",0,0,0
"1676","IL1130500","McLean","Downs (PWS)","UnknownNotLead",0,0,0
"1677","IL0435400","DuPage","Du Page Water Commission (PWS)","Lead",0,0,0
"1678","IL0435400","DuPage","Du Page Water Commission (PWS)","Total",79,78,1
"1679","IL0435400","DuPage","Du Page Water Commission (PWS)","Unknown",0,0,0
"1680","IL0435400","DuPage","Du Page Water Commission (PWS)","UnknownNotLead",0,0,0
"1681","IL1890150","Washington","Dubois (PWS)","Lead",0,0,0
"1682","IL1890150","Washington","Dubois (PWS)","Total",132,132,0
"1683","IL1890150","Washington","Dubois (PWS)","Unknown",0,0,0
"1684","IL1890150","Washington","Dubois (PWS)","UnknownNotLead",0,0,0
"1685","IL0975380","Lake","Duck Lake Well Owners Association (PWS)","Lead",0,0,0
"1686","IL0975380","Lake","Duck Lake Well Owners Association (PWS)","Total",47,47,0
"1687","IL0975380","Lake","Duck Lake Well Owners Association (PWS)","Unknown",0,0,0
"1688","IL0975380","Lake","Duck Lake Well Owners Association (PWS)","UnknownNotLead",0,0,0
"1689","IL0575150","Fulton","Dunfermline-St David Water Commission (PWS)","Lead",0,0,0
"1690","IL0575150","Fulton","Dunfermline-St David Water Commission (PWS)","Total",528,528,0
"1691","IL0575150","Fulton","Dunfermline-St David Water Commission (PWS)","Unknown",253,253,0
"1692","IL0575150","Fulton","Dunfermline-St David Water Commission (PWS)","UnknownNotLead",0,0,0
"1693","IL1430250","Peoria","Dunlap (PWS)","Lead",0,0,0
"1694","IL1430250","Peoria","Dunlap (PWS)","Total",590,590,0
"1695","IL1430250","Peoria","Dunlap (PWS)","Unknown",0,0,0
"1696","IL1430250","Peoria","Dunlap (PWS)","UnknownNotLead",0,0,0
"1697","IL1630350","St. Clair","Dupo (PWS)","Lead",0,0,0
"1698","IL1630350","St. Clair","Dupo (PWS)","Total",2167,2163,4
"1699","IL1630350","St. Clair","Dupo (PWS)","Unknown",1271,1317,-46
"1700","IL1630350","St. Clair","Dupo (PWS)","UnknownNotLead",0,0,0
"1701","IL1450100","Perry","Duquoin (PWS)","Lead",0,0,0
"1702","IL1450100","Perry","Duquoin (PWS)","Total",3002,3002,0
"1703","IL1450100","Perry","Duquoin (PWS)","Unknown",3000,3002,-2
"1704","IL1450100","Perry","Duquoin (PWS)","UnknownNotLead",0,0,0
"1705","IL2010100","Winnebago","Durand (PWS)","Lead",0,0,0
"1706","IL2010100","Winnebago","Durand (PWS)","Total",558,557,1
"1707","IL2010100","Winnebago","Durand (PWS)","Unknown",0,0,0
"1708","IL2010100","Winnebago","Durand (PWS)","UnknownNotLead",0,0,0
"1709","IL1050250","Livingston","Dwight (PWS)","Lead",0,0,0
"1710","IL1050250","Livingston","Dwight (PWS)","Total",1799,1794,5
"1711","IL1050250","Livingston","Dwight (PWS)","Unknown",1535,1641,-106
"1712","IL1050250","Livingston","Dwight (PWS)","UnknownNotLead",0,0,0
"1713","IL0790010","Jasper","E J Water Corp (PWS)","Lead",0,0,0
"1714","IL0790010","Jasper","E J Water Corp (PWS)","Total",10980,10728,252
"1715","IL0790010","Jasper","E J Water Corp (PWS)","Unknown",0,300,-300
"1716","IL0790010","Jasper","E J Water Corp (PWS)","UnknownNotLead",0,0,0
"1717","IL1170300","Macoupin","Eagarville (PWS)","Lead",0,0,0
"1718","IL1170300","Macoupin","Eagarville (PWS)","Total",51,51,0
"1719","IL1170300","Macoupin","Eagarville (PWS)","Unknown",0,0,0
"1720","IL1170300","Macoupin","Eagarville (PWS)","UnknownNotLead",0,0,0
"1721","IL0990150","LaSalle","Earlville (PWS)","Lead",1,0,1
"1722","IL0990150","LaSalle","Earlville (PWS)","Total",694,694,0
"1723","IL0990150","LaSalle","Earlville (PWS)","Unknown",127,155,-28
"1724","IL0990150","LaSalle","Earlville (PWS)","UnknownNotLead",0,0,0
"1725","IL1190200","Madison","East Alton (PWS)","Lead",0,0,0
"1726","IL1190200","Madison","East Alton (PWS)","Total",2891,2891,0
"1727","IL1190200","Madison","East Alton (PWS)","Unknown",0,0,0
"1728","IL1190200","Madison","East Alton (PWS)","UnknownNotLead",686,686,0
"1729","IL0850100","Jo Daviess","East Dubuque (PWS)","Lead",11,12,-1
"1730","IL0850100","Jo Daviess","East Dubuque (PWS)","Total",964,964,0
"1731","IL0850100","Jo Daviess","East Dubuque (PWS)","Unknown",510,510,0
"1732","IL0850100","Jo Daviess","East Dubuque (PWS)","UnknownNotLead",0,0,0
"1733","IL0890250","Kane","East Dundee (PWS)","Lead",228,226,2
"1734","IL0890250","Kane","East Dundee (PWS)","Total",1401,1400,1
"1735","IL0890250","Kane","East Dundee (PWS)","Unknown",808,810,-2
"1736","IL0890250","Kane","East Dundee (PWS)","UnknownNotLead",0,0,0
"1737","IL1610140","Rock Island","East End Water Association (PWS)","Lead",0,0,0
"1738","IL1610140","Rock Island","East End Water Association (PWS)","Total",19,19,0
"1739","IL1610140","Rock Island","East End Water Association (PWS)","Unknown",12,12,0
"1740","IL1610140","Rock Island","East End Water Association (PWS)","UnknownNotLead",0,0,0
"1741","IL0950150","Knox","East Galesburg (PWS)","Lead",0,0,0
"1742","IL0950150","Knox","East Galesburg (PWS)","Total",364,364,0
"1743","IL0950150","Knox","East Galesburg (PWS)","Unknown",0,0,0
"1744","IL0950150","Knox","East Galesburg (PWS)","UnknownNotLead",0,0,0
"1745","IL0310750","Cook","East Hazel Crest (PWS)","Lead",130,130,0
"1746","IL0310750","Cook","East Hazel Crest (PWS)","Total",498,498,0
"1747","IL0310750","Cook","East Hazel Crest (PWS)","Unknown",0,0,0
"1748","IL0310750","Cook","East Hazel Crest (PWS)","UnknownNotLead",0,0,0
"1749","IL1615100","Rock Island","East Lawn Water Association (PWS)","Lead",0,0,0
"1750","IL1615100","Rock Island","East Lawn Water Association (PWS)","Total",48,48,0
"1751","IL1615100","Rock Island","East Lawn Water Association (PWS)","Unknown",0,0,0
"1752","IL1615100","Rock Island","East Lawn Water Association (PWS)","UnknownNotLead",0,0,0
"1753","IL1835200","Vermilion","East Lynn Community Water System (PWS)","Lead",0,0,0
"1754","IL1835200","Vermilion","East Lynn Community Water System (PWS)","Total",65,65,0
"1755","IL1835200","Vermilion","East Lynn Community Water System (PWS)","Unknown",65,65,0
"1756","IL1835200","Vermilion","East Lynn Community Water System (PWS)","UnknownNotLead",0,0,0
"1757","IL1610250","Rock Island","East Moline (PWS)","Lead",8,49,-41
"1758","IL1610250","Rock Island","East Moline (PWS)","Total",6400,6400,0
"1759","IL1610250","Rock Island","East Moline (PWS)","Unknown",0,6351,-6351
"1760","IL1610250","Rock Island","East Moline (PWS)","UnknownNotLead",0,0,0
"1761","IL1975600","Will","East Moreland Water Service Association (PWS)","Lead",0,0,0
"1762","IL1975600","Will","East Moreland Water Service Association (PWS)","Total",40,41,-1
"1763","IL1975600","Will","East Moreland Water Service Association (PWS)","Unknown",0,0,0
"1764","IL1975600","Will","East Moreland Water Service Association (PWS)","UnknownNotLead",0,0,0
"1765","IL1790200","Tazewell","East Peoria (PWS)","Lead",248,250,-2
"1766","IL1790200","Tazewell","East Peoria (PWS)","Total",7850,7843,7
"1767","IL1790200","Tazewell","East Peoria (PWS)","Unknown",0,0,0
"1768","IL1790200","Tazewell","East Peoria (PWS)","UnknownNotLead",395,0,395
"1769","IL0195825","Champaign","East Side MHP (PWS)","Lead",0,0,0
"1770","IL0195825","Champaign","East Side MHP (PWS)","Total",51,54,-3
"1771","IL0195825","Champaign","East Side MHP (PWS)","Unknown",0,0,0
"1772","IL0195825","Champaign","East Side MHP (PWS)","UnknownNotLead",0,0,0
"1773","IL0295500","Coles","Eastern Illinois University (PWS)","Lead",0,0,0
"1774","IL0295500","Coles","Eastern Illinois University (PWS)","Total",26,26,0
"1775","IL0295500","Coles","Eastern Illinois University (PWS)","Unknown",0,0,0
"1776","IL0295500","Coles","Eastern Illinois University (PWS)","UnknownNotLead",0,0,0
"1777","IL1250100","Mason","Easton (PWS)","Lead",0,0,0
"1778","IL1250100","Mason","Easton (PWS)","Total",202,202,0
"1779","IL1250100","Mason","Easton (PWS)","Unknown",0,0,0
"1780","IL1250100","Mason","Easton (PWS)","UnknownNotLead",0,0,0
"1781","IL1115250","McHenry","Eastwood Manor Water Company (PWS)","Lead",0,0,0
"1782","IL1115250","McHenry","Eastwood Manor Water Company (PWS)","Total",331,331,0
"1783","IL1115250","McHenry","Eastwood Manor Water Company (PWS)","Unknown",330,0,330
"1784","IL1115250","McHenry","Eastwood Manor Water Company (PWS)","UnknownNotLead",0,330,-330
"1785","IL0335100","Crawford","Eaton PWD (PWS)","Lead",0,0,0
"1786","IL0335100","Crawford","Eaton PWD (PWS)","Total",580,573,7
"1787","IL0335100","Crawford","Eaton PWD (PWS)","Unknown",580,573,7
"1788","IL0335100","Crawford","Eaton PWD (PWS)","UnknownNotLead",0,0,0
"1789","IL1615330","Rock Island","Eberts 3rd Addition (PWS)","Lead",0,0,0
"1790","IL1615330","Rock Island","Eberts 3rd Addition (PWS)","Total",33,33,0
"1791","IL1615330","Rock Island","Eberts 3rd Addition (PWS)","Unknown",0,33,-33
"1792","IL1615330","Rock Island","Eberts 3rd Addition (PWS)","UnknownNotLead",33,0,33
"1793","IL1435150","Peoria","Edelstein Water Coop (PWS)","Lead",0,0,0
"1794","IL1435150","Peoria","Edelstein Water Coop (PWS)","Total",48,48,0
"1795","IL1435150","Peoria","Edelstein Water Coop (PWS)","Unknown",0,0,0
"1796","IL1435150","Peoria","Edelstein Water Coop (PWS)","UnknownNotLead",48,0,48
"1797","IL0490200","Effingham","Edgewood (PWS)","Lead",0,0,0
"1798","IL0490200","Effingham","Edgewood (PWS)","Total",268,268,0
"1799","IL0490200","Effingham","Edgewood (PWS)","Unknown",0,0,0
"1800","IL0490200","Effingham","Edgewood (PWS)","UnknownNotLead",0,0,0
"1801","IL1670140","Sangamon","Edgewood Mobile Home Court (PWS)","Lead",0,0,0
"1802","IL1670140","Sangamon","Edgewood Mobile Home Court (PWS)","Total",51,51,0
"1803","IL1670140","Sangamon","Edgewood Mobile Home Court (PWS)","Unknown",51,51,0
"1804","IL1670140","Sangamon","Edgewood Mobile Home Court (PWS)","UnknownNotLead",0,0,0
"1805","IL1615550","Rock Island","Edgington Water District (PWS)","Lead",0,0,0
"1806","IL1615550","Rock Island","Edgington Water District (PWS)","Total",155,155,0
"1807","IL1615550","Rock Island","Edgington Water District (PWS)","Unknown",150,150,0
"1808","IL1615550","Rock Island","Edgington Water District (PWS)","UnknownNotLead",0,0,0
"1809","IL0210150","Christian","Edinburg (PWS)","Lead",0,0,0
"1810","IL0210150","Christian","Edinburg (PWS)","Total",599,608,-9
"1811","IL0210150","Christian","Edinburg (PWS)","Unknown",29,35,-6
"1812","IL0210150","Christian","Edinburg (PWS)","UnknownNotLead",0,0,0
"1813","IL0315617","Cook","Edward Hines Jr VA Hospital (PWS)","Lead",0,0,0
"1814","IL0315617","Cook","Edward Hines Jr VA Hospital (PWS)","Total",37,37,0
"1815","IL0315617","Cook","Edward Hines Jr VA Hospital (PWS)","Unknown",37,37,0
"1816","IL0315617","Cook","Edward Hines Jr VA Hospital (PWS)","UnknownNotLead",0,0,0
"1817","IL1190250","Madison","Edwardsville (PWS)","Lead",0,0,0
"1818","IL1190250","Madison","Edwardsville (PWS)","Total",9631,9588,43
"1819","IL1190250","Madison","Edwardsville (PWS)","Unknown",3196,3239,-43
"1820","IL1190250","Madison","Edwardsville (PWS)","UnknownNotLead",0,0,0
"1821","IL0490250","Effingham","Effingham (PWS)","Lead",23,23,0
"1822","IL0490250","Effingham","Effingham (PWS)","Total",5414,5372,42
"1823","IL0490250","Effingham","Effingham (PWS)","Unknown",4296,5324,-1028
"1824","IL0490250","Effingham","Effingham (PWS)","UnknownNotLead",0,0,0
"1825","IL0415150","Douglas","Egyptian Trail Water Corp (PWS)","Lead",0,0,0
"1826","IL0415150","Douglas","Egyptian Trail Water Corp (PWS)","Total",31,31,0
"1827","IL0415150","Douglas","Egyptian Trail Water Corp (PWS)","Unknown",0,0,0
"1828","IL0415150","Douglas","Egyptian Trail Water Corp (PWS)","UnknownNotLead",0,0,0
"1829","IL1570010","Randolph","Egyptian Water Company (PWS)","Lead",0,0,0
"1830","IL1570010","Randolph","Egyptian Water Company (PWS)","Total",851,848,3
"1831","IL1570010","Randolph","Egyptian Water Company (PWS)","Unknown",0,0,0
"1832","IL1570010","Randolph","Egyptian Water Company (PWS)","UnknownNotLead",0,0,0
"1833","IL0195645","Champaign","Ehlers MHP (PWS)","Lead",0,0,0
"1834","IL0195645","Champaign","Ehlers MHP (PWS)","Total",50,50,0
"1835","IL0195645","Champaign","Ehlers MHP (PWS)","Unknown",0,0,0
"1836","IL0195645","Champaign","Ehlers MHP (PWS)","UnknownNotLead",0,0,0
"1837","IL1670230","Sangamon","EJ Water - Sangchris Service Area (PWS)","Lead",0,0,0
"1838","IL1670230","Sangamon","EJ Water - Sangchris Service Area (PWS)","Total",211,167,44
"1839","IL1670230","Sangamon","EJ Water - Sangchris Service Area (PWS)","Unknown",0,0,0
"1840","IL1670230","Sangamon","EJ Water - Sangchris Service Area (PWS)","UnknownNotLead",0,0,0
"1841","IL2030150","Woodford","El Paso (PWS)","Lead",0,0,0
"1842","IL2030150","Woodford","El Paso (PWS)","Total",1174,1171,3
"1843","IL2030150","Woodford","El Paso (PWS)","Unknown",245,51,194
"1844","IL2030150","Woodford","El Paso (PWS)","UnknownNotLead",0,0,0
"1845","IL0890300","Kane","Elburn (PWS)","Lead",1,1,0
"1846","IL0890300","Kane","Elburn (PWS)","Total",2294,2254,40
"1847","IL0890300","Kane","Elburn (PWS)","Unknown",23,23,0
"1848","IL0890300","Kane","Elburn (PWS)","UnknownNotLead",0,0,0
"1849","IL1655030","Saline","Eldorado (PWS)","Lead",0,0,0
"1850","IL1655030","Saline","Eldorado (PWS)","Total",1993,1993,0
"1851","IL1655030","Saline","Eldorado (PWS)","Unknown",1283,1613,-330
"1852","IL1655030","Saline","Eldorado (PWS)","UnknownNotLead",0,0,0
"1853","IL0610100","Greene","Eldred (PWS)","Lead",0,0,0
"1854","IL0610100","Greene","Eldred (PWS)","Total",132,132,0
"1855","IL0610100","Greene","Eldred (PWS)","Unknown",47,47,0
"1856","IL0610100","Greene","Eldred (PWS)","UnknownNotLead",0,0,0
"1857","IL0894380","Kane","Elgin - Mclean St (PWS)","Lead",11000,11035,-35
"1858","IL0894380","Kane","Elgin - Mclean St (PWS)","Total",33284,33179,105
"1859","IL0894380","Kane","Elgin - Mclean St (PWS)","Unknown",7438,7451,-13
"1860","IL0894380","Kane","Elgin - Mclean St (PWS)","UnknownNotLead",0,0,0
"1861","IL0850150","Jo Daviess","Elizabeth (PWS)","Lead",3,0,3
"1862","IL0850150","Jo Daviess","Elizabeth (PWS)","Total",403,402,1
"1863","IL0850150","Jo Daviess","Elizabeth (PWS)","Unknown",330,347,-17
"1864","IL0850150","Jo Daviess","Elizabeth (PWS)","UnknownNotLead",0,0,0
"1865","IL0690100","Hardin","Elizabethtown (PWS)","Lead",0,0,0
"1866","IL0690100","Hardin","Elizabethtown (PWS)","Total",185,189,-4
"1867","IL0690100","Hardin","Elizabethtown (PWS)","Unknown",51,58,-7
"1868","IL0690100","Hardin","Elizabethtown (PWS)","UnknownNotLead",0,0,0
"1869","IL0314400","Cook","Elk Grove Village (PWS)","Lead",0,0,0
"1870","IL0314400","Cook","Elk Grove Village (PWS)","Total",12535,12535,0
"1871","IL0314400","Cook","Elk Grove Village (PWS)","Unknown",216,0,216
"1872","IL0314400","Cook","Elk Grove Village (PWS)","UnknownNotLead",0,216,-216
"1873","IL1070150","Logan","Elkhart (PWS)","Lead",0,0,0
"1874","IL1070150","Logan","Elkhart (PWS)","Total",250,250,0
"1875","IL1070150","Logan","Elkhart (PWS)","Unknown",250,250,0
"1876","IL1070150","Logan","Elkhart (PWS)","UnknownNotLead",0,0,0
"1877","IL0770300","Jackson","Elkville (PWS)","Lead",0,0,0
"1878","IL0770300","Jackson","Elkville (PWS)","Total",470,475,-5
"1879","IL0770300","Jackson","Elkville (PWS)","Unknown",260,265,-5
"1880","IL0770300","Jackson","Elkville (PWS)","UnknownNotLead",0,0,0
"1881","IL0470010","Edwards","Ellery Water Corp (PWS)","Lead",0,0,0
"1882","IL0470010","Edwards","Ellery Water Corp (PWS)","Total",940,938,2
"1883","IL0470010","Edwards","Ellery Water Corp (PWS)","Unknown",0,0,0
"1884","IL0470010","Edwards","Ellery Water Corp (PWS)","UnknownNotLead",0,0,0
"1885","IL0530050","Ford","Elliott (PWS)","Lead",0,0,0
"1886","IL0530050","Ford","Elliott (PWS)","Total",140,140,0
"1887","IL0530050","Ford","Elliott (PWS)","Unknown",35,40,-5
"1888","IL0530050","Ford","Elliott (PWS)","UnknownNotLead",0,0,0
"1889","IL1570200","Randolph","Ellis Grove (PWS)","Lead",0,0,0
"1890","IL1570200","Randolph","Ellis Grove (PWS)","Total",274,274,0
"1891","IL1570200","Randolph","Ellis Grove (PWS)","Unknown",0,0,0
"1892","IL1570200","Randolph","Ellis Grove (PWS)","UnknownNotLead",274,274,0
"1893","IL1130550","McLean","Ellsworth (PWS)","Lead",0,0,0
"1894","IL1130550","McLean","Ellsworth (PWS)","Total",97,97,0
"1895","IL1130550","McLean","Ellsworth (PWS)","Unknown",0,0,0
"1896","IL1130550","McLean","Ellsworth (PWS)","UnknownNotLead",0,0,0
"1897","IL0975736","Lake","Elm Oak Mutual Water System (PWS)","Lead",0,0,0
"1898","IL0975736","Lake","Elm Oak Mutual Water System (PWS)","Total",20,20,0
"1899","IL0975736","Lake","Elm Oak Mutual Water System (PWS)","Unknown",20,20,0
"1900","IL0975736","Lake","Elm Oak Mutual Water System (PWS)","UnknownNotLead",0,0,0
"1901","IL0430350","DuPage","Elmhurst (PWS)","Lead",1318,1321,-3
"1902","IL0430350","DuPage","Elmhurst (PWS)","Total",15246,15416,-170
"1903","IL0430350","DuPage","Elmhurst (PWS)","Unknown",915,1114,-199
"1904","IL0430350","DuPage","Elmhurst (PWS)","UnknownNotLead",0,0,0
"1905","IL1430300","Peoria","Elmwood (PWS)","Lead",0,9,-9
"1906","IL1430300","Peoria","Elmwood (PWS)","Total",827,833,-6
"1907","IL1430300","Peoria","Elmwood (PWS)","Unknown",0,0,0
"1908","IL1430300","Peoria","Elmwood (PWS)","UnknownNotLead",432,431,1
"1909","IL0310780","Cook","Elmwood Park (PWS)","Lead",6389,6399,-10
"1910","IL0310780","Cook","Elmwood Park (PWS)","Total",6515,6515,0
"1911","IL0310780","Cook","Elmwood Park (PWS)","Unknown",0,0,0
"1912","IL0310780","Cook","Elmwood Park (PWS)","UnknownNotLead",0,0,0
"1913","IL0670010","Hancock","Elvaston (PWS)","Lead",0,0,0
"1914","IL0670010","Hancock","Elvaston (PWS)","Total",85,85,0
"1915","IL0670010","Hancock","Elvaston (PWS)","Unknown",27,27,0
"1916","IL0670010","Hancock","Elvaston (PWS)","UnknownNotLead",0,0,0
"1917","IL0770010","Jackson","Elverado Water District (PWS)","Lead",0,0,0
"1918","IL0770010","Jackson","Elverado Water District (PWS)","Total",300,300,0
"1919","IL0770010","Jackson","Elverado Water District (PWS)","Unknown",0,0,0
"1920","IL0770010","Jackson","Elverado Water District (PWS)","UnknownNotLead",300,0,300
"1921","IL1970350","Will","Elwood (PWS)","Lead",0,0,0
"1922","IL1970350","Will","Elwood (PWS)","Total",990,985,5
"1923","IL1970350","Will","Elwood (PWS)","Unknown",20,20,0
"1924","IL1970350","Will","Elwood (PWS)","UnknownNotLead",0,0,0
"1925","IL0290020","Coles","Embarras Area Water District (PWS)","Lead",0,0,0
"1926","IL0290020","Coles","Embarras Area Water District (PWS)","Total",1510,1484,26
"1927","IL0290020","Coles","Embarras Area Water District (PWS)","Unknown",0,35,-35
"1928","IL0290020","Coles","Embarras Area Water District (PWS)","UnknownNotLead",20,0,20
"1929","IL1070200","Logan","Emden (PWS)","Lead",0,0,0
"1930","IL1070200","Logan","Emden (PWS)","Total",240,244,-4
"1931","IL1070200","Logan","Emden (PWS)","Unknown",0,0,0
"1932","IL1070200","Logan","Emden (PWS)","UnknownNotLead",0,0,0
"1933","IL1050300","Livingston","Emington (PWS)","Lead",0,0,0
"1934","IL1050300","Livingston","Emington (PWS)","Total",50,45,5
"1935","IL1050300","Livingston","Emington (PWS)","Unknown",0,0,0
"1936","IL1050300","Livingston","Emington (PWS)","UnknownNotLead",0,0,0
"1937","IL1195160","Madison","Enchanted Village (PWS)","Lead",0,0,0
"1938","IL1195160","Madison","Enchanted Village (PWS)","Total",450,450,0
"1939","IL1195160","Madison","Enchanted Village (PWS)","Unknown",410,425,-15
"1940","IL1195160","Madison","Enchanted Village (PWS)","UnknownNotLead",0,0,0
"1941","IL1990350","Williamson","Energy (PWS)","Lead",0,0,0
"1942","IL1990350","Williamson","Energy (PWS)","Total",552,549,3
"1943","IL1990350","Williamson","Energy (PWS)","Unknown",0,0,0
"1944","IL1990350","Williamson","Energy (PWS)","UnknownNotLead",0,0,0
"1945","IL1930200","White","Enfield (PWS)","Lead",0,0,0
"1946","IL1930200","White","Enfield (PWS)","Total",414,799,-385
"1947","IL1930200","White","Enfield (PWS)","Unknown",232,656,-424
"1948","IL1930200","White","Enfield (PWS)","UnknownNotLead",0,0,0
"1949","IL0590050","Gallatin","Equality-Wtp (PWS)","Lead",0,0,0
"1950","IL0590050","Gallatin","Equality-Wtp (PWS)","Total",416,416,0
"1951","IL0590050","Gallatin","Equality-Wtp (PWS)","Unknown",225,281,-56
"1952","IL0590050","Gallatin","Equality-Wtp (PWS)","UnknownNotLead",0,0,0
"1953","IL1950200","Whiteside","Erie (PWS)","Lead",5,5,0
"1954","IL1950200","Whiteside","Erie (PWS)","Total",503,503,0
"1955","IL1950200","Whiteside","Erie (PWS)","Unknown",0,0,0
"1956","IL1950200","Whiteside","Erie (PWS)","UnknownNotLead",0,0,0
"1957","IL1435245","Peoria","Esquire Estates MHP (PWS)","Lead",0,0,0
"1958","IL1435245","Peoria","Esquire Estates MHP (PWS)","Total",10,11,-1
"1959","IL1435245","Peoria","Esquire Estates MHP (PWS)","Unknown",1,1,0
"1960","IL1435245","Peoria","Esquire Estates MHP (PWS)","UnknownNotLead",0,0,0
"1961","IL2030200","Woodford","Eureka-Wtp (PWS)","Lead",59,61,-2
"1962","IL2030200","Woodford","Eureka-Wtp (PWS)","Total",2128,2125,3
"1963","IL2030200","Woodford","Eureka-Wtp (PWS)","Unknown",100,100,0
"1964","IL2030200","Woodford","Eureka-Wtp (PWS)","UnknownNotLead",531,531,0
"1965","IL0310810","Cook","Evanston (PWS)","Lead",11493,11654,-161
"1966","IL0310810","Cook","Evanston (PWS)","Total",14632,14597,35
"1967","IL0310810","Cook","Evanston (PWS)","Unknown",0,0,0
"1968","IL0310810","Cook","Evanston (PWS)","UnknownNotLead",0,0,0
"1969","IL1570250","Randolph","Evansville-Wtp (PWS)","Lead",0,0,0
"1970","IL1570250","Randolph","Evansville-Wtp (PWS)","Total",442,441,1
"1971","IL1570250","Randolph","Evansville-Wtp (PWS)","Unknown",372,377,-5
"1972","IL1570250","Randolph","Evansville-Wtp (PWS)","UnknownNotLead",0,0,0
"1973","IL0310840","Cook","Evergreen Park (PWS)","Lead",6660,6666,-6
"1974","IL0310840","Cook","Evergreen Park (PWS)","Total",7012,7010,2
"1975","IL0310840","Cook","Evergreen Park (PWS)","Unknown",0,0,0
"1976","IL0310840","Cook","Evergreen Park (PWS)","UnknownNotLead",0,0,0
"1977","IL1615310","Rock Island","Evergreen Village Subdivision (PWS)","Lead",0,0,0
"1978","IL1615310","Rock Island","Evergreen Village Subdivision (PWS)","Total",37,37,0
"1979","IL1615310","Rock Island","Evergreen Village Subdivision (PWS)","Unknown",0,0,0
"1980","IL1615310","Rock Island","Evergreen Village Subdivision (PWS)","UnknownNotLead",0,0,0
"1981","IL0555350","Franklin","Ewing-Ina Water Commission (PWS)","Lead",0,0,0
"1982","IL0555350","Franklin","Ewing-Ina Water Commission (PWS)","Total",943,947,-4
"1983","IL0555350","Franklin","Ewing-Ina Water Commission (PWS)","Unknown",0,947,-947
"1984","IL0555350","Franklin","Ewing-Ina Water Commission (PWS)","UnknownNotLead",0,0,0
"1985","IL1710010","Scott","Exeter-Merritt Water Coop (PWS)","Lead",0,0,0
"1986","IL1710010","Scott","Exeter-Merritt Water Coop (PWS)","Total",323,320,3
"1987","IL1710010","Scott","Exeter-Merritt Water Coop (PWS)","Unknown",2,4,-2
"1988","IL1710010","Scott","Exeter-Merritt Water Coop (PWS)","UnknownNotLead",0,0,0
"1989","IL0015545","Adams","Expressway MHP (PWS)","Lead",0,0,0
"1990","IL0015545","Adams","Expressway MHP (PWS)","Total",54,54,0
"1991","IL0015545","Adams","Expressway MHP (PWS)","Unknown",0,0,0
"1992","IL0015545","Adams","Expressway MHP (PWS)","UnknownNotLead",0,0,0
"1993","IL1050350","Livingston","Fairbury-Wtp (PWS)","Lead",10,11,-1
"1994","IL1050350","Livingston","Fairbury-Wtp (PWS)","Total",1740,1736,4
"1995","IL1050350","Livingston","Fairbury-Wtp (PWS)","Unknown",618,620,-2
"1996","IL1050350","Livingston","Fairbury-Wtp (PWS)","UnknownNotLead",0,0,0
"1997","IL1910100","Wayne","Fairfield (PWS)","Lead",6,9,-3
"1998","IL1910100","Wayne","Fairfield (PWS)","Total",3005,3005,0
"1999","IL1910100","Wayne","Fairfield (PWS)","Unknown",0,0,0
"2000","IL1910100","Wayne","Fairfield (PWS)","UnknownNotLead",50,50,0
"2001","IL1830250","Vermilion","Fairmount (PWS)","Lead",0,0,0
"2002","IL1830250","Vermilion","Fairmount (PWS)","Total",295,295,0
"2003","IL1830250","Vermilion","Fairmount (PWS)","Unknown",0,0,0
"2004","IL1830250","Vermilion","Fairmount (PWS)","UnknownNotLead",0,0,0
"2005","IL0570450","Fulton","Fairview (PWS)","Lead",0,0,0
"2006","IL0570450","Fulton","Fairview (PWS)","Total",240,240,0
"2007","IL0570450","Fulton","Fairview (PWS)","Unknown",100,100,0
"2008","IL0570450","Fulton","Fairview (PWS)","UnknownNotLead",0,0,0
"2009","IL1617635","Rock Island","Falcon Farms (PWS)","Lead",0,0,0
"2010","IL1617635","Rock Island","Falcon Farms (PWS)","Total",216,216,0
"2011","IL1617635","Rock Island","Falcon Farms (PWS)","Unknown",0,0,0
"2012","IL1617635","Rock Island","Falcon Farms (PWS)","UnknownNotLead",0,0,0
"2013","IL2015125","Winnebago","Family Manufactured Home Community, LLC (PWS)","Lead",0,0,0
"2014","IL2015125","Winnebago","Family Manufactured Home Community, LLC (PWS)","Total",96,96,0
"2015","IL2015125","Winnebago","Family Manufactured Home Community, LLC (PWS)","Unknown",96,96,0
