"","FacilityId","County","FacilityName","Variable","Year_2019","Year_2018","change"
"5321","IL1615670","Rock Island","Ridgewood Ledges Water Association (PWS)","Lead",0,0,0
"5322","IL1615670","Rock Island","Ridgewood Ledges Water Association (PWS)","Total",127,127,0
"5323","IL1615670","Rock Island","Ridgewood Ledges Water Association (PWS)","Unknown",0,126,-126
"5324","IL1615670","Rock Island","Ridgewood Ledges Water Association (PWS)","UnknownNotLead",125,0,125
"5325","IL0590300","Gallatin","Ridgway (PWS)","Lead",0,0,0
"5326","IL0590300","Gallatin","Ridgway (PWS)","Total",500,500,0
"5327","IL0590300","Gallatin","Ridgway (PWS)","Unknown",115,126,-11
"5328","IL0590300","Gallatin","Ridgway (PWS)","UnknownNotLead",0,0,0
"5329","IL0950450","Knox","Rio (PWS)","Lead",0,0,0
"5330","IL0950450","Knox","Rio (PWS)","Total",115,115,0
"5331","IL0950450","Knox","Rio (PWS)","Unknown",0,0,0
"5332","IL0950450","Knox","Rio (PWS)","UnknownNotLead",15,15,0
"5333","IL0090150","Brown","Ripley (PWS)","Lead",0,0,0
"5334","IL0090150","Brown","Ripley (PWS)","Total",120,120,0
"5335","IL0090150","Brown","Ripley (PWS)","Unknown",0,0,0
"5336","IL0090150","Brown","Ripley (PWS)","UnknownNotLead",0,0,0
"5337","IL0312610","Cook","River Forest (PWS)","Lead",359,323,36
"5338","IL0312610","Cook","River Forest (PWS)","Total",3143,3143,0
"5339","IL0312610","Cook","River Forest (PWS)","Unknown",2270,2376,-106
"5340","IL0312610","Cook","River Forest (PWS)","UnknownNotLead",0,0,0
"5341","IL0312640","Cook","River Grove (PWS)","Lead",1773,2353,-580
"5342","IL0312640","Cook","River Grove (PWS)","Total",2555,2620,-65
"5343","IL0312640","Cook","River Grove (PWS)","Unknown",120,53,67
"5344","IL0312640","Cook","River Grove (PWS)","UnknownNotLead",0,0,0
"5345","IL0915445","Kankakee","Rivercrest MHP (PWS)","Lead",0,0,0
"5346","IL0915445","Kankakee","Rivercrest MHP (PWS)","Total",17,17,0
"5347","IL0915445","Kankakee","Rivercrest MHP (PWS)","Unknown",17,17,0
"5348","IL0915445","Kankakee","Rivercrest MHP (PWS)","UnknownNotLead",0,0,0
"5349","IL0312580","Cook","Riverdale (PWS)","Lead",36,30,6
"5350","IL0312580","Cook","Riverdale (PWS)","Total",3311,3311,0
"5351","IL0312580","Cook","Riverdale (PWS)","Unknown",0,2563,-2563
"5352","IL0312580","Cook","Riverdale (PWS)","UnknownNotLead",2557,0,2557
"5353","IL0312670","Cook","Riverside (PWS)","Lead",311,240,71
"5354","IL0312670","Cook","Riverside (PWS)","Total",3000,3000,0
"5355","IL0312670","Cook","Riverside (PWS)","Unknown",2410,2544,-134
"5356","IL0312670","Cook","Riverside (PWS)","UnknownNotLead",0,0,0
"5357","IL1955165","Whiteside","Riverside Estates MHP (PWS)","Lead",0,0,0
"5358","IL1955165","Whiteside","Riverside Estates MHP (PWS)","Total",110,110,0
"5359","IL1955165","Whiteside","Riverside Estates MHP (PWS)","Unknown",0,0,0
"5360","IL1955165","Whiteside","Riverside Estates MHP (PWS)","UnknownNotLead",0,0,0
"5361","IL1670950","Sangamon","Riverton (PWS)","Lead",0,0,0
"5362","IL1670950","Sangamon","Riverton (PWS)","Total",1860,1860,0
"5363","IL1670950","Sangamon","Riverton (PWS)","Unknown",0,1860,-1860
"5364","IL1670950","Sangamon","Riverton (PWS)","UnknownNotLead",1860,0,1860
"5365","IL0971450","Lake","Riverwoods (PWS)","Lead",0,0,0
"5366","IL0971450","Lake","Riverwoods (PWS)","Total",816,841,-25
"5367","IL0971450","Lake","Riverwoods (PWS)","Unknown",0,0,0
"5368","IL0971450","Lake","Riverwoods (PWS)","UnknownNotLead",0,0,0
"5369","IL2030550","Woodford","Roanoke (PWS)","Lead",0,0,0
"5370","IL2030550","Woodford","Roanoke (PWS)","Total",899,899,0
"5371","IL2030550","Woodford","Roanoke (PWS)","Unknown",30,30,0
"5372","IL2030550","Woodford","Roanoke (PWS)","UnknownNotLead",0,0,0
"5373","IL0312700","Cook","Robbins (PWS)","Lead",0,0,0
"5374","IL0312700","Cook","Robbins (PWS)","Total",2186,2186,0
"5375","IL0312700","Cook","Robbins (PWS)","Unknown",2186,2186,0
"5376","IL0312700","Cook","Robbins (PWS)","UnknownNotLead",0,0,0
"5377","IL0530350","Ford","Roberts (PWS)","Lead",2,2,0
"5378","IL0530350","Ford","Roberts (PWS)","Total",195,195,0
"5379","IL0530350","Ford","Roberts (PWS)","Unknown",33,39,-6
"5380","IL0530350","Ford","Roberts (PWS)","UnknownNotLead",0,0,0
"5381","IL0335030","Crawford","Robinson-Palestine Water Commission (PWS)","Lead",18,20,-2
"5382","IL0335030","Crawford","Robinson-Palestine Water Commission (PWS)","Total",5497,5487,10
"5383","IL0335030","Crawford","Robinson-Palestine Water Commission (PWS)","Unknown",3175,3180,-5
"5384","IL0335030","Crawford","Robinson-Palestine Water Commission (PWS)","UnknownNotLead",20,20,0
"5385","IL1410500","Ogle","Rochelle (PWS)","Lead",33,33,0
"5386","IL1410500","Ogle","Rochelle (PWS)","Total",3675,3675,0
"5387","IL1410500","Ogle","Rochelle (PWS)","Unknown",3642,3642,0
"5388","IL1410500","Ogle","Rochelle (PWS)","UnknownNotLead",0,0,0
"5389","IL1671000","Sangamon","Rochester (PWS)","Lead",0,0,0
"5390","IL1671000","Sangamon","Rochester (PWS)","Total",1615,1608,7
"5391","IL1671000","Sangamon","Rochester (PWS)","Unknown",1295,1598,-303
"5392","IL1671000","Sangamon","Rochester (PWS)","UnknownNotLead",0,0,0
"5393","IL1770500","Stephenson","Rock City (PWS)","Lead",0,0,0
"5394","IL1770500","Stephenson","Rock City (PWS)","Total",164,164,0
"5395","IL1770500","Stephenson","Rock City (PWS)","Unknown",20,20,0
"5396","IL1770500","Stephenson","Rock City (PWS)","UnknownNotLead",0,0,0
"5397","IL1950450","Whiteside","Rock Falls (PWS)","Lead",0,1,-1
"5398","IL1950450","Whiteside","Rock Falls (PWS)","Total",4157,4158,-1
"5399","IL1950450","Whiteside","Rock Falls (PWS)","Unknown",0,0,0
"5400","IL1950450","Whiteside","Rock Falls (PWS)","UnknownNotLead",0,0,0
"5401","IL1610650","Rock Island","Rock Island (PWS)","Lead",88,88,0
"5402","IL1610650","Rock Island","Rock Island (PWS)","Total",17480,17480,0
"5403","IL1610650","Rock Island","Rock Island (PWS)","Unknown",17271,17271,0
"5404","IL1610650","Rock Island","Rock Island (PWS)","UnknownNotLead",0,0,0
"5405","IL1615387","Rock Island","Rock Island Arsenal (PWS)","Lead",0,0,0
"5406","IL1615387","Rock Island","Rock Island Arsenal (PWS)","Total",198,198,0
"5407","IL1615387","Rock Island","Rock Island Arsenal (PWS)","Unknown",48,51,-3
"5408","IL1615387","Rock Island","Rock Island Arsenal (PWS)","UnknownNotLead",0,0,0
"5409","IL1035245","Lee","Rock River Estates MHP (PWS)","Lead",0,0,0
"5410","IL1035245","Lee","Rock River Estates MHP (PWS)","Total",200,200,0
"5411","IL1035245","Lee","Rock River Estates MHP (PWS)","Unknown",200,200,0
"5412","IL1035245","Lee","Rock River Estates MHP (PWS)","UnknownNotLead",0,0,0
"5413","IL0610300","Greene","Rockbridge (PWS)","Lead",0,0,0
"5414","IL0610300","Greene","Rockbridge (PWS)","Total",88,83,5
"5415","IL0610300","Greene","Rockbridge (PWS)","Unknown",0,0,0
"5416","IL0610300","Greene","Rockbridge (PWS)","UnknownNotLead",0,0,0
"5417","IL1970850","Will","Rockdale (PWS)","Lead",54,55,-1
"5418","IL1970850","Will","Rockdale (PWS)","Total",845,855,-10
"5419","IL1970850","Will","Rockdale (PWS)","Unknown",10,10,0
"5420","IL1970850","Will","Rockdale (PWS)","UnknownNotLead",0,0,0
"5421","IL2010300","Winnebago","Rockford (PWS)","Lead",13732,13927,-195
"5422","IL2010300","Winnebago","Rockford (PWS)","Total",67861,67517,344
"5423","IL2010300","Winnebago","Rockford (PWS)","Unknown",24603,24647,-44
"5424","IL2010300","Winnebago","Rockford (PWS)","UnknownNotLead",0,0,0
"5425","IL0975585","Lake","Rockland MHP (PWS)","Lead",0,0,0
"5426","IL0975585","Lake","Rockland MHP (PWS)","Total",66,66,0
"5427","IL0975585","Lake","Rockland MHP (PWS)","Unknown",66,66,0
"5428","IL0975585","Lake","Rockland MHP (PWS)","UnknownNotLead",0,0,0
"5429","IL2010350","Winnebago","Rockton (PWS)","Lead",24,24,0
"5430","IL2010350","Winnebago","Rockton (PWS)","Total",2944,2944,0
"5431","IL2010350","Winnebago","Rockton (PWS)","Unknown",15,15,0
"5432","IL2010350","Winnebago","Rockton (PWS)","UnknownNotLead",0,0,0
"5433","IL1415350","Ogle","Rockvale Corporation (PWS)","Lead",0,0,0
"5434","IL1415350","Ogle","Rockvale Corporation (PWS)","Total",122,124,-2
"5435","IL1415350","Ogle","Rockvale Corporation (PWS)","Unknown",0,0,0
"5436","IL1415350","Ogle","Rockvale Corporation (PWS)","UnknownNotLead",0,0,0
"5437","IL0970110","Lake","Rockwell Utilities, LLC (PWS)","Lead",0,0,0
"5438","IL0970110","Lake","Rockwell Utilities, LLC (PWS)","Total",241,241,0
"5439","IL0970110","Lake","Rockwell Utilities, LLC (PWS)","Unknown",241,241,0
"5440","IL0970110","Lake","Rockwell Utilities, LLC (PWS)","UnknownNotLead",0,0,0
"5441","IL1415245","Ogle","Rolling Green Estates MHP (PWS)","Lead",0,0,0
"5442","IL1415245","Ogle","Rolling Green Estates MHP (PWS)","Total",86,86,0
"5443","IL1415245","Ogle","Rolling Green Estates MHP (PWS)","Unknown",86,86,0
"5444","IL1415245","Ogle","Rolling Green Estates MHP (PWS)","UnknownNotLead",0,0,0
"5445","IL0312730","Cook","Rolling Meadows (PWS)","Lead",0,0,0
"5446","IL0312730","Cook","Rolling Meadows (PWS)","Total",6574,6507,67
"5447","IL0312730","Cook","Rolling Meadows (PWS)","Unknown",0,0,0
"5448","IL0312730","Cook","Rolling Meadows (PWS)","UnknownNotLead",0,0,0
"5449","IL1415265","Ogle","Rolling Meadows MHP (PWS)","Lead",0,0,0
"5450","IL1415265","Ogle","Rolling Meadows MHP (PWS)","Total",179,179,0
"5451","IL1415265","Ogle","Rolling Meadows MHP (PWS)","Unknown",179,179,0
"5452","IL1415265","Ogle","Rolling Meadows MHP (PWS)","UnknownNotLead",0,0,0
"5453","IL1970900","Will","Romeoville (PWS)","Lead",0,0,0
"5454","IL1970900","Will","Romeoville (PWS)","Total",16955,16968,-13
"5455","IL1970900","Will","Romeoville (PWS)","Unknown",0,0,0
"5456","IL1970900","Will","Romeoville (PWS)","UnknownNotLead",0,0,0
"5457","IL0610350","Greene","Roodhouse (PWS)","Lead",3,3,0
"5458","IL0610350","Greene","Roodhouse (PWS)","Total",936,936,0
"5459","IL0610350","Greene","Roodhouse (PWS)","Unknown",154,154,0
"5460","IL0610350","Greene","Roodhouse (PWS)","UnknownNotLead",0,0,0
"5461","IL0434820","DuPage","Roselle (PWS)","Lead",240,238,2
"5462","IL0434820","DuPage","Roselle (PWS)","Total",8391,8380,11
"5463","IL0434820","DuPage","Roselle (PWS)","Unknown",0,0,0
"5464","IL0434820","DuPage","Roselle (PWS)","UnknownNotLead",0,0,0
"5465","IL0312760","Cook","Rosemont (PWS)","Lead",0,1,-1
"5466","IL0312760","Cook","Rosemont (PWS)","Total",743,751,-8
"5467","IL0312760","Cook","Rosemont (PWS)","Unknown",0,0,0
"5468","IL0312760","Cook","Rosemont (PWS)","UnknownNotLead",0,0,0
"5469","IL1870200","Warren","Roseville (PWS)","Lead",0,0,0
"5470","IL1870200","Warren","Roseville (PWS)","Total",531,531,0
"5471","IL1870200","Warren","Roseville (PWS)","Unknown",0,0,0
"5472","IL1870200","Warren","Roseville (PWS)","UnknownNotLead",0,0,0
"5473","IL0690150","Hardin","Rosiclare (PWS)","Lead",0,0,0
"5474","IL0690150","Hardin","Rosiclare (PWS)","Total",650,650,0
"5475","IL0690150","Hardin","Rosiclare (PWS)","Unknown",0,0,0
"5476","IL0690150","Hardin","Rosiclare (PWS)","UnknownNotLead",0,0,0
"5477","IL1830800","Vermilion","Rossville (PWS)","Lead",0,0,0
"5478","IL1830800","Vermilion","Rossville (PWS)","Total",648,648,0
"5479","IL1830800","Vermilion","Rossville (PWS)","Unknown",0,0,0
"5480","IL1830800","Vermilion","Rossville (PWS)","UnknownNotLead",0,0,0
"5481","IL0971500","Lake","Round Lake (PWS)","Lead",0,0,0
"5482","IL0971500","Lake","Round Lake (PWS)","Total",6448,6403,45
"5483","IL0971500","Lake","Round Lake (PWS)","Unknown",6448,6403,45
"5484","IL0971500","Lake","Round Lake (PWS)","UnknownNotLead",0,0,0
"5485","IL0971550","Lake","Round Lake Beach (PWS)","Lead",0,0,0
"5486","IL0971550","Lake","Round Lake Beach (PWS)","Total",8336,8336,0
"5487","IL0971550","Lake","Round Lake Beach (PWS)","Unknown",833,833,0
"5488","IL0971550","Lake","Round Lake Beach (PWS)","UnknownNotLead",0,0,0
"5489","IL0970260","Lake","Round Lake Heights (PWS)","Lead",28,30,-2
"5490","IL0970260","Lake","Round Lake Heights (PWS)","Total",772,772,0
"5491","IL0970260","Lake","Round Lake Heights (PWS)","Unknown",38,40,-2
"5492","IL0970260","Lake","Round Lake Heights (PWS)","UnknownNotLead",0,0,0
"5493","IL0971600","Lake","Round Lake Park (PWS)","Lead",0,0,0
"5494","IL0971600","Lake","Round Lake Park (PWS)","Total",1384,1384,0
"5495","IL0971600","Lake","Round Lake Park (PWS)","Unknown",0,0,0
"5496","IL0971600","Lake","Round Lake Park (PWS)","UnknownNotLead",0,0,0
"5497","IL1670090","Sangamon","Round Prairie Water Cooperative (PWS)","Lead",0,0,0
"5498","IL1670090","Sangamon","Round Prairie Water Cooperative (PWS)","Total",319,319,0
"5499","IL1670090","Sangamon","Round Prairie Water Cooperative (PWS)","Unknown",0,0,0
"5500","IL1670090","Sangamon","Round Prairie Water Cooperative (PWS)","UnknownNotLead",0,0,0
"5501","IL1190900","Madison","Roxana (PWS)","Lead",0,0,0
"5502","IL1190900","Madison","Roxana (PWS)","Total",766,768,-2
"5503","IL1190900","Madison","Roxana (PWS)","Unknown",0,0,0
"5504","IL1190900","Madison","Roxana (PWS)","UnknownNotLead",314,314,0
"5505","IL0190700","Champaign","Royal (PWS)","Lead",0,0,0
"5506","IL0190700","Champaign","Royal (PWS)","Total",150,150,0
"5507","IL0190700","Champaign","Royal (PWS)","Unknown",98,0,98
"5508","IL0190700","Champaign","Royal (PWS)","UnknownNotLead",0,76,-76
"5509","IL1170830","Macoupin","Royal Lakes (PWS)","Lead",0,0,0
"5510","IL1170830","Macoupin","Royal Lakes (PWS)","Total",150,150,0
"5511","IL1170830","Macoupin","Royal Lakes (PWS)","Unknown",0,0,0
"5512","IL1170830","Macoupin","Royal Lakes (PWS)","UnknownNotLead",0,0,0
"5513","IL0970170","Lake","Royal Melbourne Homeowners Asn (PWS)","Lead",0,0,0
"5514","IL0970170","Lake","Royal Melbourne Homeowners Asn (PWS)","Total",126,126,0
"5515","IL0970170","Lake","Royal Melbourne Homeowners Asn (PWS)","Unknown",0,0,0
"5516","IL0970170","Lake","Royal Melbourne Homeowners Asn (PWS)","UnknownNotLead",0,0,0
"5517","IL1430040","Peoria","Royal Oaks Estates (PWS)","Lead",0,0,0
"5518","IL1430040","Peoria","Royal Oaks Estates (PWS)","Total",355,346,9
"5519","IL1430040","Peoria","Royal Oaks Estates (PWS)","Unknown",0,0,0
"5520","IL1430040","Peoria","Royal Oaks Estates (PWS)","UnknownNotLead",0,0,0
"5521","IL1115145","McHenry","Royal Oaks MHP (PWS)","Lead",0,0,0
"5522","IL1115145","McHenry","Royal Oaks MHP (PWS)","Total",64,64,0
"5523","IL1115145","McHenry","Royal Oaks MHP (PWS)","Unknown",0,0,0
"5524","IL1115145","McHenry","Royal Oaks MHP (PWS)","UnknownNotLead",0,0,0
"5525","IL0555030","Franklin","Royalton (PWS)","Lead",0,0,0
"5526","IL0555030","Franklin","Royalton (PWS)","Total",693,560,133
"5527","IL0555030","Franklin","Royalton (PWS)","Unknown",691,560,131
"5528","IL0555030","Franklin","Royalton (PWS)","UnknownNotLead",0,0,0
"5529","IL1570550","Randolph","Ruma (PWS)","Lead",0,0,0
"5530","IL1570550","Randolph","Ruma (PWS)","Total",142,140,2
"5531","IL1570550","Randolph","Ruma (PWS)","Unknown",0,0,0
"5532","IL1570550","Randolph","Ruma (PWS)","UnknownNotLead",0,0,0
"5533","IL1850010","Wabash","Rural Wabash County Water District (PWS)","Lead",0,0,0
"5534","IL1850010","Wabash","Rural Wabash County Water District (PWS)","Total",739,738,1
"5535","IL1850010","Wabash","Rural Wabash County Water District (PWS)","Unknown",0,402,-402
"5536","IL1850010","Wabash","Rural Wabash County Water District (PWS)","UnknownNotLead",389,0,389
"5537","IL1690200","Schuyler","Rushville (PWS)","Lead",0,0,0
"5538","IL1690200","Schuyler","Rushville (PWS)","Total",1725,1725,0
"5539","IL1690200","Schuyler","Rushville (PWS)","Unknown",1308,1308,0
"5540","IL1690200","Schuyler","Rushville (PWS)","UnknownNotLead",0,0,0
"5541","IL0735500","Henry","Rustic Acres Water Association (PWS)","Lead",0,0,0
"5542","IL0735500","Henry","Rustic Acres Water Association (PWS)","Total",85,85,0
"5543","IL0735500","Henry","Rustic Acres Water Association (PWS)","Unknown",0,0,0
"5544","IL0735500","Henry","Rustic Acres Water Association (PWS)","UnknownNotLead",0,0,0
"5545","IL0991000","LaSalle","Rutland (PWS)","Lead",0,0,0
"5546","IL0991000","LaSalle","Rutland (PWS)","Total",146,148,-2
"5547","IL0991000","LaSalle","Rutland (PWS)","Unknown",36,39,-3
"5548","IL0991000","LaSalle","Rutland (PWS)","UnknownNotLead",0,0,0
"5549","IL1635090","St. Clair","S L M Water Commission (PWS)","Lead",0,0,0
"5550","IL1635090","St. Clair","S L M Water Commission (PWS)","Total",161,164,-3
"5551","IL1635090","St. Clair","S L M Water Commission (PWS)","Unknown",0,0,0
"5552","IL1635090","St. Clair","S L M Water Commission (PWS)","UnknownNotLead",0,0,0
"5553","IL0970120","Lake","Saddlebrook Farms (PWS)","Lead",0,0,0
"5554","IL0970120","Lake","Saddlebrook Farms (PWS)","Total",1632,1601,31
"5555","IL0970120","Lake","Saddlebrook Farms (PWS)","Unknown",0,0,0
"5556","IL0970120","Lake","Saddlebrook Farms (PWS)","UnknownNotLead",0,0,0
"5557","IL0790200","Jasper","Sainte Marie (PWS)","Lead",0,0,0
"5558","IL0790200","Jasper","Sainte Marie (PWS)","Total",153,100,53
"5559","IL0790200","Jasper","Sainte Marie (PWS)","Unknown",0,0,0
"5560","IL0790200","Jasper","Sainte Marie (PWS)","UnknownNotLead",0,0,0
"5561","IL1210450","Marion","Salem (PWS)","Lead",0,0,0
"5562","IL1210450","Marion","Salem (PWS)","Total",3592,3593,-1
"5563","IL1210450","Marion","Salem (PWS)","Unknown",3218,0,3218
"5564","IL1210450","Marion","Salem (PWS)","UnknownNotLead",0,3237,-3237
"5565","IL1655300","Saline","Saline Valley Conservancy District (PWS)","Lead",0,0,0
"5566","IL1655300","Saline","Saline Valley Conservancy District (PWS)","Total",2101,2093,8
"5567","IL1655300","Saline","Saline Valley Conservancy District (PWS)","Unknown",185,185,0
"5568","IL1655300","Saline","Saline Valley Conservancy District (PWS)","UnknownNotLead",0,0,0
"5569","IL1254840","Mason","San Jose (PWS)","Lead",0,0,0
"5570","IL1254840","Mason","San Jose (PWS)","Total",251,274,-23
"5571","IL1254840","Mason","San Jose (PWS)","Unknown",0,0,0
"5572","IL1254840","Mason","San Jose (PWS)","UnknownNotLead",3,96,-93
"5573","IL1210500","Marion","Sandoval (PWS)","Lead",0,0,0
"5574","IL1210500","Marion","Sandoval (PWS)","Total",565,565,0
"5575","IL1210500","Marion","Sandoval (PWS)","Unknown",0,0,0
"5576","IL1210500","Marion","Sandoval (PWS)","UnknownNotLead",28,0,28
"5577","IL0374850","DeKalb","Sandwich (PWS)","Lead",3,3,0
"5578","IL0374850","DeKalb","Sandwich (PWS)","Total",2670,2670,0
"5579","IL0374850","DeKalb","Sandwich (PWS)","Unknown",50,60,-10
"5580","IL0374850","DeKalb","Sandwich (PWS)","UnknownNotLead",53,60,-7
"5581","IL0374860","DeKalb","Sandwich Estates Mhp (PWS)","Lead",0,0,0
"5582","IL0374860","DeKalb","Sandwich Estates Mhp (PWS)","Total",51,51,0
"5583","IL0374860","DeKalb","Sandwich Estates Mhp (PWS)","Unknown",51,51,0
"5584","IL0374860","DeKalb","Sandwich Estates Mhp (PWS)","UnknownNotLead",0,0,0
"5585","IL0195150","Champaign","Sangamon Valley PWD (PWS)","Lead",0,0,0
"5586","IL0195150","Champaign","Sangamon Valley PWD (PWS)","Total",1372,1343,29
"5587","IL0195150","Champaign","Sangamon Valley PWD (PWS)","Unknown",0,0,0
"5588","IL0195150","Champaign","Sangamon Valley PWD (PWS)","UnknownNotLead",0,0,0
"5589","IL1435490","Peoria","Santa Fe Estates Water Association (PWS)","Lead",0,0,0
"5590","IL1435490","Peoria","Santa Fe Estates Water Association (PWS)","Total",27,27,0
"5591","IL1435490","Peoria","Santa Fe Estates Water Association (PWS)","Unknown",0,0,0
"5592","IL1435490","Peoria","Santa Fe Estates Water Association (PWS)","UnknownNotLead",0,0,0
"5593","IL0312790","Cook","Sauk (PWS)","Lead",0,0,0
"5594","IL0312790","Cook","Sauk (PWS)","Total",3081,3081,0
"5595","IL0312790","Cook","Sauk (PWS)","Unknown",71,71,0
"5596","IL0312790","Cook","Sauk (PWS)","UnknownNotLead",0,0,0
"5597","IL0150250","Carroll","Savanna (PWS)","Lead",0,0,0
"5598","IL0150250","Carroll","Savanna (PWS)","Total",1454,1454,0
"5599","IL0150250","Carroll","Savanna (PWS)","Unknown",1414,1414,0
"5600","IL0150250","Carroll","Savanna (PWS)","UnknownNotLead",0,0,0
"5601","IL1170850","Macoupin","Sawyerville (PWS)","Lead",0,0,0
"5602","IL1170850","Macoupin","Sawyerville (PWS)","Total",218,217,1
"5603","IL1170850","Macoupin","Sawyerville (PWS)","Unknown",0,0,0
"5604","IL1170850","Macoupin","Sawyerville (PWS)","UnknownNotLead",0,0,0
"5605","IL1130950","McLean","Saybrook (PWS)","Lead",0,0,0
"5606","IL1130950","McLean","Saybrook (PWS)","Total",375,375,0
"5607","IL1130950","McLean","Saybrook (PWS)","Unknown",50,0,50
"5608","IL1130950","McLean","Saybrook (PWS)","UnknownNotLead",25,50,-25
"5609","IL0850400","Jo Daviess","Scales Mound (PWS)","Lead",0,0,0
"5610","IL0850400","Jo Daviess","Scales Mound (PWS)","Total",194,194,0
"5611","IL0850400","Jo Daviess","Scales Mound (PWS)","Unknown",50,50,0
"5612","IL0850400","Jo Daviess","Scales Mound (PWS)","UnknownNotLead",0,0,0
"5613","IL0314890","Cook","Schaumburg (PWS)","Lead",0,0,0
"5614","IL0314890","Cook","Schaumburg (PWS)","Total",26369,26353,16
"5615","IL0314890","Cook","Schaumburg (PWS)","Unknown",11,208,-197
"5616","IL0314890","Cook","Schaumburg (PWS)","UnknownNotLead",0,0,0
"5617","IL0312850","Cook","Schiller Park (PWS)","Lead",0,200,-200
"5618","IL0312850","Cook","Schiller Park (PWS)","Total",3010,3010,0
"5619","IL0312850","Cook","Schiller Park (PWS)","Unknown",2850,2705,145
"5620","IL0312850","Cook","Schiller Park (PWS)","UnknownNotLead",0,0,0
"5621","IL1350600","Montgomery","Schram City (PWS)","Lead",0,0,0
"5622","IL1350600","Montgomery","Schram City (PWS)","Total",304,304,0
"5623","IL1350600","Montgomery","Schram City (PWS)","Unknown",280,283,-3
"5624","IL1350600","Montgomery","Schram City (PWS)","UnknownNotLead",0,0,0
"5625","IL0977150","Lake","Schwermanns 2nd And 3rd Water Board (PWS)","Lead",0,0,0
"5626","IL0977150","Lake","Schwermanns 2nd And 3rd Water Board (PWS)","Total",96,96,0
"5627","IL0977150","Lake","Schwermanns 2nd And 3rd Water Board (PWS)","Unknown",0,0,0
"5628","IL0977150","Lake","Schwermanns 2nd And 3rd Water Board (PWS)","UnknownNotLead",0,0,0
"5629","IL1090020","McDonough","Sciota (PWS)","Lead",0,0,0
"5630","IL1090020","McDonough","Sciota (PWS)","Total",56,82,-26
"5631","IL1090020","McDonough","Sciota (PWS)","Unknown",0,0,0
"5632","IL1090020","McDonough","Sciota (PWS)","UnknownNotLead",0,0,0
"5633","IL1710020","Scott","Scott County Rural Water Co-op (PWS)","Lead",0,0,0
"5634","IL1710020","Scott","Scott County Rural Water Co-op (PWS)","Total",224,224,0
"5635","IL1710020","Scott","Scott County Rural Water Co-op (PWS)","Unknown",0,0,0
"5636","IL1710020","Scott","Scott County Rural Water Co-op (PWS)","UnknownNotLead",0,0,0
"5637","IL1170010","Macoupin","Scottville Rural Water Company, Inc. (PWS)","Lead",0,0,0
"5638","IL1170010","Macoupin","Scottville Rural Water Company, Inc. (PWS)","Total",286,285,1
"5639","IL1170010","Macoupin","Scottville Rural Water Company, Inc. (PWS)","Unknown",0,0,0
"5640","IL1170010","Macoupin","Scottville Rural Water Company, Inc. (PWS)","UnknownNotLead",40,0,40
"5641","IL1310350","Mercer","Seaton (PWS)","Lead",3,0,3
"5642","IL1310350","Mercer","Seaton (PWS)","Total",94,100,-6
"5643","IL1310350","Mercer","Seaton (PWS)","Unknown",63,26,37
"5644","IL1310350","Mercer","Seaton (PWS)","UnknownNotLead",0,0,0
"5645","IL0110900","Bureau","Seatonville (PWS)","Lead",0,0,0
"5646","IL0110900","Bureau","Seatonville (PWS)","Total",148,148,0
"5647","IL0110900","Bureau","Seatonville (PWS)","Unknown",0,0,0
"5648","IL0110900","Bureau","Seatonville (PWS)","UnknownNotLead",0,0,0
"5649","IL2030600","Woodford","Secor (PWS)","Lead",0,0,0
"5650","IL2030600","Woodford","Secor (PWS)","Total",174,174,0
"5651","IL2030600","Woodford","Secor (PWS)","Unknown",9,9,0
"5652","IL2030600","Woodford","Secor (PWS)","UnknownNotLead",0,0,0
"5653","IL0991050","LaSalle","Seneca (PWS)","Lead",0,0,0
"5654","IL0991050","LaSalle","Seneca (PWS)","Total",898,898,0
"5655","IL0991050","LaSalle","Seneca (PWS)","Unknown",0,0,0
"5656","IL0991050","LaSalle","Seneca (PWS)","UnknownNotLead",0,0,0
"5657","IL0550450","Franklin","Sesser (PWS)","Lead",0,0,0
"5658","IL0550450","Franklin","Sesser (PWS)","Total",1060,1062,-2
"5659","IL0550450","Franklin","Sesser (PWS)","Unknown",0,0,0
"5660","IL0550450","Franklin","Sesser (PWS)","UnknownNotLead",401,405,-4
"5661","IL0190060","Champaign","Seymour Water District (PWS)","Lead",0,0,0
"5662","IL0190060","Champaign","Seymour Water District (PWS)","Total",156,155,1
"5663","IL0190060","Champaign","Seymour Water District (PWS)","Unknown",0,0,0
"5664","IL0190060","Champaign","Seymour Water District (PWS)","UnknownNotLead",0,0,0
"5665","IL0370450","DeKalb","Shabbona (PWS)","Lead",36,36,0
"5666","IL0370450","DeKalb","Shabbona (PWS)","Total",360,360,0
"5667","IL0370450","DeKalb","Shabbona (PWS)","Unknown",0,0,0
"5668","IL0370450","DeKalb","Shabbona (PWS)","UnknownNotLead",0,0,0
"5669","IL0195320","Champaign","Shadowwood MHP","Lead",0,0,0
"5670","IL0195320","Champaign","Shadowwood MHP","Total",272,272,0
"5671","IL0195320","Champaign","Shadowwood MHP","Unknown",272,272,0
"5672","IL0195320","Champaign","Shadowwood MHP","UnknownNotLead",0,0,0
"5673","IL0635225","Grundy","Shady Oaks MHP (PWS)","Lead",0,0,0
"5674","IL0635225","Grundy","Shady Oaks MHP (PWS)","Total",365,365,0
