"FacilityId","County","FacilityName","ReportedDate","ReportingYear","TotalServiceConnections","WholesaleConnections","RetailConnections","ServicesLead","ServicesUnknownMaterial","ServicesCopperLeadSolder","ServicesGalvanized","ServicesUnknownNotLead","ServicesCopperNonLeadSolder","ServicesCastDuctileIronTransite","ServicesPlastic"
"IL1795345","Tazewell","Morton Mobile Home Park (PWS)","5/4/2020 10:56:46 AM","2019","124","0","124","0","124","0","0","0","0","0","0"
"IL0895545","Kane","Margarets Park View Estates MHP (PWS)","5/4/2020 10:56:03 AM","2019","80","0","80","0","80","0","0","0","0","0","0"
"IL1410250","Ogle","Hillcrest (PWS)","5/4/2020 10:55:29 AM","2019","445","0","445","0","445","0","0","0","0","0","0"
"IL0995185","LaSalle","Countryside Estates MHP (PWS)","5/4/2020 10:54:44 AM","2019","63","0","63","0","63","0","0","0","0","0","0"
"IL0075105","Boone","Capron MHP (PWS)","5/4/2020 10:53:56 AM","2019","39","0","39","0","39","0","0","0","0","0","0"
"IL0315880","Cook","Leyden Township Water District (PWS)","5/1/2020 3:13:52 PM","2019","3300","0","3300","190","90","0","0","0","3020","0","0"
"IL0650200","Hamilton","Mc Leansboro (PWS)","5/1/2020 2:28:34 PM","2019","1440","0","1440","0","1236","63","26","0","63","0","52"
"IL1590050","Richland","Calhoun (PWS)","5/1/2020 1:11:22 PM","2019","84","0","84","0","74","0","0","0","0","0","10"
"IL1590250","Richland","Parkersburg (PWS)","5/1/2020 1:06:59 PM","2019","169","0","169","0","169","0","0","0","0","0","0"
"IL0470010","Edwards","Ellery Water Corp (PWS)","5/1/2020 1:05:49 PM","2019","940","0","940","0","0","0","0","0","424","0","516"
"IL0651000","Hamilton","Hamilton County Water District (PWS)","5/1/2020 12:14:17 PM","2019","1547","3","1544","0","870","0","0","0","14","0","663"
"IL1150400","Macon","Niantic (PWS)","5/1/2020 11:39:40 AM","2019","273","0","273","0","0","0","30","0","27","0","216"
"IL1095200","McDonough","Stratford West Apartments (PWS)","5/1/2020 11:34:31 AM","2019","30","0","30","0","0","0","0","0","20","0","10"
"IL0971550","Lake","Round Lake Beach (PWS)","4/30/2020 7:18:49 PM","2019","8336","1","8335","0","833","4363","4","0","3136","0","0"
"IL0735120","Henry","Wolf Ridge Well Corporation (PWS)","4/30/2020 6:12:36 PM","2019","38","0","38","0","0","0","0","0","38","0","0"
"IL1617785","Rock Island","Oak Grove MHP - Rock Island County (PWS)","4/30/2020 6:11:55 PM","2019","57","0","57","0","0","0","18","0","24","0","15"
"IL1615728","Rock Island","Larson Court Apartments (PWS)","4/30/2020 5:48:37 PM","2019","24","0","24","0","0","0","0","0","0","0","24"
"IL1615520","Rock Island","Indian Bluffs Subdivision (PWS)","4/30/2020 5:47:14 PM","2019","54","0","54","0","0","0","0","0","54","0","0"
"IL1615510","Rock Island","Hillcrest Court Subdivision (PWS)","4/30/2020 5:46:38 PM","2019","20","0","20","0","0","0","0","0","20","0","0"
"IL1615490","Rock Island","Hillcrest Court 2nd Addition (PWS)","4/30/2020 5:46:01 PM","2019","18","0","18","0","0","0","0","0","18","0","0"
"IL0735250","Henry","Hazelwood West Subdivision (PWS)","4/30/2020 5:45:16 PM","2019","23","0","23","0","0","0","0","0","23","0","0"
"IL0735350","Henry","Hazelwood 4th Addition (PWS)","4/30/2020 5:42:53 PM","2019","44","0","44","0","0","0","0","0","44","0","0"
"IL0735600","Henry","Geneseo Hills Subdivision (PWS)","4/30/2020 5:42:00 PM","2019","150","0","150","0","0","0","0","0","150","0","0"
"IL1615330","Rock Island","Eberts 3rd Addition (PWS)","4/30/2020 4:05:22 PM","2019","33","0","33","0","0","0","0","33","0","0","0"
"IL1615140","Rock Island","Chigakwa Park Estates (PWS)","4/30/2020 4:04:20 PM","2019","18","0","18","0","0","0","0","18","0","0","0"
"IL0530100","Ford","Gibson City (PWS)","4/30/2020 2:52:40 PM","2019","1680","0","1680","0","0","0","93","678","893","9","7"
"IL1135140","McLean","Spin Lake Homeowners Association, Inc. (PWS)","4/30/2020 12:27:39 PM","2019","81","0","81","0","81","0","0","0","0","0","0"
"IL1690200","Schuyler","Rushville (PWS)","4/30/2020 12:24:08 PM","2019","1725","3","1722","0","1308","0","0","0","400","0","17"
"IL0310080","Cook","Sunset MHP (PWS)","4/30/2020 11:34:34 AM","2019","352","0","352","0","0","0","0","0","0","0","352"
"IL1115750","McHenry","Wonder Lake Water Company (PWS)","4/30/2020 11:33:35 AM","2019","1278","0","1278","0","1273","0","0","0","5","0","0"
"IL0970240","Lake","Bluff Lake Lodges, Inc. (PWS)","4/30/2020 11:31:54 AM","2019","61","0","61","0","0","0","40","0","21","0","0"
"IL0971770","Lake","Volo (PWS)","4/30/2020 11:30:04 AM","2019","2200","0","2200","0","0","0","0","0","2200","0","0"
"IL1115850","McHenry","Northern Illinois Utilities, Inc. (PWS)","4/30/2020 11:23:33 AM","2019","359","0","359","0","359","0","0","0","0","0","0"
"IL1115189","McHenry","Valley Hi Nursing Home (PWS)","4/30/2020 11:16:36 AM","2019","1","0","1","0","0","0","0","0","1","0","0"
"IL0970400","Lake","Hainesville (PWS)","4/30/2020 11:15:14 AM","2019","843","0","843","0","0","0","0","0","843","0","0"
"IL0971120","Lake","Port Barrington Shores Subdivision (PWS)","4/30/2020 11:14:06 AM","2019","33","0","33","0","0","0","0","0","33","0","0"
"IL0975849","Lake","Mount St Joseph School ICF (PWS)","4/30/2020 11:09:46 AM","2019","8","0","8","0","0","0","0","0","8","0","0"
"IL0975010","Lake","Tower Lakes (PWS)","4/30/2020 11:08:27 AM","2019","392","0","392","0","392","0","0","0","0","0","0"
"IL0970270","Lake","Lakemoor (PWS)","4/30/2020 11:07:08 AM","2019","693","0","693","0","0","693","0","0","0","0","0"
"IL1635080","St. Clair","Lepere Mobile Home Village","4/30/2020 8:06:20 AM","2019","100","0","100","0","0","0","0","0","0","0","100"
"IL1190120","Madison","Lakeshore Estates MHP (PWS)","4/30/2020 8:05:31 AM","2019","129","0","129","0","0","0","0","0","0","0","129"
"IL1330150","Monroe","Hecker (PWS)","4/30/2020 8:04:48 AM","2019","225","0","225","0","0","0","0","0","145","0","80"
"IL1635300","St. Clair","FSH Water Commission (PWS)","4/30/2020 8:03:21 AM","2019","118","3","115","0","0","0","0","0","48","0","70"
"IL0635225","Grundy","Shady Oaks MHP (PWS)","4/29/2020 4:17:06 PM","2019","365","0","365","0","0","0","182","0","0","0","183"
"IL0975185","Lake","Diamond Lake MHP (PWS)","4/29/2020 3:36:51 PM","2019","63","0","63","0","0","0","0","0","0","0","63"
"IL0972000","Lake","Zion (PWS)","4/29/2020 1:11:19 PM","2019","7089","0","7089","0","0","0","0","7089","0","0","0"
"IL1130250","McLean","Carlock (PWS)","4/29/2020 11:39:22 AM","2019","244","0","244","0","0","152","0","0","52","0","40"
"IL0890400","Kane","Gilberts (PWS)","4/28/2020 3:19:32 PM","2019","2028","0","2028","0","0","0","0","0","2028","0","0"
"IL0115000","Bureau","Van Orin Water Company (PWS)","4/28/2020 10:35:10 AM","2019","48","0","48","0","48","0","0","0","0","0","0"
"IL0110500","Bureau","La Moille (PWS)","4/28/2020 10:34:04 AM","2019","365","0","365","3","273","82","2","0","0","0","5"
"IL0735470","Henry","Timber Ridge Subdivision (PWS)","4/27/2020 2:47:56 PM","2019","37","0","37","0","37","0","0","0","0","0","0"
"IL0735300","Henry","Sunny Hill Estates Subdivision (PWS)","4/27/2020 2:46:51 PM","2019","150","0","150","0","150","0","0","0","0","0","0"
"IL1614800","Rock Island","Reynolds (PWS)","4/27/2020 2:45:39 PM","2019","259","0","259","0","259","0","0","0","0","0","0"
"IL0735050","Henry","Country Estates Subdivision (PWS)","4/27/2020 2:44:34 PM","2019","75","0","75","0","75","0","0","0","0","0","0"
"IL0735700","Henry","Country Club Estates Subdivision (PWS)","4/27/2020 2:43:08 PM","2019","25","0","25","0","25","0","0","0","0","0","0"
"IL0955150","Knox","Cedar Water Company, Inc. (PWS)","4/27/2020 2:41:51 PM","2019","66","0","66","0","66","0","0","0","0","0","0"
"IL0735000","Henry","Buysse Subdivision (PWS)","4/27/2020 2:40:41 PM","2019","109","0","109","0","109","0","0","0","0","0","0"
"IL1430450","Peoria","Kingston Mines (PWS)","4/27/2020 11:22:48 AM","2019","139","0","139","0","0","0","0","0","0","0","139"
"IL0310900","Cook","Forest Park (PWS)","4/27/2020 10:24:30 AM","2019","3432","0","3432","1867","0","843","0","0","565","156","1"
"IL0630070","Grundy","Burt Estates MHC (PWS)","4/24/2020 3:41:14 PM","2019","150","0","150","0","0","0","0","150","0","0","0"
"IL0894400","Kane","Willow Lake Estates MHP (PWS)","4/24/2020 3:40:37 PM","2019","630","0","630","0","0","0","0","630","0","0","0"
"IL1775235","Stephenson","Stephenson Mobile Estates (PWS)","4/24/2020 3:40:11 PM","2019","90","0","90","0","0","0","0","90","0","0","0"
"IL0311900","Cook","Oak Lane Mobile Home Park (PWS)","4/24/2020 3:39:45 PM","2019","217","0","217","0","0","0","0","217","0","0","0"
"IL1610350","Rock Island","Mississippi Manufactured Home Community (PWS)","4/24/2020 3:39:02 PM","2019","220","0","220","0","0","0","0","220","0","0","0"
"IL1135785","McLean","Meadows Of Bloomington MHP (PWS)","4/24/2020 3:37:06 PM","2019","241","0","241","0","0","0","0","241","0","0","0"
"IL1975225","Will","Imperial MHC (PWS)","4/24/2020 3:34:50 PM","2019","100","0","100","0","0","0","0","100","0","0","0"
"IL1610410","Rock Island","High Cliff Estates (PWS)","4/24/2020 3:34:20 PM","2019","224","0","224","0","0","0","0","224","0","0","0"
"IL0995365","LaSalle","Country Acres MHP (PWS)","4/24/2020 3:32:43 PM","2019","150","0","150","0","0","0","0","150","0","0","0"
"IL1910350","Wayne","Mount Erie (PWS)","4/24/2020 12:24:44 PM","2019","74","7","67","0","0","0","0","0","0","0","74"
"IL0970010","Lake","Beach MHP (PWS)","4/24/2020 11:33:52 AM","2019","208","0","208","0","0","0","0","208","0","0","0"
"IL1030400","Lee","Paw Paw (PWS)","4/24/2020 9:50:35 AM","2019","399","0","399","0","0","0","20","0","304","0","75"
"IL1415250","Ogle","Knolls Edge Subdivision (PWS)","4/24/2020 8:24:46 AM","2019","27","0","27","0","0","0","0","0","0","0","27"
"IL1330250","Monroe","Valmeyer (PWS)","4/23/2020 3:06:40 PM","2019","469","0","469","0","0","0","0","0","443","0","26"
"IL1210030","Marion","North East Marion County Water Company (PWS)","4/23/2020 1:04:04 PM","2019","1231","0","1231","0","227","158","29","0","405","0","412"
"IL0515500","Fayette","Vandalia Correctional Center (PWS)","4/23/2020 12:47:42 PM","2019","90","90","0","0","0","0","0","0","90","0","0"
"IL0312070","Cook","Northbrook (PWS)","4/23/2020 12:18:42 PM","2019","13020","2","13018","2190","0","621","0","0","9701","508","0"
"IL0270010","Clinton","Carlyle North Water Company, Inc. (PWS)","4/23/2020 12:08:31 PM","2019","851","1","850","0","0","0","0","0","500","0","351"
"IL1110950","McHenry","Woodstock (PWS)","4/23/2020 11:43:30 AM","2019","8706","0","8706","15","4746","0","87","0","3858","0","0"
"IL1490500","Pike","Nebo (PWS)","4/23/2020 9:47:19 AM","2019","148","0","148","0","0","0","15","50","0","40","43"
"IL1490800","Pike","Pleasant Hill (PWS)","4/23/2020 9:40:57 AM","2019","487","0","487","0","0","0","10","210","100","20","147"
"IL2030600","Woodford","Secor (PWS)","4/23/2020 9:38:24 AM","2019","174","0","174","0","9","5","5","0","0","0","155"
"IL2030550","Woodford","Roanoke (PWS)","4/23/2020 9:35:54 AM","2019","899","0","899","0","30","0","0","0","269","0","600"
"IL1350010","Montgomery","Henderson PWD (PWS)","4/23/2020 9:23:22 AM","2019","734","2","732","0","0","0","0","0","0","0","734"
"IL1730150","Shelby","Herrick (PWS)","4/23/2020 9:15:36 AM","2019","336","0","336","0","0","0","0","0","0","0","336"
"IL0510100","Fayette","Brownstown (PWS)","4/22/2020 2:00:31 PM","2019","348","0","348","0","0","0","0","0","325","0","23"
"IL0570250","Fulton","Canton (PWS)","4/22/2020 8:04:53 AM","2019","5539","4","5535","300","2000","0","350","500","1000","0","1389"
"IL0390300","DeWitt","Waynesville (PWS)","4/21/2020 4:01:55 PM","2019","200","0","200","0","144","0","0","0","22","0","34"
"IL1075150","Logan","Beason-Chestnut Pwd (PWS)","4/21/2020 3:59:03 PM","2019","198","0","198","0","155","0","0","22","0","0","21"
"IL1135385","McLean","Country Lane MHP (PWS)","4/21/2020 3:55:15 PM","2019","30","0","30","0","23","0","0","0","0","0","7"
"IL1115700","McHenry","Util Inc - Whispering Hills Water Company (PWS)","4/21/2020 1:54:05 PM","2019","2364","0","2364","0","0","0","0","0","2364","0","0"
"IL1115800","McHenry","Util Inc - Walk-Up Woods Water Company (PWS)","4/21/2020 1:53:26 PM","2019","221","0","221","0","0","0","0","0","221","0","0"
"IL0977300","Lake","Util Inc - Valentine Water Service (PWS)","4/21/2020 1:52:34 PM","2019","71","0","71","0","0","0","0","0","71","0","0"
"IL0895200","Kane","Util Inc - Lake Marian Water Corporation (PWS)","4/21/2020 1:51:56 PM","2019","291","0","291","0","0","0","0","0","291","0","0"
"IL1115400","McHenry","Util Inc - Killarney Water Company (PWS)","4/21/2020 1:51:27 PM","2019","355","0","355","0","0","0","0","0","355","0","0"
"IL1115350","McHenry","Util Inc - Holiday Hills (PWS)","4/21/2020 1:50:54 PM","2019","249","0","249","0","0","0","0","0","249","0","0"
"IL0895800","Kane","Util Inc - Ferson Creek Utilities Corp (PWS)","4/21/2020 1:49:50 PM","2019","381","0","381","0","0","0","0","0","381","0","0"
"IL0975620","Lake","Util Inc - Harbor Ridge Utilites, Inc. (PWS)","4/21/2020 1:48:12 PM","2019","302","0","302","0","0","0","0","0","302","0","0"
"IL0975370","Lake","Util Inc - Del-mar Water Company (PWS)","4/21/2020 1:47:33 PM","2019","84","0","84","0","0","0","0","0","84","0","0"
"IL0975350","Lake","Util Inc - Char-Mar Water Company (PWS)","4/21/2020 1:46:37 PM","2019","53","0","53","0","0","0","0","0","53","0","0"
"IL0670400","Hancock","Hamilton (PWS)","4/21/2020 11:07:00 AM","2019","1408","2","1406","31","475","866","14","0","0","12","10"
"IL0430800","DuPage","Villa Park (PWS)","4/21/2020 11:04:40 AM","2019","7132","0","7132","49","5835","0","13","0","1182","53","0"
"IL1115145","McHenry","Royal Oaks MHP (PWS)","4/20/2020 6:41:32 PM","2019","64","64","0","0","0","0","0","0","0","0","64"
"IL0435400","DuPage","Du Page Water Commission (PWS)","4/20/2020 1:45:32 PM","2019","79","79","0","0","0","0","0","0","0","79","0"
"IL0510010","Fayette","Fayette Water Company (PWS)","4/20/2020 1:18:54 PM","2019","2118","4","2114","0","0","3","3","1279","21","0","812"
"IL0430400","DuPage","Glendale Heights (PWS)","4/20/2020 12:42:36 PM","2019","8839","0","8839","0","0","7182","0","0","1647","10","0"
"IL0312460","Cook","Park Ridge (PWS)","4/20/2020 11:59:35 AM","2019","12546","0","12546","5000","0","546","4000","0","3000","0","0"
"IL1350200","Montgomery","Farmersville (PWS)","4/20/2020 9:16:43 AM","2019","367","0","367","0","0","0","6","44","227","0","90"
"IL1610170","Rock Island","Whispering Hills MHP (PWS)","4/19/2020 3:17:17 PM","2019","50","1","49","0","0","0","0","0","49","1","0"
"IL1610160","Rock Island","Clover Leaf Village MHP (PWS)","4/19/2020 3:15:41 PM","2019","294","1","293","0","0","0","0","0","293","1","0"
"IL1617635","Rock Island","Falcon Farms (PWS)","4/19/2020 3:09:08 PM","2019","216","1","215","0","0","0","0","0","215","1","0"
"IL0210300","Christian","Morrisonville (PWS)","4/19/2020 2:38:15 PM","2019","486","0","486","0","1","10","192","68","46","2","167"
"IL0530400","Ford","Sibley (PWS)","4/18/2020 1:21:50 PM","2019","170","0","170","0","0","5","0","160","5","0","0"
"IL0312850","Cook","Schiller Park (PWS)","4/17/2020 1:57:23 PM","2019","3010","0","3010","0","2850","0","0","0","160","0","0"
"IL1490650","Pike","Pearl (PWS)","4/17/2020 12:33:40 PM","2019","64","0","64","0","0","64","0","0","0","0","0"
"IL0830010","Jersey","New Piasa Chautauqua (PWS)","4/17/2020 12:32:56 PM","2019","134","0","134","0","0","134","0","0","0","0","0"
"IL0130250","Calhoun","Kampsville (PWS)","4/17/2020 12:30:33 PM","2019","246","0","246","0","0","0","0","0","246","0","0"
"IL0830150","Jersey","Fieldon (PWS)","4/17/2020 12:29:20 PM","2019","140","0","140","0","0","140","0","0","0","0","0"
"IL0130100","Calhoun","Brussels (PWS)","4/17/2020 12:28:39 PM","2019","98","0","98","0","0","98","0","0","0","0","0"
"IL0130050","Calhoun","Batchtown (PWS)","4/17/2020 12:27:40 PM","2019","160","0","160","0","0","0","0","0","0","0","160"
"IL0310140","Cook","South Palos Township Sanitary District (PWS)","4/17/2020 10:40:53 AM","2019","537","0","537","0","0","0","0","0","537","0","0"
"IL1130850","McLean","Mc Lean (PWS)","4/17/2020 10:35:19 AM","2019","366","0","366","0","11","0","0","0","350","0","5"
"IL1570150","Randolph","Coulterville (PWS)","4/17/2020 10:14:41 AM","2019","507","0","507","0","398","0","2","52","0","0","55"
"IL0570750","Fulton","Norris (PWS)","4/17/2020 5:15:40 AM","2019","116","112","4","0","0","0","0","0","0","0","116"
"IL0312220","Cook","Oak Lawn (PWS)","4/16/2020 3:53:18 PM","2019","17068","9","17059","2088","2457","7240","444","0","4827","9","3"
"IL0312310","Cook","Orland Park (PWS)","4/16/2020 3:52:31 PM","2019","23861","1","23860","0","603","0","0","0","23258","0","0"
"IL0935150","Kendall","Fox Lawn Homeowners Water Association (PWS)","4/16/2020 3:45:58 PM","2019","68","0","68","0","68","0","0","0","0","0","0"
"IL1150020","Macon","Boody Community Water Company (PWS)","4/16/2020 3:22:16 PM","2019","148","0","148","0","0","0","0","0","148","0","0"
"IL1150250","Macon","Macon (PWS)","4/16/2020 3:20:21 PM","2019","626","1","625","0","362","0","7","0","248","6","3"
"IL0770050","Jackson","Ava (PWS)","4/16/2020 1:27:57 PM","2019","534","0","534","0","34","0","0","0","100","0","400"
"IL0710400","Henderson","Stronghurst (PWS)","4/16/2020 1:15:16 PM","2019","396","0","396","2","33","0","0","0","350","0","11"
"IL1795750","Tazewell","Mayfair Subdivision (PWS)","4/16/2020 1:09:58 PM","2019","39","0","39","0","0","0","0","0","39","0","0"
"IL0570600","Fulton","Lewistown (PWS)","4/16/2020 12:59:04 PM","2019","1095","1","1094","30","205","30","30","500","100","0","200"
"IL1570550","Randolph","Ruma (PWS)","4/16/2020 11:21:37 AM","2019","142","2","140","0","0","0","0","0","139","1","2"
"IL0070100","Boone","Capron (PWS)","4/16/2020 11:08:55 AM","2019","461","0","461","18","36","8","15","0","342","0","42"
"IL0570040","Fulton","Wee-Ma-Tuk Water District (PWS)","4/16/2020 10:49:27 AM","2019","343","0","343","0","0","0","0","0","0","0","343"
"IL0970250","Lake","Grayslake (PWS)","4/16/2020 10:13:34 AM","2019","7090","0","7090","370","0","0","0","0","6720","0","0"
"IL0311710","Cook","Lyons (PWS)","4/16/2020 9:37:05 AM","2019","2697","0","2697","618","0","0","314","25","1740","0","0"
"IL1370010","Morgan","West Morgan Water Corporation (PWS)","4/16/2020 7:40:06 AM","2019","25","0","25","0","0","0","0","0","20","0","5"
"IL1370250","Morgan","Lynnville (PWS)","4/16/2020 7:39:01 AM","2019","59","1","58","0","0","21","0","0","26","0","12"
"IL1995247","Williamson","US Federal Penitentiary-Marion (PWS)","4/16/2020 7:33:42 AM","2019","1","1","0","0","1","0","0","0","0","0","0"
"IL1370400","Morgan","South Jacksonville (PWS)","4/16/2020 7:32:00 AM","2019","1523","3","1520","585","203","200","15","300","200","0","20"
"IL1790750","Tazewell","Washington (PWS)","4/15/2020 8:13:46 PM","2019","5668","0","5668","6","1700","2349","232","0","0","0","1381"
"IL1150350","Macon","Mount Zion (PWS)","4/15/2020 7:21:12 PM","2019","2061","0","2061","0","0","0","0","0","2049","0","12"
"IL1350450","Montgomery","Nokomis (PWS)","4/15/2020 5:59:33 PM","2019","1275","1","1274","45","124","25","25","0","750","1","305"
"IL1131000","McLean","Stanford (PWS)","4/15/2020 5:38:44 PM","2019","358","0","358","0","298","0","7","0","32","0","21"
"IL2034450","Woodford","Goodfield (PWS)","4/15/2020 5:36:13 PM","2019","417","1","416","0","0","0","0","318","92","0","7"
"IL2030100","Woodford","Congerville (PWS)","4/15/2020 5:33:00 PM","2019","214","0","214","0","0","0","0","0","165","0","49"
"IL0895400","Kane","Ogden Gardens Subdivision (PWS)","4/15/2020 4:37:07 PM","2019","121","0","121","0","0","0","35","0","35","0","51"
"IL1290200","Menard","Petersburg (PWS)","4/15/2020 4:36:51 PM","2019","1991","2","1989","0","1","0","0","262","1728","0","0"
"IL0935300","Kendall","Hide-A-Way Lakes","4/15/2020 4:34:10 PM","2019","600","0","600","0","0","0","0","0","0","0","600"
"IL0430450","DuPage","Glen Ellyn (PWS)","4/15/2020 4:28:57 PM","2019","8455","0","8455","87","4349","0","20","1186","2788","24","1"
"IL0570010","Fulton","South Fulton Water District (PWS)","4/15/2020 4:02:00 PM","2019","581","0","581","0","0","0","0","0","0","0","581"
"IL0270300","Clinton","Carlyle (PWS)","4/15/2020 3:54:45 PM","2019","1669","6","1663","12","1320","0","48","0","225","6","58"
"IL1970450","Will","Joliet (PWS)","4/15/2020 3:47:14 PM","2019","49726","7","49719","13638","1432","10272","2","0","24375","7","0"
"IL1978100","Will","Lockport Township Water System (PWS)","4/15/2020 3:44:39 PM","2019","866","0","866","0","0","0","0","866","0","0","0"
"IL0316000","Cook","Chicago (PWS)","4/15/2020 3:37:24 PM","2019","520612","1028","519584","389893","119468","0","19","3469","3701","4061","1"
"IL0570050","Fulton","Astoria (PWS)","4/15/2020 3:28:59 PM","2019","602","3","599","2","37","0","80","0","66","0","417"
"IL0970350","Lake","Gurnee (PWS)","4/15/2020 3:22:24 PM","2019","9941","1","9940","0","2086","0","0","0","7682","148","25"
"IL0570200","Fulton","Bryant (PWS)","4/15/2020 3:20:54 PM","2019","114","0","114","0","0","14","0","0","0","0","100"
"IL0314120","Cook","Bartlett (PWS)","4/15/2020 3:00:05 PM","2019","13647","2","13645","68","236","4798","3","0","8540","2","0"
