GEOID,NAME,total,total_hispanic,total_hispanic_perc,mexican,mexican_perc,PR,PR_perc,cuban,cuban_perc,hispanic_other,hispanic_other_perc,total_nothisp,total_nothisp_perc,white,white_perc,black,black_perc,native,native_perc,asian,asian_perc,PI,PI_perc
1600000US1743055,"Lewistown city, Illinois",2349,63,2.7,22,0.9,37,1.6,0,0,4,0.2,2286,97.3,2242,95.4,27,1.1,0,0,0,0,0,0
1600000US1743094,"Lexington city, Illinois",1890,13,0.7,10,0.5,3,0.2,0,0,0,0,1877,99.3,1851,97.9,12,0.6,5,0.3,0,0,0,0
1600000US1743133,"Liberty village, Illinois",412,0,0,0,0,0,0,0,0,0,0,412,100,399,96.8,13,3.2,0,0,0,0,0,0
1600000US1743250,"Libertyville village, Illinois",20480,965,4.7,573,2.8,203,1,6,0,183,0.9,19515,95.3,17821,87,154,0.8,23,0.1,1200,5.9,0,0
1600000US1743406,"Lily Lake village, Illinois",1091,42,3.8,21,1.9,19,1.7,0,0,2,0.2,1049,96.2,1002,91.8,32,2.9,0,0,6,0.5,0,0
1600000US1743445,"Lima village, Illinois",120,3,2.5,3,2.5,0,0,0,0,0,0,117,97.5,116,96.7,0,0,0,0,1,0.8,0,0
1600000US1743510,"Limestone village, Illinois",1576,39,2.5,14,0.9,9,0.6,7,0.4,9,0.6,1537,97.5,1523,96.6,6,0.4,0,0,2,0.1,0,0
1600000US1743536,"Lincoln city, Illinois",13738,295,2.1,211,1.5,45,0.3,21,0.2,18,0.1,13443,97.9,12337,89.8,396,2.9,21,0.2,186,1.4,0,0
1600000US1743666,"Lincolnshire village, Illinois",7469,223,3,167,2.2,33,0.4,8,0.1,15,0.2,7246,97,6223,83.3,77,1,4,0.1,808,10.8,0,0
1600000US1743744,"Lincolnwood village, Illinois",12539,964,7.7,439,3.5,173,1.4,31,0.2,321,2.6,11575,92.3,6807,54.3,322,2.6,18,0.1,3880,30.9,0,0
1600000US1743770,"Lindenhurst village, Illinois",14495,1239,8.5,763,5.3,285,2,46,0.3,145,1,13256,91.5,12237,84.4,226,1.6,0,0,560,3.9,0,0
1600000US1743900,"Lisbon village, Illinois",414,9,2.2,8,1.9,0,0,0,0,1,0.2,405,97.8,392,94.7,2,0.5,0,0,0,0,0,0
1600000US1743939,"Lisle village, Illinois",23435,1533,6.5,881,3.8,133,0.6,22,0.1,497,2.1,21902,93.5,16954,72.3,1047,4.5,16,0.1,3217,13.7,0,0
1600000US1743965,"Litchfield city, Illinois",7015,169,2.4,108,1.5,0,0,20,0.3,41,0.6,6846,97.6,6636,94.6,134,1.9,17,0.2,5,0.1,0,0
1600000US1744056,"Littleton village, Illinois",143,1,0.7,1,0.7,0,0,0,0,0,0,142,99.3,142,99.3,0,0,0,0,0,0,0,0
1600000US1744082,"Little York village, Illinois",305,3,1,3,1,0,0,0,0,0,0,302,99,302,99,0,0,0,0,0,0,0,0
1600000US1744121,"Liverpool village, Illinois",142,0,0,0,0,0,0,0,0,0,0,142,100,142,100,0,0,0,0,0,0,0,0
1600000US1744160,"Livingston village, Illinois",765,8,1,8,1,0,0,0,0,0,0,757,99,732,95.7,0,0,23,3,2,0.3,0,0
1600000US1744173,"Loami village, Illinois",1037,57,5.5,1,0.1,0,0,53,5.1,3,0.3,980,94.5,950,91.6,10,1,1,0.1,9,0.9,0,0
1600000US1744225,"Lockport city, Illinois",25226,2106,8.3,1597,6.3,285,1.1,84,0.3,140,0.6,23120,91.7,22010,87.3,465,1.8,46,0.2,420,1.7,0,0
1600000US1744264,"Loda village, Illinois",324,15,4.6,8,2.5,7,2.2,0,0,0,0,309,95.4,277,85.5,29,9,0,0,3,0.9,0,0
1600000US1744381,"Lomax village, Illinois",394,21,5.3,21,5.3,0,0,0,0,0,0,373,94.7,368,93.4,0,0,0,0,0,0,0,0
1600000US1744407,"Lombard village, Illinois",43904,4211,9.6,3055,7,423,1,60,0.1,673,1.5,39693,90.4,31517,71.8,2085,4.7,39,0.1,4987,11.4,0,0
1600000US1744446,"London Mills village, Illinois",374,0,0,0,0,0,0,0,0,0,0,374,100,374,100,0,0,0,0,0,0,0,0
1600000US1744498,"Long Creek village, Illinois",1548,11,0.7,11,0.7,0,0,0,0,0,0,1537,99.3,1475,95.3,0,0,3,0.2,11,0.7,0,0
1600000US1744524,"Long Grove village, Illinois",7978,429,5.4,273,3.4,4,0.1,5,0.1,147,1.8,7549,94.6,5751,72.1,174,2.2,0,0,1406,17.6,9,0.1
1600000US1744550,"Long Lake CDP, Illinois",3415,965,28.3,835,24.5,0,0,0,0,130,3.8,2450,71.7,2450,71.7,0,0,0,0,0,0,0,0
1600000US1744576,"Long Point village, Illinois",237,3,1.3,3,1.3,0,0,0,0,0,0,234,98.7,224,94.5,0,0,0,0,6,2.5,0,0
1600000US1744602,"Longview village, Illinois",130,5,3.8,0,0,0,0,0,0,5,3.8,125,96.2,124,95.4,0,0,0,0,0,0,0,0
1600000US1744719,"Loraine village, Illinois",331,13,3.9,6,1.8,1,0.3,0,0,6,1.8,318,96.1,316,95.5,0,0,0,0,0,0,0,0
1600000US1744823,"Lostant village, Illinois",472,16,3.4,11,2.3,1,0.2,0,0,4,0.8,456,96.6,450,95.3,0,0,0,0,0,0,0,0
1600000US1744836,"Lost Nation CDP, Illinois",651,18,2.8,18,2.8,0,0,0,0,0,0,633,97.2,633,97.2,0,0,0,0,0,0,0,0
1600000US1744927,"Louisville village, Illinois",1096,9,0.8,9,0.8,0,0,0,0,0,0,1087,99.2,1035,94.4,36,3.3,2,0.2,6,0.5,0,0
1600000US1745031,"Loves Park city, Illinois",24043,2029,8.4,1399,5.8,296,1.2,64,0.3,270,1.1,22014,91.6,19696,81.9,788,3.3,125,0.5,726,3,36,0.1
1600000US1745044,"Lovington village, Illinois",1117,16,1.4,16,1.4,0,0,0,0,0,0,1101,98.6,1053,94.3,21,1.9,11,1,0,0,0,0
1600000US1745174,"Ludlow village, Illinois",382,15,3.9,2,0.5,13,3.4,0,0,0,0,367,96.1,327,85.6,27,7.1,0,0,10,2.6,0,0
1600000US1745278,"Lyndon village, Illinois",638,16,2.5,16,2.5,0,0,0,0,0,0,622,97.5,607,95.1,0,0,0,0,1,0.2,0,0
1600000US1745369,"Lynnville village, Illinois",68,1,1.5,0,0,0,0,0,0,1,1.5,67,98.5,67,98.5,0,0,0,0,0,0,0,0
1600000US1745421,"Lynwood village, Illinois",9316,1080,11.6,1009,10.8,18,0.2,53,0.6,0,0,8236,88.4,1732,18.6,6320,67.8,0,0,21,0.2,0,0
1600000US1745434,"Lyons village, Illinois",10566,5328,50.4,4465,42.3,461,4.4,29,0.3,373,3.5,5238,49.6,4560,43.2,342,3.2,5,0,228,2.2,0,0
1600000US1745525,"McClure village, Illinois",348,0,0,0,0,0,0,0,0,0,0,348,100,348,100,0,0,0,0,0,0,0,0
1600000US1745564,"McCook village, Illinois",261,101,38.7,95,36.4,6,2.3,0,0,0,0,160,61.3,148,56.7,1,0.4,0,0,8,3.1,0,0
1600000US1745616,"McCullom Lake village, Illinois",1148,118,10.3,110,9.6,0,0,0,0,8,0.7,1030,89.7,905,78.8,2,0.2,0,0,27,2.4,0,0
1600000US1745642,"Macedonia village, Illinois",46,0,0,0,0,0,0,0,0,0,0,46,100,46,100,0,0,0,0,0,0,0,0
1600000US1745694,"McHenry city, Illinois",26740,4293,16.1,3669,13.7,171,0.6,38,0.1,415,1.6,22447,83.9,21756,81.4,82,0.3,51,0.2,374,1.4,0,0
1600000US1745726,"Machesney Park village, Illinois",22906,1382,6,1060,4.6,171,0.7,7,0,144,0.6,21524,94,20084,87.7,415,1.8,8,0,420,1.8,10,0
1600000US1745785,"Mackinaw village, Illinois",2023,32,1.6,15,0.7,14,0.7,0,0,3,0.1,1991,98.4,1960,96.9,19,0.9,12,0.6,0,0,0,0
1600000US1745811,"McLean village, Illinois",793,6,0.8,0,0,3,0.4,0,0,3,0.4,787,99.2,779,98.2,0,0,1,0.1,1,0.1,0,0
1600000US1745824,"McLeansboro city, Illinois",2663,76,2.9,76,2.9,0,0,0,0,0,0,2587,97.1,2559,96.1,28,1.1,0,0,0,0,0,0
1600000US1745850,"McNabb village, Illinois",283,15,5.3,15,5.3,0,0,0,0,0,0,268,94.7,259,91.5,0,0,0,0,9,3.2,0,0
1600000US1745889,"Macomb city, Illinois",18118,725,4,492,2.7,98,0.5,0,0,135,0.7,17393,96,15032,83,1348,7.4,50,0.3,438,2.4,0,0
1600000US1745941,"Macon city, Illinois",1152,0,0,0,0,0,0,0,0,0,0,1152,100,1091,94.7,7,0.6,0,0,0,0,0,0
1600000US1745993,"Madison city, Illinois",3714,77,2.1,33,0.9,0,0,0,0,44,1.2,3637,97.9,1667,44.9,1832,49.3,5,0.1,0,0,0,0
1600000US1746058,"Maeystown village, Illinois",104,1,1,1,1,0,0,0,0,0,0,103,99,103,99,0,0,0,0,0,0,0,0
1600000US1746110,"Magnolia village, Illinois",336,15,4.5,12,3.6,0,0,0,0,3,0.9,321,95.5,301,89.6,8,2.4,0,0,0,0,0,0
1600000US1746136,"Mahomet village, Illinois",8327,375,4.5,216,2.6,147,1.8,0,0,12,0.1,7952,95.5,7699,92.5,0,0,0,0,65,0.8,28,0.3
1600000US1746214,"Makanda village, Illinois",575,10,1.7,0,0,0,0,0,0,10,1.7,565,98.3,498,86.6,7,1.2,2,0.3,47,8.2,2,0.3
1600000US1746240,"Malden village, Illinois",275,9,3.3,9,3.3,0,0,0,0,0,0,266,96.7,266,96.7,0,0,0,0,0,0,0,0
1600000US1746279,"Malta village, Illinois",1080,85,7.9,45,4.2,35,3.2,0,0,5,0.5,995,92.1,959,88.8,10,0.9,0,0,5,0.5,0,0
1600000US1746331,"Manchester village, Illinois",259,0,0,0,0,0,0,0,0,0,0,259,100,254,98.1,0,0,0,0,0,0,0,0
1600000US1746357,"Manhattan village, Illinois",7813,322,4.1,314,4,0,0,0,0,8,0.1,7491,95.9,7454,95.4,0,0,0,0,37,0.5,0,0
1600000US1746383,"Manito village, Illinois",1513,21,1.4,5,0.3,0,0,0,0,16,1.1,1492,98.6,1443,95.4,39,2.6,0,0,0,0,0,0
1600000US1746422,"Manlius village, Illinois",347,20,5.8,20,5.8,0,0,0,0,0,0,327,94.2,325,93.7,0,0,0,0,0,0,0,0
1600000US1746487,"Mansfield village, Illinois",942,56,5.9,51,5.4,0,0,0,0,5,0.5,886,94.1,875,92.9,0,0,0,0,0,0,0,0
1600000US1746500,"Manteno village, Illinois",8652,422,4.9,337,3.9,35,0.4,11,0.1,39,0.5,8230,95.1,7845,90.7,113,1.3,0,0,143,1.7,0,0
1600000US1746604,"Maple Park village, Illinois",1482,67,4.5,60,4,7,0.5,0,0,0,0,1415,95.5,1342,90.6,0,0,7,0.5,13,0.9,0,0
1600000US1746643,"Mapleton village, Illinois",295,2,0.7,0,0,0,0,0,0,2,0.7,293,99.3,293,99.3,0,0,0,0,0,0,0,0
1600000US1746695,"Maquon village, Illinois",280,21,7.5,2,0.7,0,0,19,6.8,0,0,259,92.5,259,92.5,0,0,0,0,0,0,0,0
1600000US1746786,"Marengo city, Illinois",8175,1452,17.8,1357,16.6,0,0,0,0,95,1.2,6723,82.2,6467,79.1,132,1.6,0,0,1,0,0,0
1600000US1746825,"Marietta village, Illinois",101,1,1,0,0,0,0,0,0,1,1,100,99,73,72.3,26,25.7,0,0,0,0,0,0
1600000US1746864,"Marine village, Illinois",947,10,1.1,8,0.8,0,0,0,0,2,0.2,937,98.9,918,96.9,0,0,0,0,15,1.6,0,0
1600000US1746916,"Marion city, Illinois",17646,433,2.5,285,1.6,12,0.1,0,0,136,0.8,17213,97.5,15181,86,1174,6.7,6,0,128,0.7,0,0
1600000US1746955,"Marissa village, Illinois",1641,0,0,0,0,0,0,0,0,0,0,1641,100,1622,98.8,5,0.3,0,0,0,0,0,0
1600000US1746981,"Mark village, Illinois",544,87,16,87,16,0,0,0,0,0,0,457,84,457,84,0,0,0,0,0,0,0,0
1600000US1747007,"Markham city, Illinois",12600,1162,9.2,1155,9.2,7,0.1,0,0,0,0,11438,90.8,1110,8.8,10119,80.3,12,0.1,99,0.8,0,0
1600000US1747072,"Maroa city, Illinois",1674,2,0.1,0,0,0,0,0,0,2,0.1,1672,99.9,1450,86.6,11,0.7,0,0,13,0.8,0,0
1600000US1747111,"Marquette Heights city, Illinois",2553,141,5.5,141,5.5,0,0,0,0,0,0,2412,94.5,2384,93.4,12,0.5,0,0,0,0,2,0.1
1600000US1747150,"Marseilles city, Illinois",5088,223,4.4,204,4,5,0.1,14,0.3,0,0,4865,95.6,4781,94,14,0.3,24,0.5,0,0,0,0
1600000US1747163,"Marshall city, Illinois",3401,39,1.1,39,1.1,0,0,0,0,0,0,3362,98.9,3317,97.5,25,0.7,0,0,4,0.1,0,0
1600000US1747254,"Martinsville city, Illinois",1289,18,1.4,16,1.2,0,0,0,0,2,0.2,1271,98.6,1213,94.1,0,0,11,0.9,0,0,0,0
1600000US1747280,"Martinton village, Illinois",356,29,8.1,29,8.1,0,0,0,0,0,0,327,91.9,317,89,8,2.2,0,0,2,0.6,0,0
1600000US1747397,"Maryville village, Illinois",7955,259,3.3,124,1.6,58,0.7,29,0.4,48,0.6,7696,96.7,7022,88.3,308,3.9,0,0,191,2.4,0,0
1600000US1747423,"Mascoutah city, Illinois",8007,119,1.5,119,1.5,0,0,0,0,0,0,7888,98.5,7068,88.3,338,4.2,15,0.2,111,1.4,27,0.3
1600000US1747449,"Mason town, Illinois",302,0,0,0,0,0,0,0,0,0,0,302,100,295,97.7,0,0,0,0,0,0,0,0
1600000US1747475,"Mason City city, Illinois",2364,21,0.9,0,0,0,0,0,0,21,0.9,2343,99.1,2293,97,50,2.1,0,0,0,0,0,0
1600000US1747527,"Matherville village, Illinois",923,81,8.8,81,8.8,0,0,0,0,0,0,842,91.2,822,89.1,0,0,2,0.2,11,1.2,0,0
1600000US1747540,"Matteson village, Illinois",19336,537,2.8,206,1.1,295,1.5,0,0,36,0.2,18799,97.2,2397,12.4,15624,80.8,0,0,309,1.6,0,0
1600000US1747553,"Mattoon city, Illinois",17597,294,1.7,204,1.2,29,0.2,16,0.1,45,0.3,17303,98.3,16741,95.1,349,2,25,0.1,7,0,0,0
1600000US1747592,"Maunie village, Illinois",175,0,0,0,0,0,0,0,0,0,0,175,100,175,100,0,0,0,0,0,0,0,0
1600000US1747774,"Maywood village, Illinois",23810,6510,27.3,5369,22.5,342,1.4,99,0.4,700,2.9,17300,72.7,860,3.6,16076,67.5,12,0.1,149,0.6,0,0
1600000US1747787,"Mazon village, Illinois",1002,79,7.9,53,5.3,0,0,0,0,26,2.6,923,92.1,914,91.2,0,0,0,0,4,0.4,0,0
1600000US1748021,"Mechanicsburg village, Illinois",729,13,1.8,0,0,0,0,0,0,13,1.8,716,98.2,704,96.6,3,0.4,0,0,0,0,0,0
1600000US1748073,"Media village, Illinois",104,0,0,0,0,0,0,0,0,0,0,104,100,101,97.1,0,0,0,0,0,0,0,0
1600000US1748138,"Medora village, Illinois",410,0,0,0,0,0,0,0,0,0,0,410,100,407,99.3,0,0,0,0,0,0,3,0.7
1600000US1748242,"Melrose Park village, Illinois",25311,18777,74.2,15634,61.8,1359,5.4,243,1,1541,6.1,6534,25.8,4984,19.7,1352,5.3,0,0,175,0.7,0,0
1600000US1748268,"Melvin village, Illinois",516,32,6.2,29,5.6,3,0.6,0,0,0,0,484,93.8,467,90.5,0,0,1,0.2,7,1.4,0,0
1600000US1748307,"Mendon village, Illinois",915,0,0,0,0,0,0,0,0,0,0,915,100,913,99.8,2,0.2,0,0,0,0,0,0
1600000US1748333,"Mendota city, Illinois",7035,2113,30,1827,26,26,0.4,0,0,260,3.7,4922,70,4655,66.2,63,0.9,19,0.3,67,1,0,0
1600000US1748359,"Menominee village, Illinois",235,16,6.8,16,6.8,0,0,0,0,0,0,219,93.2,205,87.2,9,3.8,0,0,0,0,0,0
1600000US1748424,"Meredosia village, Illinois",829,0,0,0,0,0,0,0,0,0,0,829,100,827,99.8,0,0,0,0,0,0,0,0
1600000US1748554,"Merrionette Park village, Illinois",2163,341,15.8,253,11.7,50,2.3,0,0,38,1.8,1822,84.2,1610,74.4,185,8.6,0,0,0,0,0,0
1600000US1748606,"Metamora village, Illinois",3835,97,2.5,68,1.8,10,0.3,19,0.5,0,0,3738,97.5,3542,92.4,21,0.5,0,0,1,0,0,0
1600000US1748632,"Metcalf village, Illinois",180,13,7.2,13,7.2,0,0,0,0,0,0,167,92.8,167,92.8,0,0,0,0,0,0,0,0
1600000US1748645,"Metropolis city, Illinois",6184,187,3,160,2.6,3,0,0,0,24,0.4,5997,97,5351,86.5,441,7.1,0,0,20,0.3,0,0
1600000US1748671,"Mettawa village, Illinois",545,24,4.4,16,2.9,0,0,0,0,8,1.5,521,95.6,490,89.9,6,1.1,0,0,21,3.9,0,0
1600000US1748853,"Middletown village, Illinois",317,0,0,0,0,0,0,0,0,0,0,317,100,286,90.2,0,0,0,0,2,0.6,0,0
1600000US1748892,"Midlothian village, Illinois",14718,3666,24.9,3236,22,273,1.9,20,0.1,137,0.9,11052,75.1,9020,61.3,1222,8.3,0,0,380,2.6,0,0
1600000US1749009,"Milan village, Illinois",5084,284,5.6,226,4.4,18,0.4,0,0,40,0.8,4800,94.4,4314,84.9,351,6.9,0,0,48,0.9,14,0.3
1600000US1749048,"Milford village, Illinois",1320,107,8.1,107,8.1,0,0,0,0,0,0,1213,91.9,1192,90.3,6,0.5,3,0.2,0,0,0,0
1600000US1749100,"Millbrook village, Illinois",337,21,6.2,7,2.1,14,4.2,0,0,0,0,316,93.8,300,89,0,0,0,0,0,0,0,0
1600000US1749178,"Mill Creek village, Illinois",53,0,0,0,0,0,0,0,0,0,0,53,100,53,100,0,0,0,0,0,0,0,0
1600000US1749191,"Milledgeville village, Illinois",1072,66,6.2,50,4.7,15,1.4,0,0,1,0.1,1006,93.8,971,90.6,4,0.4,0,0,0,0,0,0
1600000US1749308,"Millington village, Illinois",651,34,5.2,34,5.2,0,0,0,0,0,0,617,94.8,617,94.8,0,0,0,0,0,0,0,0
1600000US1749347,"Mill Shoals village, Illinois",194,1,0.5,1,0.5,0,0,0,0,0,0,193,99.5,193,99.5,0,0,0,0,0,0,0,0
1600000US1749386,"Millstadt village, Illinois",3915,122,3.1,67,1.7,0,0,0,0,55,1.4,3793,96.9,3771,96.3,22,0.6,0,0,0,0,0,0
1600000US1749477,"Milton village, Illinois",232,1,0.4,1,0.4,0,0,0,0,0,0,231,99.6,230,99.1,0,0,1,0.4,0,0,0,0
1600000US1749516,"Mineral village, Illinois",231,0,0,0,0,0,0,0,0,0,0,231,100,221,95.7,2,0.9,0,0,0,0,3,1.3
1600000US1749555,"Minier village, Illinois",1200,30,2.5,23,1.9,0,0,0,0,7,0.6,1170,97.5,1156,96.3,2,0.2,8,0.7,0,0,0,0
1600000US1749568,"Minonk city, Illinois",2208,39,1.8,38,1.7,0,0,0,0,1,0,2169,98.2,2119,96,14,0.6,0,0,6,0.3,0,0
1600000US1749607,"Minooka village, Illinois",11291,2009,17.8,1880,16.7,62,0.5,0,0,67,0.6,9282,82.2,8900,78.8,172,1.5,0,0,89,0.8,17,0.2
1600000US1749698,"Mitchell CDP, Illinois",1219,75,6.2,75,6.2,0,0,0,0,0,0,1144,93.8,1132,92.9,0,0,0,0,0,0,0,0
1600000US1749802,"Modesto village, Illinois",212,2,0.9,2,0.9,0,0,0,0,0,0,210,99.1,210,99.1,0,0,0,0,0,0,0,0
1600000US1749854,"Mokena village, Illinois",20720,1020,4.9,963,4.6,0,0,13,0.1,44,0.2,19700,95.1,18818,90.8,233,1.1,0,0,416,2,0,0
1600000US1749867,"Moline city, Illinois",42364,7232,17.1,6527,15.4,388,0.9,8,0,309,0.7,35132,82.9,30582,72.2,2567,6.1,65,0.2,1108,2.6,3,0
1600000US1749893,"Momence city, Illinois",3146,520,16.5,430,13.7,90,2.9,0,0,0,0,2626,83.5,2234,71,227,7.2,0,0,7,0.2,0,0
1600000US1749945,"Monee village, Illinois",5124,500,9.8,435,8.5,48,0.9,0,0,17,0.3,4624,90.2,3368,65.7,1005,19.6,0,0,222,4.3,0,0
1600000US1750010,"Monmouth city, Illinois",9189,1542,16.8,1299,14.1,66,0.7,110,1.2,67,0.7,7647,83.2,6624,72.1,407,4.4,29,0.3,395,4.3,0,0
1600000US1750062,"Monroe Center village, Illinois",402,13,3.2,5,1.2,3,0.7,5,1.2,0,0,389,96.8,382,95,0,0,1,0.2,0,0,0,0
1600000US1750218,"Montgomery village, Illinois",19216,6583,34.3,5719,29.8,415,2.2,0,0,449,2.3,12633,65.7,10779,56.1,1009,5.3,35,0.2,449,2.3,18,0.1
1600000US1750244,"Monticello city, Illinois",5809,113,1.9,26,0.4,37,0.6,0,0,50,0.9,5696,98.1,5493,94.6,48,0.8,10,0.2,70,1.2,0,0
1600000US1750283,"Montrose village, Illinois",244,17,7,15,6.1,2,0.8,0,0,0,0,227,93,215,88.1,0,0,0,0,12,4.9,0,0
1600000US1750491,"Morris city, Illinois",13983,1253,9,1109,7.9,103,0.7,0,0,41,0.3,12730,91,12089,86.5,213,1.5,7,0.1,56,0.4,0,0
1600000US1750530,"Morrison city, Illinois",3872,77,2,50,1.3,0,0,11,0.3,16,0.4,3795,98,3719,96,24,0.6,0,0,15,0.4,0,0
1600000US1750543,"Morrisonville village, Illinois",1167,47,4,40,3.4,0,0,0,0,7,0.6,1120,96,1113,95.4,0,0,0,0,0,0,0,0
1600000US1750621,"Morton village, Illinois",16731,529,3.2,320,1.9,12,0.1,46,0.3,151,0.9,16202,96.8,15661,93.6,231,1.4,4,0,223,1.3,9,0.1
1600000US1750647,"Morton Grove village, Illinois",23256,1452,6.2,708,3,312,1.3,59,0.3,373,1.6,21804,93.8,13563,58.3,675,2.9,0,0,7068,30.4,0,0
1600000US1750751,"Mound City city, Illinois",653,38,5.8,28,4.3,0,0,0,0,10,1.5,615,94.2,260,39.8,346,53,0,0,4,0.6,0,0
1600000US1750777,"Mounds city, Illinois",926,23,2.5,14,1.5,9,1,0,0,0,0,903,97.5,179,19.3,704,76,7,0.8,10,1.1,0,0
1600000US1750790,"Mound Station village, Illinois",140,0,0,0,0,0,0,0,0,0,0,140,100,131,93.6,0,0,0,0,0,0,0,0
1600000US1750829,"Mount Auburn village, Illinois",562,0,0,0,0,0,0,0,0,0,0,562,100,547,97.3,5,0.9,0,0,0,0,0,0
1600000US1750868,"Mount Carmel city, Illinois",7040,205,2.9,181,2.6,0,0,0,0,24,0.3,6835,97.1,6542,92.9,93,1.3,13,0.2,77,1.1,0,0
1600000US1750881,"Mount Carroll city, Illinois",1587,48,3,35,2.2,8,0.5,0,0,5,0.3,1539,97,1531,96.5,2,0.1,0,0,0,0,0,0
1600000US1750920,"Mount Clare village, Illinois",266,2,0.8,2,0.8,0,0,0,0,0,0,264,99.2,262,98.5,0,0,0,0,0,0,0,0
1600000US1750933,"Mount Erie village, Illinois",74,8,10.8,0,0,0,0,0,0,8,10.8,66,89.2,66,89.2,0,0,0,0,0,0,0,0
1600000US1750998,"Mount Morris village, Illinois",2841,82,2.9,43,1.5,0,0,0,0,39,1.4,2759,97.1,2708,95.3,0,0,0,0,0,0,0,0
1600000US1751024,"Mount Olive city, Illinois",1996,0,0,0,0,0,0,0,0,0,0,1996,100,1967,98.5,10,0.5,0,0,19,1,0,0
1600000US1751089,"Mount Prospect village, Illinois",55127,9532,17.3,7503,13.6,959,1.7,163,0.3,907,1.6,45595,82.7,36235,65.7,1421,2.6,145,0.3,6767,12.3,0,0
1600000US1751128,"Mount Pulaski city, Illinois",1582,7,0.4,3,0.2,0,0,0,0,4,0.3,1575,99.6,1524,96.3,0,0,0,0,0,0,0,0
1600000US1751154,"Mount Sterling city, Illinois",2227,65,2.9,57,2.6,0,0,0,0,8,0.4,2162,97.1,2062,92.6,37,1.7,0,0,37,1.7,0,0
1600000US1751180,"Mount Vernon city, Illinois",14804,487,3.3,201,1.4,234,1.6,0,0,52,0.4,14317,96.7,11297,76.3,2241,15.1,16,0.1,330,2.2,0,0
1600000US1751206,"Mount Zion village, Illinois",5973,91,1.5,0,0,0,0,39,0.7,52,0.9,5882,98.5,5139,86,228,3.8,24,0.4,53,0.9,0,0
1600000US1751232,"Moweaqua village, Illinois",1893,19,1,17,0.9,0,0,2,0.1,0,0,1874,99,1823,96.3,17,0.9,0,0,3,0.2,0,0
1600000US1751271,"Muddy village, Illinois",48,14,29.2,0,0,14,29.2,0,0,0,0,34,70.8,34,70.8,0,0,0,0,0,0,0,0
1600000US1751284,"Mulberry Grove village, Illinois",592,0,0,0,0,0,0,0,0,0,0,592,100,576,97.3,13,2.2,3,0.5,0,0,0,0
1600000US1751310,"Mulkeytown CDP, Illinois",181,0,0,0,0,0,0,0,0,0,0,181,100,181,100,0,0,0,0,0,0,0,0
1600000US1751336,"Muncie village, Illinois",174,0,0,0,0,0,0,0,0,0,0,174,100,174,100,0,0,0,0,0,0,0,0
1600000US1751349,"Mundelein village, Illinois",31683,10013,31.6,8836,27.9,367,1.2,42,0.1,768,2.4,21670,68.4,16762,52.9,567,1.8,92,0.3,3521,11.1,35,0.1
1600000US1751453,"Murphysboro city, Illinois",7951,236,3,152,1.9,14,0.2,0,0,70,0.9,7715,97,6362,80,1106,13.9,0,0,0,0,0,0
1600000US1751479,"Murrayville village, Illinois",526,3,0.6,3,0.6,0,0,0,0,0,0,523,99.4,523,99.4,0,0,0,0,0,0,0,0
1600000US1751622,"Naperville city, Illinois",147411,8373,5.7,5308,3.6,726,0.5,255,0.2,2084,1.4,139038,94.3,99874,67.8,7688,5.2,138,0.1,27107,18.4,11,0
1600000US1751648,"Naplate village, Illinois",462,18,3.9,18,3.9,0,0,0,0,0,0,444,96.1,428,92.6,0,0,0,0,0,0,0,0
1600000US1751661,"Naples town, Illinois",78,2,2.6,2,2.6,0,0,0,0,0,0,76,97.4,64,82.1,0,0,0,0,0,0,0,0
1600000US1751700,"Nashville city, Illinois",3093,46,1.5,0,0,46,1.5,0,0,0,0,3047,98.5,3024,97.8,23,0.7,0,0,0,0,0,0
1600000US1751726,"Nason city, Illinois",236,1,0.4,1,0.4,0,0,0,0,0,0,235,99.6,233,98.7,0,0,0,0,0,0,0,0
1600000US1751791,"Nauvoo city, Illinois",1146,15,1.3,15,1.3,0,0,0,0,0,0,1131,98.7,1098,95.8,10,0.9,0,0,6,0.5,0,0
1600000US1751882,"Nebo village, Illinois",301,1,0.3,1,0.3,0,0,0,0,0,0,300,99.7,289,96,0,0,0,0,4,1.3,0,0
1600000US1751947,"Nelson village, Illinois",137,2,1.5,0,0,0,0,1,0.7,1,0.7,135,98.5,133,97.1,0,0,0,0,0,0,0,0
1600000US1751986,"Neoga city, Illinois",1817,69,3.8,65,3.6,4,0.2,0,0,0,0,1748,96.2,1685,92.7,0,0,4,0.2,5,0.3,0,0
1600000US1751999,"Neponset village, Illinois",539,19,3.5,19,3.5,0,0,0,0,0,0,520,96.5,510,94.6,4,0.7,3,0.6,3,0.6,0,0
1600000US1752103,"Newark village, Illinois",1219,55,4.5,43,3.5,12,1,0,0,0,0,1164,95.5,1157,94.9,3,0.2,0,0,0,0,0,0
1600000US1752116,"New Athens village, Illinois",2239,20,0.9,20,0.9,0,0,0,0,0,0,2219,99.1,2180,97.4,19,0.8,5,0.2,4,0.2,0,0
1600000US1752142,"New Baden village, Illinois",3258,88,2.7,55,1.7,0,0,0,0,33,1,3170,97.3,2973,91.3,197,6,0,0,0,0,0,0
1600000US1752155,"New Bedford village, Illinois",67,2,3,2,3,0,0,0,0,0,0,65,97,62,92.5,0,0,0,0,3,4.5,0,0
