GEO_ID,NAME,DP05_0033E,DP05_0034E,DP05_0034PE,DP05_0035E,DP05_0035PE,DP05_0037E,DP05_0037PE,DP05_0038E,DP05_0038PE,DP05_0039E,DP05_0039PE,DP05_0044E,DP05_0044PE,DP05_0045E,DP05_0045PE,DP05_0046E,DP05_0046PE,DP05_0047E,DP05_0047PE,DP05_0048E,DP05_0048PE,DP05_0049E,DP05_0049PE,DP05_0050E,DP05_0050PE,DP05_0051E,DP05_0051PE,DP05_0052E,DP05_0052PE,DP05_0053E,DP05_0053PE,DP05_0054E,DP05_0054PE,DP05_0055E,DP05_0055PE,DP05_0056E,DP05_0056PE,DP05_0057E,DP05_0057PE,DP05_0059E,DP05_0059PE,DP05_0060E,DP05_0060PE,DP05_0061E,DP05_0061PE,DP05_0061PM,DP05_0062E,DP05_0062PE,DP05_0063E,DP05_0063PE,DP05_0064E,DP05_0064PE,DP05_0065E,DP05_0065PE,DP05_0066E,DP05_0066PE,DP05_0067E,DP05_0067PE,DP05_0068E,DP05_0068PE,DP05_0069E,DP05_0069PE,DP05_0070E,DP05_0070PE,DP05_0071E,DP05_0071PE,DP05_0072E,DP05_0072PE,DP05_0073E,DP05_0073PE,DP05_0074E,DP05_0074PE,DP05_0075E,DP05_0075PE,DP05_0076E,DP05_0076PE,DP05_0077E,DP05_0077PE,DP05_0078E,DP05_0078PE,DP05_0079E,DP05_0079PE,DP05_0080E,DP05_0080PE,DP05_0081E,DP05_0081PE,DP05_0082E,DP05_0082PE,DP05_0083E,DP05_0083PE,DP05_0084E,DP05_0084PE,DP05_0085E,DP05_0085PE,DP05_0086E
1600000US1714065,"Chicago Ridge village, Illinois",14254,14052,98.6,202,1.4,11573,81.2,1693,11.9,0,0,452,3.2,101,0.7,4,0,150,1.1,0,0,61,0.4,93,0.7,43,0.3,7,0,0,0,7,0,0,0,0,0,327,2.3,0,0,0,0,112,0.8,0.7,0,0,14254,14254,11775,82.6,1693,11.9,0,0,564,4,85,0.6,339,2.4,14254,14254,1326,9.3,1102,7.7,85,0.6,19,0.1,120,0.8,12928,90.7,10644,74.7,1693,11.9,0,0,452,3.2,0,0,0,0,139,1,0,0,139,1,5560
1600000US1714117,"Chillicothe city, Illinois",6135,6135,100,0,0,5997,97.8,7,0.1,0,0,131,2.1,0,0,0,0,0,0,0,0,0,0,113,1.8,18,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,6135,6135,5997,97.8,7,0.1,0,0,131,2.1,0,0,0,0,6135,6135,289,4.7,256,4.2,0,0,0,0,33,0.5,5846,95.3,5708,93,7,0.1,0,0,131,2.1,0,0,0,0,0,0,0,0,0,0,2861
1600000US1714273,"Chrisman city, Illinois",1306,1306,100,0,0,1297,99.3,5,0.4,0,0,4,0.3,0,0,0,0,0,0,0,0,4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,1306,1306,1297,99.3,5,0.4,0,0,4,0.3,0,0,0,0,1306,1306,0,0,0,0,0,0,0,0,0,0,1306,100,1297,99.3,5,0.4,0,0,4,0.3,0,0,0,0,0,0,0,0,0,0,616
1600000US1714286,"Christopher city, Illinois",2725,2713,99.6,12,0.4,2682,98.4,15,0.6,0,0,16,0.6,11,0.4,0,0,0,0,0,0,5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.3,3,0.1,0.2,0,0,2725,2725,2694,98.9,15,0.6,9,0.3,19,0.7,0,0,0,0,2725,2725,36,1.3,28,1,8,0.3,0,0,0,0,2689,98.7,2646,97.1,15,0.6,0,0,16,0.6,0,0,0,0,12,0.4,0,0,12,0.4,1366
1600000US1714351,"Cicero town, Illinois",83147,82078,98.7,1069,1.3,31128,37.4,3104,3.7,419,0.5,498,0.6,58,0.1,0,0,274,0.3,0,0,0,0,100,0.1,66,0.1,13,0,0,0,6,0,0,0,7,0,46916,56.4,32,0,56,0.1,23,0,0.1,14,0,83147,83147,31994,38.5,3201,3.8,613,0.7,583,0.7,43,0.1,47835,57.5,83147,83147,74180,89.2,67436,81.1,3415,4.1,241,0.3,3088,3.7,8967,10.8,5667,6.8,2548,3.1,65,0.1,463,0.6,0,0,150,0.2,74,0.1,0,0,74,0.1,24582
1600000US1714442,"Cisco village, Illinois",246,232,94.3,14,5.7,231,93.9,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4.9,0,0,10.6,0,0,246,246,245,99.6,3,1.2,14,5.7,0,0,0,0,0,0,246,246,0,0,0,0,0,0,0,0,0,0,246,100,231,93.9,1,0.4,0,0,0,0,0,0,0,0,14,5.7,0,0,14,5.7,115
1600000US1714455,"Cisne village, Illinois",598,585,97.8,13,2.2,573,95.8,2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.7,6,1,7,1.2,0,0,4.5,0,0,598,598,586,98,8,1.3,7,1.2,0,0,0,0,10,1.7,598,598,14,2.3,4,0.7,10,1.7,0,0,0,0,584,97.7,569,95.2,2,0.3,0,0,0,0,0,0,0,0,13,2.2,0,0,13,2.2,308
1600000US1714468,"Cissna Park village, Illinois",778,778,100,0,0,778,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,778,778,778,100,0,0,0,0,0,0,0,0,0,0,778,778,8,1,8,1,0,0,0,0,0,0,770,99,770,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420
1600000US1714533,"Claremont village, Illinois",230,230,100,0,0,218,94.8,0,0,7,3,5,2.2,0,0,0,0,0,0,5,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,0,0,230,230,218,94.8,0,0,7,3,5,2.2,0,0,0,0,230,230,7,3,7,3,0,0,0,0,0,0,223,97,218,94.8,0,0,0,0,5,2.2,0,0,0,0,0,0,0,0,0,0,91
1600000US1714572,"Clarendon Hills village, Illinois",8711,8541,98,170,2,7734,88.8,49,0.6,79,0.9,590,6.8,276,3.2,135,1.5,33,0.4,32,0.4,13,0.1,0,0,101,1.2,0,0,0,0,0,0,0,0,0,0,89,1,0,0,0,0,116,1.3,1.2,0,0,8711,8711,7864,90.3,49,0.6,104,1.2,735,8.4,29,0.3,114,1.3,8711,8711,878,10.1,626,7.2,25,0.3,0,0,227,2.6,7833,89.9,7061,81.1,25,0.3,12,0.1,590,6.8,0,0,0,0,145,1.7,0,0,145,1.7,3377
1600000US1714715,"Clay City village, Illinois",849,849,100,0,0,849,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,849,849,849,100,0,0,0,0,0,0,0,0,0,0,849,849,0,0,0,0,0,0,0,0,0,0,849,100,849,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457
1600000US1714767,"Clayton village, Illinois",634,634,100,0,0,622,98.1,0,0,10,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.3,0,0,0,0,0,0,4.2,0,0,634,634,622,98.1,0,0,10,1.6,0,0,0,0,2,0.3,634,634,0,0,0,0,0,0,0,0,0,0,634,100,622,98.1,0,0,10,1.6,0,0,0,0,2,0.3,0,0,0,0,0,0,365
1600000US1714845,"Clear Lake village, Illinois",191,187,97.9,4,2.1,187,97.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5,1,0,0,191,191,191,100,2,1,1,0.5,3,1.6,0,0,0,0,191,191,8,4.2,0,0,0,0,0,0,8,4.2,183,95.8,179,93.7,0,0,0,0,0,0,0,0,0,0,4,2.1,0,0,4,2.1,103
1600000US1714923,"Cleveland village, Illinois",287,285,99.3,2,0.7,283,98.6,2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,0,0,9.1,0,0,287,287,285,99.3,4,1.4,0,0,0,0,0,0,0,0,287,287,6,2.1,6,2.1,0,0,0,0,0,0,281,97.9,279,97.2,2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
1600000US1714936,"Clifton village, Illinois",1373,1340,97.6,33,2.4,1327,96.6,0,0,0,0,13,0.9,0,0,8,0.6,2,0.1,0,0,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.3,15,1.1,0,0,2,0,0,1373,1373,1360,99.1,18,1.3,15,1.1,13,0.9,0,0,0,0,1373,1373,17,1.2,17,1.2,0,0,0,0,0,0,1356,98.8,1310,95.4,0,0,0,0,13,0.9,0,0,0,0,33,2.4,0,0,33,2.4,556
1600000US1715001,"Clinton city, Illinois",7126,7033,98.7,93,1.3,6767,95,76,1.1,0,0,4,0.1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,2.6,13,0.2,80,1.1,0,0,0.4,0,0,7126,7126,6860,96.3,89,1.2,80,1.1,4,0.1,0,0,186,2.6,7126,7126,279,3.9,261,3.7,0,0,0,0,18,0.3,6847,96.1,6674,93.7,76,1.1,0,0,4,0.1,0,0,0,0,93,1.3,0,0,93,1.3,3389
1600000US1715170,"Coal City village, Illinois",5427,5320,98,107,2,5207,95.9,58,1.1,8,0.1,47,0.9,0,0,14,0.3,33,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1.2,6,0.1,37,0.7,1,0,0,5427,5427,5314,97.9,122,2.2,14,0.3,84,1.5,0,0,0,0,5427,5427,227,4.2,144,2.7,53,1,0,0,30,0.6,5200,95.8,4980,91.8,58,1.1,8,0.1,47,0.9,0,0,0,0,107,2,0,0,107,2,2350
1600000US1715209,"Coalton village, Illinois",334,329,98.5,5,1.5,329,98.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.5,0,0,7.9,0,0,334,334,334,100,0,0,5,1.5,0,0,0,0,0,0,334,334,0,0,0,0,0,0,0,0,0,0,334,100,329,98.5,0,0,0,0,0,0,0,0,0,0,5,1.5,0,0,5,1.5,173
1600000US1715235,"Coal Valley village, Illinois",3635,3544,97.5,91,2.5,3501,96.3,21,0.6,10,0.3,12,0.3,12,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.3,0,0,0,0,0.8,0,0,3635,3635,3582,98.5,59,1.6,36,1,12,0.3,10,0.3,53,1.5,3635,3635,181,5,63,1.7,0,0,0,0,118,3.2,3454,95,3430,94.4,0,0,0,0,12,0.3,0,0,0,0,12,0.3,0,0,12,0.3,1724
1600000US1715261,"Coatsburg village, Illinois",186,186,100,0,0,186,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,0,0,186,186,186,100,0,0,0,0,0,0,0,0,0,0,186,186,0,0,0,0,0,0,0,0,0,0,186,100,186,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
1600000US1715300,"Cobden village, Illinois",1161,1108,95.4,53,4.6,1022,88,0,0,8,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,6.7,18,1.6,4,0.3,0,0,2.3,0,0,1161,1161,1071,92.2,39,3.4,25,2.2,0,0,0,0,96,8.3,1161,1161,337,29,268,23.1,26,2.2,0,0,43,3.7,824,71,789,68,0,0,0,0,0,0,0,0,0,0,35,3,0,0,35,3,463
1600000US1715352,"Coffeen city, Illinois",622,619,99.5,3,0.5,608,97.7,0,0,11,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0,0,4.3,0,0,622,622,611,98.2,0,0,14,2.3,0,0,0,0,0,0,622,622,0,0,0,0,0,0,0,0,0,0,622,100,608,97.7,0,0,11,1.8,0,0,0,0,0,0,3,0.5,0,0,3,0.5,330
1600000US1715378,"Colchester city, Illinois",1481,1479,99.9,2,0.1,1479,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1,0,0,1.8,0,0,1481,1481,1481,100,0,0,2,0.1,0,0,0,0,0,0,1481,1481,0,0,0,0,0,0,0,0,0,0,1481,100,1479,99.9,0,0,0,0,0,0,0,0,0,0,2,0.1,0,0,2,0.1,739
1600000US1715469,"Coleta village, Illinois",212,209,98.6,3,1.4,209,98.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4,0,0,0,0,12.1,0,0,212,212,212,100,3,1.4,0,0,0,0,0,0,0,0,212,212,2,0.9,2,0.9,0,0,0,0,0,0,210,99.1,207,97.6,0,0,0,0,0,0,0,0,0,0,3,1.4,0,0,3,1.4,80
1600000US1715495,"Colfax village, Illinois",1135,1109,97.7,26,2.3,1084,95.5,3,0.3,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.7,7,0.6,19,1.7,0,0,2.4,0,0,1135,1135,1110,97.8,10,0.9,22,1.9,0,0,0,0,19,1.7,1135,1135,38,3.3,0,0,19,1.7,0,0,19,1.7,1097,96.7,1065,93.8,3,0.3,3,0.3,0,0,0,0,0,0,26,2.3,0,0,26,2.3,435
1600000US1715599,"Collinsville city, Illinois",24756,24313,98.2,443,1.8,20396,82.4,3039,12.3,29,0.1,296,1.2,0,0,13,0.1,68,0.3,0,0,38,0.2,0,0,177,0.7,0,0,0,0,0,0,0,0,0,0,553,2.2,170,0.7,65,0.3,82,0.3,0.3,0,0,24756,24756,20797,84,3293,13.3,94,0.4,461,1.9,29,0.1,593,2.4,24756,24756,981,4,800,3.2,104,0.4,0,0,77,0.3,23775,96,20031,80.9,3029,12.2,29,0.1,296,1.2,0,0,0,0,390,1.6,0,0,390,1.6,11481
1600000US1715664,"Colona city, Illinois",4954,4658,94,296,6,4631,93.5,13,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.3,234,4.7,29,0.6,0,0,0.6,0,0,4954,4954,4927,99.5,280,5.7,29,0.6,33,0.7,0,0,14,0.3,4954,4954,641,12.9,579,11.7,18,0.4,44,0.9,0,0,4313,87.1,4191,84.6,13,0.3,0,0,0,0,0,0,0,0,109,2.2,0,0,109,2.2,2174
1600000US1715807,"Colp village, Illinois",318,290,91.2,28,8.8,166,52.2,124,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8.8,0,0,0,0,8.3,0,0,318,318,194,61,152,47.8,0,0,0,0,0,0,0,0,318,318,34,10.7,34,10.7,0,0,0,0,0,0,284,89.3,132,41.5,124,39,0,0,0,0,0,0,0,0,28,8.8,0,0,28,8.8,153
1600000US1715833,"Columbia city, Illinois",10503,10461,99.6,42,0.4,10229,97.4,22,0.2,17,0.2,148,1.4,0,0,110,1,8,0.1,0,0,19,0.2,0,0,11,0.1,0,0,0,0,0,0,0,0,0,0,45,0.4,12,0.1,30,0.3,0,0,0.3,0,0,10503,10503,10271,97.8,34,0.3,47,0.4,148,1.4,0,0,45,0.4,10503,10503,191,1.8,152,1.4,17,0.2,9,0.1,13,0.1,10312,98.2,10051,95.7,22,0.2,17,0.2,148,1.4,0,0,32,0.3,42,0.4,0,0,42,0.4,4283
1600000US1715846,"Columbus village, Illinois",47,47,100,0,0,47,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.8,0,0,47,47,47,100,0,0,0,0,0,0,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,47,100,47,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
1600000US1715950,"Como CDP, Illinois",607,607,100,0,0,607,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,607,607,607,100,0,0,0,0,0,0,0,0,0,0,607,607,35,5.8,35,5.8,0,0,0,0,0,0,572,94.2,572,94.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
1600000US1715989,"Compton village, Illinois",299,293,98,6,2,274,91.6,9,3,9,3,1,0.3,0,0,0,0,0,0,0,0,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,8.8,0,0,299,299,280,93.6,9,3,15,5,4,1.3,0,0,0,0,299,299,10,3.3,10,3.3,0,0,0,0,0,0,289,96.7,264,88.3,9,3,9,3,1,0.3,0,0,0,0,6,2,0,0,6,2,133
1600000US1716054,"Concord village, Illinois",183,183,100,0,0,181,98.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.1,0,0,0,0,0,0,13.9,0,0,183,183,181,98.9,0,0,0,0,0,0,0,0,2,1.1,183,183,2,1.1,2,1.1,0,0,0,0,0,0,181,98.9,181,98.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
1600000US1716119,"Congerville village, Illinois",575,557,96.9,18,3.1,544,94.6,0,0,4,0.7,8,1.4,0,0,0,0,0,0,0,0,8,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,7,1.2,6,1,0,0,4.7,0,0,575,575,562,97.7,7,1.2,10,1.7,8,1.4,0,0,6,1,575,575,17,3,7,1.2,0,0,4,0.7,6,1,558,97,537,93.4,0,0,0,0,8,1.4,0,0,0,0,13,2.3,0,0,13,2.3,226
1600000US1716210,"Cooksville village, Illinois",169,169,100,0,0,169,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,169,169,169,100,0,0,0,0,0,0,0,0,0,0,169,169,1,0.6,0,0,0,0,0,0,1,0.6,168,99.4,168,99.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
1600000US1716366,"Cordova village, Illinois",705,703,99.7,2,0.3,687,97.4,12,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.6,0,0,0,0,0,0,3.8,0,0,705,705,689,97.7,12,1.7,0,0,0,0,0,0,6,0.9,705,705,6,0.9,6,0.9,0,0,0,0,0,0,699,99.1,687,97.4,12,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322
1600000US1716405,"Cornell village, Illinois",444,417,93.9,27,6.1,417,93.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5.4,3,0.7,0,0,6,0,0,444,444,444,100,24,5.4,3,0.7,0,0,0,0,0,0,444,444,6,1.4,6,1.4,0,0,0,0,0,0,438,98.6,411,92.6,0,0,0,0,0,0,0,0,0,0,27,6.1,0,0,27,6.1,211
1600000US1716431,"Cornland CDP, Illinois",61,61,100,0,0,61,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.4,0,0,61,61,61,100,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,61,100,61,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
1600000US1716470,"Cortland town, Illinois",4087,4056,99.2,31,0.8,3626,88.7,325,8,0,0,79,1.9,37,0.9,0,0,25,0.6,0,0,17,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.6,20,0.5,0,0,11,0.3,0.5,0,0,4087,4087,3657,89.5,345,8.4,0,0,90,2.2,0,0,26,0.6,4087,4087,513,12.6,354,8.7,17,0.4,0,0,142,3.5,3574,87.4,3159,77.3,325,8,0,0,79,1.9,0,0,0,0,11,0.3,0,0,11,0.3,1470
1600000US1716613,"Coulterville village, Illinois",943,911,96.6,32,3.4,863,91.5,33,3.5,12,1.3,3,0.3,0,0,0,0,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3.4,0,0,0,0,2.9,0,0,943,943,895,94.9,65,6.9,12,1.3,3,0.3,0,0,0,0,943,943,3,0.3,0,0,2,0.2,0,0,1,0.1,940,99.7,860,91.2,33,3.5,12,1.3,3,0.3,0,0,0,0,32,3.4,0,0,32,3.4,487
1600000US1716691,"Country Club Hills city, Illinois",16801,16666,99.2,135,0.8,1694,10.1,14459,86.1,0,0,386,2.3,116,0.7,0,0,270,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0.8,50,0.3,0,0,0,0,0.2,0,0,16801,16801,1779,10.6,14576,86.8,17,0.1,424,2.5,0,0,157,0.9,16801,16801,1046,6.2,1025,6.1,21,0.1,0,0,0,0,15755,93.8,849,5.1,14403,85.7,0,0,386,2.3,0,0,0,0,117,0.7,12,0.1,105,0.6,6525
1600000US1716873,"Countryside city, Illinois",5997,5787,96.5,210,3.5,5327,88.8,155,2.6,0,0,69,1.2,0,0,25,0.4,29,0.5,0,0,0,0,0,0,15,0.3,0,0,0,0,0,0,0,0,0,0,236,3.9,139,2.3,0,0,61,1,0.9,0,0,5997,5997,5537,92.3,294,4.9,0,0,130,2.2,0,0,246,4.1,5997,5997,1437,24,1139,19,229,3.8,0,0,69,1.2,4560,76,4166,69.5,155,2.6,0,0,69,1.2,0,0,0,0,170,2.8,0,0,170,2.8,2636
1600000US1717055,"Cowden village, Illinois",514,501,97.5,13,2.5,495,96.3,2,0.4,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0,2,0.4,4,0.8,9,1.8,0,0,5.2,0,0,514,514,508,98.8,6,1.2,9,1.8,2,0.4,0,0,2,0.4,514,514,14,2.7,11,2.1,3,0.6,0,0,0,0,500,97.3,484,94.2,1,0.2,0,0,2,0.4,0,0,0,0,13,2.5,0,0,13,2.5,259
1600000US1717077,"Coyne Center CDP, Illinois",922,899,97.5,23,2.5,899,97.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2.5,0,0,0,0,2.9,0,0,922,922,922,100,23,2.5,0,0,0,0,0,0,0,0,922,922,12,1.3,12,1.3,0,0,0,0,0,0,910,98.7,887,96.2,0,0,0,0,0,0,0,0,0,0,23,2.5,0,0,23,2.5,342
1600000US1717094,"Crab Orchard CDP, Illinois",232,229,98.7,3,1.3,229,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.3,0,0,11.2,0,0,232,232,232,100,0,0,3,1.3,0,0,0,0,0,0,232,232,0,0,0,0,0,0,0,0,0,0,232,100,229,98.7,0,0,0,0,0,0,0,0,0,0,3,1.3,0,0,3,1.3,113
1600000US1717185,"Crainville village, Illinois",1499,1444,96.3,55,3.7,1343,89.6,72,4.8,0,0,18,1.2,0,0,7,0.5,0,0,6,0.4,0,0,0,0,5,0.3,0,0,0,0,0,0,0,0,0,0,11,0.7,18,1.2,0,0,0,0,1.8,0,0,1499,1499,1383,92.3,90,6,0,0,18,1.2,15,1,48,3.2,1499,1499,50,3.3,35,2.3,0,0,0,0,15,1,1449,96.7,1338,89.3,72,4.8,0,0,18,1.2,0,0,3,0.2,18,1.2,0,0,18,1.2,658
1600000US1717289,"Creal Springs city, Illinois",433,430,99.3,3,0.7,430,99.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.7,0,0,0,0,6.1,0,0,433,433,433,100,3,0.7,0,0,0,0,0,0,0,0,433,433,0,0,0,0,0,0,0,0,0,0,433,100,430,99.3,0,0,0,0,0,0,0,0,0,0,3,0.7,0,0,3,0.7,267
1600000US1717406,"Crescent City village, Illinois",634,626,98.7,8,1.3,625,98.6,0,0,0,0,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.9,2,0.3,0,0,4.2,0,0,634,634,633,99.8,6,0.9,2,0.3,1,0.2,0,0,0,0,634,634,11,1.7,11,1.7,0,0,0,0,0,0,623,98.3,614,96.8,0,0,0,0,1,0.2,0,0,0,0,8,1.3,0,0,8,1.3,291
1600000US1717458,"Crest Hill city, Illinois",20379,19620,96.3,759,3.7,13318,65.4,4691,23,58,0.3,731,3.6,75,0.4,42,0.2,495,2.4,0,0,4,0,0,0,115,0.6,0,0,0,0,0,0,0,0,0,0,822,4,312,1.5,199,1,53,0.3,0.3,9,0,20379,20379,14040,68.9,5055,24.8,283,1.4,817,4,0,0,982,4.8,20379,20379,3558,17.5,3087,15.1,227,1.1,16,0.1,228,1.1,16821,82.5,10890,53.4,4603,22.6,10,0,731,3.6,0,0,19,0.1,568,2.8,32,0.2,536,2.6,7464
1600000US1717471,"Creston village, Illinois",665,656,98.6,9,1.4,572,86,12,1.8,4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10.2,0,0,0,0,5,0.8,1.3,0,0,665,665,581,87.4,12,1.8,4,0.6,5,0.8,4,0.6,68,10.2,665,665,139,20.9,119,17.9,0,0,0,0,20,3,526,79.1,505,75.9,12,1.8,0,0,0,0,0,0,0,0,9,1.4,0,0,9,1.4,312
1600000US1717497,"Crestwood village, Illinois",10901,10878,99.8,23,0.2,9571,87.8,691,6.3,15,0.1,239,2.2,0,0,36,0.3,203,1.9,0,0,0,0,0,0,0,0,33,0.3,12,0.1,0,0,0,0,21,0.2,329,3,0,0,0,0,0,0,0.3,0,0,10901,10901,9594,88,691,6.3,15,0.1,239,2.2,33,0.3,352,3.2,10901,10901,943,8.7,691,6.3,146,1.3,0,0,106,1,9958,91.3,9001,82.6,691,6.3,15,0.1,239,2.2,12,0.1,0,0,0,0,0,0,0,0,5702
1600000US1717523,"Crete village, Illinois",8184,7925,96.8,259,3.2,4806,58.7,2659,32.5,35,0.4,28,0.3,0,0,0,0,21,0.3,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,4.9,94,1.1,0,0,16,0.2,0.2,0,0,8184,8184,4950,60.5,2902,35.5,69,0.8,44,0.5,0,0,512,6.3,8184,8184,728,8.9,585,7.1,106,1.3,9,0.1,28,0.3,7456,91.1,4616,56.4,2659,32.5,0,0,28,0.3,0,0,0,0,153,1.9,9,0.1,144,1.8,3457
1600000US1717549,"Creve Coeur village, Illinois",5493,5337,97.2,156,2.8,5273,96,32,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.6,62,1.1,94,1.7,0,0,0.5,0,0,5493,5493,5429,98.8,94,1.7,94,1.7,0,0,0,0,32,0.6,5493,5493,43,0.8,43,0.8,0,0,0,0,0,0,5450,99.2,5262,95.8,32,0.6,0,0,0,0,0,0,0,0,156,2.8,0,0,156,2.8,2252
