GEOID,NAME,total,onerace_white,onerace_white_perc,onerace_black,onerace_black_perc
1600000US1700113,"Abingdon city, Illinois",3452,3335,96.6,27,0.8
1600000US1700178,"Adair CDP, Illinois",201,201,100,0,0
1600000US1700230,"Addieville village, Illinois",344,331,96.2,0,0
1600000US1700243,"Addison village, Illinois",37089,26533,71.5,1424,3.8
1600000US1700295,"Adeline village, Illinois",111,109,98.2,2,1.8
1600000US1700516,"Albany village, Illinois",979,975,99.6,0,0
1600000US1700555,"Albers village, Illinois",1184,1143,96.5,0,0
1600000US1700568,"Albion city, Illinois",2034,1921,94.4,32,1.6
1600000US1700646,"Aledo city, Illinois",3520,3397,96.5,43,1.2
1600000US1700672,"Alexis village, Illinois",885,867,98,0,0
1600000US1700685,"Algonquin village, Illinois",30709,26825,87.4,420,1.4
1600000US1700737,"Alhambra village, Illinois",628,626,99.7,0,0
1600000US1700815,"Allendale village, Illinois",698,664,95.1,0,0
1600000US1700867,"Allenville village, Illinois",180,178,98.9,0,0
1600000US1700880,"Allerton village, Illinois",312,299,95.8,4,1.3
1600000US1700919,"Alma village, Illinois",327,323,98.8,0,0
1600000US1700958,"Alorton village, Illinois",1965,19,1,1930,98.2
1600000US1700971,"Alpha village, Illinois",555,537,96.8,0,0
1600000US1700997,"Alsey village, Illinois",145,140,96.6,5,3.4
1600000US1701010,"Alsip village, Illinois",19179,12818,66.8,4402,23
1600000US1701049,"Altamont city, Illinois",2260,2242,99.2,9,0.4
1600000US1701114,"Alton city, Illinois",26884,19086,71,6487,24.1
1600000US1701140,"Altona village, Illinois",642,604,94.1,32,5
1600000US1701205,"Alto Pass village, Illinois",278,226,81.3,0,0
1600000US1701242,"Alvan village, Illinois",312,307,98.4,0,0
1600000US1701270,"Amboy city, Illinois",2455,2371,96.6,16,0.7
1600000US1701361,"Anchor village, Illinois",175,175,100,0,0
1600000US1701426,"Andalusia village, Illinois",1113,1065,95.7,20,1.8
1600000US1701491,"Andover village, Illinois",563,553,98.2,0,0
1600000US1701543,"Anna city, Illinois",4232,3797,89.7,153,3.6
1600000US1701556,"Annapolis CDP, Illinois",43,43,100,0,0
1600000US1701569,"Annawan town, Illinois",895,850,95,18,2
1600000US1701595,"Antioch village, Illinois",14305,12701,88.8,501,3.5
1600000US1701647,"Apple Canyon Lake CDP, Illinois",429,429,100,0,0
1600000US1701673,"Apple River village, Illinois",415,385,92.8,1,0.2
1600000US1701881,"Arcola city, Illinois",2680,2393,89.3,26,1
1600000US1701946,"Arenzville village, Illinois",465,440,94.6,0,0
1600000US1701972,"Argenta village, Illinois",1140,1059,92.9,5,0.4
1600000US1702102,"Arlington village, Illinois",212,183,86.3,5,2.4
1600000US1702154,"Arlington Heights village, Illinois",75724,64147,84.7,1148,1.5
1600000US1702206,"Armington village, Illinois",370,356,96.2,0,0
1600000US1702258,"Aroma Park village, Illinois",813,763,93.8,34,4.2
1600000US1702342,"Arrowsmith village, Illinois",299,297,99.3,0,0
1600000US1702414,"Arthur village, Illinois",2622,2568,97.9,7,0.3
1600000US1702479,"Ashkum village, Illinois",800,770,96.3,13,1.6
1600000US1702505,"Ashland village, Illinois",1367,1350,98.8,8,0.6
1600000US1702531,"Ashley city, Illinois",538,486,90.3,0,0
1600000US1702557,"Ashmore village, Illinois",814,807,99.1,0,0
1600000US1702583,"Ashton village, Illinois",1081,991,91.7,9,0.8
1600000US1702609,"Assumption city, Illinois",1142,1108,97,4,0.4
1600000US1702635,"Astoria town, Illinois",907,888,97.9,19,2.1
1600000US1702674,"Athens city, Illinois",2105,1987,94.4,8,0.4
1600000US1702726,"Atkinson town, Illinois",1281,1254,97.9,0,0
1600000US1702752,"Atlanta city, Illinois",1965,1924,97.9,2,0.1
1600000US1702882,"Atwood village, Illinois",1004,981,97.7,1,0.1
1600000US1702921,"Auburn city, Illinois",4805,4572,95.2,167,3.5
1600000US1702986,"Augusta village, Illinois",465,465,100,0,0
1600000US1703012,"Aurora city, Illinois",200660,115642,57.6,21620,10.8
1600000US1703103,"Ava city, Illinois",602,567,94.2,0,0
1600000US1703181,"Aviston village, Illinois",2166,2136,98.6,10,0.5
1600000US1703207,"Avon village, Illinois",767,761,99.2,0,0
1600000US1703454,"Baldwin village, Illinois",308,293,95.1,0,0
1600000US1703571,"Banner village, Illinois",223,213,95.5,0,0
1600000US1703610,"Bannockburn village, Illinois",1325,1007,76,105,7.9
1600000US1703675,"Bardolph village, Illinois",328,328,100,0,0
1600000US1703844,"Barrington village, Illinois",10304,9172,89,103,1
1600000US1703883,"Barrington Hills village, Illinois",3916,3196,81.6,49,1.3
1600000US1703948,"Barry city, Illinois",1552,1505,97,12,0.8
1600000US1704000,"Bartelso village, Illinois",661,660,99.8,0,0
1600000US1704013,"Bartlett village, Illinois",41316,31518,76.3,678,1.6
1600000US1704039,"Bartonville village, Illinois",6316,6079,96.2,76,1.2
1600000US1704052,"Basco village, Illinois",77,74,96.1,1,1.3
1600000US1704078,"Batavia city, Illinois",26282,23779,90.5,529,2
1600000US1704117,"Batchtown village, Illinois",199,199,100,0,0
1600000US1704156,"Bath village, Illinois",265,261,98.5,0,0
1600000US1704247,"Baylis village, Illinois",131,124,94.7,0,0
1600000US1704273,"Bay View Gardens village, Illinois",408,403,98.8,0,0
1600000US1704303,"Beach Park village, Illinois",13534,9619,71.1,1516,11.2
1600000US1704351,"Beardstown city, Illinois",5902,4881,82.7,578,9.8
1600000US1704403,"Beason CDP, Illinois",202,195,96.5,3,1.5
1600000US1704507,"Beaverville village, Illinois",340,322,94.7,4,1.2
1600000US1704533,"Beckemeyer village, Illinois",1024,1006,98.2,13,1.3
1600000US1704572,"Bedford Park village, Illinois",514,492,95.7,0,0
1600000US1704585,"Beecher village, Illinois",4382,4294,98,17,0.4
1600000US1704598,"Beecher City village, Illinois",372,366,98.4,2,0.5
1600000US1704689,"Belgium village, Illinois",392,384,98,0,0
1600000US1704715,"Belknap village, Illinois",113,109,96.5,0,0
1600000US1704793,"Belle Prairie City town, Illinois",69,69,100,0,0
1600000US1704806,"Belle Rive village, Illinois",306,301,98.4,0,0
1600000US1704845,"Belleville city, Illinois",41926,28419,67.8,11018,26.3
1600000US1704871,"Bellevue village, Illinois",1847,1667,90.3,32,1.7
1600000US1704897,"Bellflower village, Illinois",386,385,99.7,0,0
1600000US1704936,"Bellmont village, Illinois",194,193,99.5,0,0
1600000US1704975,"Bellwood village, Illinois",19112,2606,13.6,14775,77.3
1600000US1705092,"Belvidere city, Illinois",25319,20998,82.9,460,1.8
1600000US1705144,"Bement village, Illinois",1502,1444,96.1,34,2.3
1600000US1705209,"Benld city, Illinois",1616,1586,98.1,0,0
1600000US1705248,"Bensenville village, Illinois",18400,13234,71.9,653,3.5
1600000US1705261,"Benson village, Illinois",496,496,100,0,0
1600000US1705274,"Bentley town, Illinois",20,20,100,0,0
1600000US1705300,"Benton city, Illinois",6980,6630,95,92,1.3
1600000US1705404,"Berkeley village, Illinois",5171,2775,53.7,1496,28.9
1600000US1705443,"Berlin village, Illinois",205,199,97.1,6,2.9
1600000US1705573,"Berwyn city, Illinois",55949,31330,56,3799,6.8
1600000US1705599,"Bethalto village, Illinois",9311,8881,95.4,137,1.5
1600000US1705612,"Bethany village, Illinois",1204,1202,99.8,0,0
1600000US1705898,"Biggsville village, Illinois",316,312,98.7,0,0
1600000US1705976,"Big Rock village, Illinois",1318,1274,96.7,8,0.6
1600000US1706028,"Bingham village, Illinois",100,100,100,0,0
1600000US1706171,"Bishop Hill village, Illinois",114,112,98.2,1,0.9
1600000US1706184,"Bismarck village, Illinois",614,590,96.1,0,0
1600000US1706470,"Blandinsville village, Illinois",685,676,98.7,6,0.9
1600000US1706587,"Bloomingdale village, Illinois",22138,17541,79.2,782,3.5
1600000US1706613,"Bloomington city, Illinois",78331,60772,77.6,7907,10.1
1600000US1706704,"Blue Island city, Illinois",22636,10430,46.1,6374,28.2
1600000US1706756,"Blue Mound village, Illinois",1142,1048,91.8,0,0
1600000US1706899,"Bluffs village, Illinois",759,759,100,0,0
1600000US1706964,"Bluford village, Illinois",672,665,99,2,0.3
1600000US1707133,"Bolingbrook village, Illinois",74448,36043,48.4,14162,19
1600000US1707211,"Bondville village, Illinois",455,425,93.4,6,1.3
1600000US1707224,"Bone Gap village, Illinois",187,177,94.7,0,0
1600000US1707237,"Bonfield village, Illinois",419,403,96.2,3,0.7
1600000US1707263,"Bonnie village, Illinois",323,304,94.1,2,0.6
1600000US1707315,"Boody CDP, Illinois",237,237,100,0,0
1600000US1707419,"Boulder Hill CDP, Illinois",9179,7558,82.3,469,5.1
1600000US1707471,"Bourbonnais village, Illinois",19526,16469,84.3,1935,9.9
1600000US1707510,"Bowen village, Illinois",444,438,98.6,6,1.4
1600000US1707640,"Braceville village, Illinois",779,751,96.4,0,0
1600000US1707692,"Bradford village, Illinois",660,646,97.9,12,1.8
1600000US1707744,"Bradley village, Illinois",15428,13742,89.1,905,5.9
1600000US1707770,"Braidwood city, Illinois",6284,6083,96.8,19,0.3
1600000US1707913,"Breese city, Illinois",4453,4286,96.2,0,0
1600000US1708186,"Bridgeport city, Illinois",1957,1954,99.8,0,0
1600000US1708225,"Bridgeview village, Illinois",16440,13608,82.8,598,3.6
1600000US1708264,"Brighton village, Illinois",2215,2182,98.5,8,0.4
1600000US1708303,"Brimfield village, Illinois",965,922,95.5,4,0.4
1600000US1708420,"Broadlands village, Illinois",346,340,98.3,1,0.3
1600000US1708446,"Broadview village, Illinois",7829,1317,16.8,5844,74.6
1600000US1708472,"Broadwell village, Illinois",186,182,97.8,0,0
1600000US1708524,"Brocton village, Illinois",383,372,97.1,0,0
1600000US1708576,"Brookfield village, Illinois",18858,15761,83.6,1040,5.5
1600000US1708667,"Brooklyn village, Illinois",469,20,4.3,449,95.7
1600000US1708706,"Brookport city, Illinois",882,751,85.1,111,12.6
1600000US1708875,"Broughton village, Illinois",144,144,100,0,0
1600000US1708953,"Browning village, Illinois",130,130,100,0,0
1600000US1708979,"Browns village, Illinois",129,127,98.4,0,0
1600000US1708992,"Brownstown village, Illinois",933,921,98.7,0,0
1600000US1709148,"Brussels village, Illinois",154,154,100,0,0
1600000US1709161,"Bryant village, Illinois",230,220,95.7,0,0
1600000US1709304,"Buckingham village, Illinois",254,247,97.2,0,0
1600000US1709317,"Buckley village, Illinois",539,524,97.2,7,1.3
1600000US1709330,"Buckner village, Illinois",422,411,97.4,0,0
1600000US1709356,"Buda village, Illinois",641,611,95.3,0,0
1600000US1709434,"Buffalo village, Illinois",560,549,98,0,0
1600000US1709447,"Buffalo Grove village, Illinois",41329,29506,71.4,986,2.4
1600000US1709531,"Bull Valley village, Illinois",1267,1148,90.6,16,1.3
1600000US1709538,"Bulpitt village, Illinois",199,196,98.5,0,0
1600000US1709551,"Buncombe village, Illinois",173,170,98.3,0,0
1600000US1709577,"Bunker Hill city, Illinois",1684,1602,95.1,9,0.5
1600000US1709642,"Burbank city, Illinois",28947,24072,83.2,886,3.1
1600000US1709681,"Bureau Junction village, Illinois",213,212,99.5,0,0
1600000US1709759,"Burlington village, Illinois",668,651,97.5,0,0
1600000US1709798,"Burnham village, Illinois",4189,1325,31.6,2527,60.3
1600000US1709889,"Burnt Prairie village, Illinois",58,57,98.3,0,0
1600000US1709980,"Burr Ridge village, Illinois",10795,8694,80.5,156,1.4
1600000US1710084,"Bush village, Illinois",250,250,100,0,0
1600000US1710110,"Bushnell city, Illinois",2776,2723,98.1,31,1.1
1600000US1710149,"Butler village, Illinois",202,202,100,0,0
1600000US1710240,"Byron city, Illinois",3608,3405,94.4,42,1.2
1600000US1710292,"Cabery village, Illinois",259,257,99.2,0,0
1600000US1710370,"Cahokia village, Illinois",14271,4918,34.5,8754,61.3
1600000US1710383,"Cairo city, Illinois",2528,668,26.4,1688,66.8
1600000US1710422,"Caledonia village, Illinois",221,205,92.8,0,0
1600000US1710448,"Calhoun village, Illinois",171,171,100,0,0
1600000US1710487,"Calumet City city, Illinois",36856,8303,22.5,27426,74.4
1600000US1710513,"Calumet Park village, Illinois",8442,564,6.7,7439,88.1
1600000US1710591,"Camargo village, Illinois",595,595,100,0,0
1600000US1710630,"Cambria village, Illinois",1248,1099,88.1,38,3
1600000US1710643,"Cambridge village, Illinois",2238,2145,95.8,63,2.8
1600000US1710695,"Camden village, Illinois",89,89,100,0,0
1600000US1710773,"Campbell Hill village, Illinois",303,286,94.4,0,0
1600000US1710877,"Camp Point village, Illinois",1136,1106,97.4,0,0
1600000US1710906,"Campton Hills village, Illinois",11348,10963,96.6,81,0.7
1600000US1710916,"Campus village, Illinois",181,181,100,0,0
1600000US1710936,"Candlewick Lake CDP, Illinois",4877,4434,90.9,303,6.2
1600000US1711007,"Canton city, Illinois",13789,12334,89.4,1146,8.3
1600000US1711033,"Cantrall village, Illinois",223,215,96.4,0,0
1600000US1711124,"Capron village, Illinois",1483,1294,87.3,3,0.2
1600000US1711150,"Carbon Cliff village, Illinois",1893,1426,75.3,375,19.8
1600000US1711163,"Carbondale city, Illinois",25846,15967,61.8,6873,26.6
1600000US1711176,"Carbon Hill village, Illinois",311,302,97.1,0,0
1600000US1711202,"Carlinville city, Illinois",5610,5196,92.6,222,4
1600000US1711215,"Carlock village, Illinois",549,440,80.1,85,15.5
1600000US1711228,"Carlyle city, Illinois",3285,2984,90.8,133,4
1600000US1711293,"Carmi city, Illinois",4913,4781,97.3,50,1
1600000US1711332,"Carol Stream village, Illinois",39989,26590,66.5,3024,7.6
1600000US1711358,"Carpentersville village, Illinois",38138,20872,54.7,3146,8.2
1600000US1711397,"Carrier Mills village, Illinois",1938,1651,85.2,194,10
1600000US1711462,"Carrollton city, Illinois",2461,2398,97.4,26,1.1
1600000US1711514,"Carterville city, Illinois",5848,5175,88.5,284,4.9
1600000US1711527,"Carthage city, Illinois",2466,2351,95.3,19,0.8
1600000US1711592,"Cary village, Illinois",17871,16224,90.8,296,1.7
1600000US1711618,"Casey city, Illinois",2518,2413,95.8,21,0.8
1600000US1711644,"Caseyville village, Illinois",4018,3544,88.2,273,6.8
1600000US1711774,"Catlin village, Illinois",2077,2077,100,0,0
1600000US1711826,"Cave-In-Rock village, Illinois",263,247,93.9,0,0
1600000US1711982,"Cedar Point village, Illinois",296,296,100,0,0
1600000US1712008,"Cedarville village, Illinois",648,637,98.3,8,1.2
1600000US1712151,"Central City village, Illinois",1259,1234,98,2,0.2
1600000US1712164,"Centralia city, Illinois",12538,10412,83,1182,9.4
1600000US1712203,"Centreville city, Illinois",5059,187,3.7,4827,95.4
1600000US1712268,"Cerro Gordo village, Illinois",1371,1338,97.6,1,0.1
1600000US1712294,"Chadwick village, Illinois",580,567,97.8,0,0
1600000US1712385,"Champaign city, Illinois",86791,56481,65.1,15429,17.8
1600000US1712450,"Chandlerville village, Illinois",452,416,92,0,0
1600000US1712476,"Channahon village, Illinois",12718,12113,95.2,103,0.8
1600000US1712489,"Channel Lake CDP, Illinois",1470,1392,94.7,0,0
1600000US1712528,"Chapin village, Illinois",458,458,100,0,0
1600000US1712567,"Charleston city, Illinois",20632,17845,86.5,1488,7.2
1600000US1712684,"Chatham village, Illinois",12535,11908,95,135,1.1
1600000US1712710,"Chatsworth town, Illinois",1196,1068,89.3,0,0
1600000US1712801,"Chebanse village, Illinois",1138,1029,90.4,26,2.3
1600000US1712879,"Chemung CDP, Illinois",619,531,85.8,0,0
1600000US1712931,"Chenoa city, Illinois",2037,1941,95.3,41,2
1600000US1712970,"Cherry village, Illinois",469,469,100,0,0
1600000US1713074,"Cherry Valley village, Illinois",2895,2531,87.4,28,1
1600000US1713139,"Chester city, Illinois",8410,5796,68.9,2477,29.5
1600000US1713165,"Chesterfield village, Illinois",206,205,99.5,1,0.5
1600000US1713230,"Chestnut CDP, Illinois",83,83,100,0,0
1600000US1714000,"Chicago city, Illinois",2718555,1344088,49.4,818875,30.1
1600000US1714026,"Chicago Heights city, Illinois",30087,9644,32.1,12215,40.6
1600000US1714065,"Chicago Ridge village, Illinois",14254,11573,81.2,1693,11.9
1600000US1714117,"Chillicothe city, Illinois",6135,5997,97.8,7,0.1
1600000US1714273,"Chrisman city, Illinois",1306,1297,99.3,5,0.4
1600000US1714286,"Christopher city, Illinois",2725,2682,98.4,15,0.6
1600000US1714351,"Cicero town, Illinois",83147,31128,37.4,3104,3.7
1600000US1714442,"Cisco village, Illinois",246,231,93.9,1,0.4
1600000US1714455,"Cisne village, Illinois",598,573,95.8,2,0.3
1600000US1714468,"Cissna Park village, Illinois",778,778,100,0,0
1600000US1714533,"Claremont village, Illinois",230,218,94.8,0,0
1600000US1714572,"Clarendon Hills village, Illinois",8711,7734,88.8,49,0.6
1600000US1714715,"Clay City village, Illinois",849,849,100,0,0
