GEOID,NAME,total,onerace_white,onerace_white_perc,onerace_black,onerace_black_perc
1600000US1749477,"Milton village, Illinois",232,230,99.1,0,0
1600000US1749516,"Mineral village, Illinois",231,221,95.7,2,0.9
1600000US1749555,"Minier village, Illinois",1200,1182,98.5,2,0.2
1600000US1749568,"Minonk city, Illinois",2208,2131,96.5,14,0.6
1600000US1749607,"Minooka village, Illinois",11291,10395,92.1,260,2.3
1600000US1749698,"Mitchell CDP, Illinois",1219,1199,98.4,0,0
1600000US1749802,"Modesto village, Illinois",212,210,99.1,0,0
1600000US1749854,"Mokena village, Illinois",20720,19611,94.6,233,1.1
1600000US1749867,"Moline city, Illinois",42364,35764,84.4,2616,6.2
1600000US1749893,"Momence city, Illinois",3146,2526,80.3,227,7.2
1600000US1749945,"Monee village, Illinois",5124,3531,68.9,1005,19.6
1600000US1750010,"Monmouth city, Illinois",9189,7401,80.5,411,4.5
1600000US1750062,"Monroe Center village, Illinois",402,390,97,0,0
1600000US1750218,"Montgomery village, Illinois",19216,14381,74.8,1231,6.4
1600000US1750244,"Monticello city, Illinois",5809,5540,95.4,48,0.8
1600000US1750283,"Montrose village, Illinois",244,229,93.9,0,0
1600000US1750491,"Morris city, Illinois",13983,13109,93.7,249,1.8
1600000US1750530,"Morrison city, Illinois",3872,3761,97.1,24,0.6
1600000US1750543,"Morrisonville village, Illinois",1167,1153,98.8,0,0
1600000US1750621,"Morton village, Illinois",16731,16095,96.2,231,1.4
1600000US1750647,"Morton Grove village, Illinois",23256,14519,62.4,695,3
1600000US1750751,"Mound City city, Illinois",653,298,45.6,346,53
1600000US1750777,"Mounds city, Illinois",926,202,21.8,704,76
1600000US1750790,"Mound Station village, Illinois",140,131,93.6,0,0
1600000US1750829,"Mount Auburn village, Illinois",562,547,97.3,5,0.9
1600000US1750868,"Mount Carmel city, Illinois",7040,6725,95.5,93,1.3
1600000US1750881,"Mount Carroll city, Illinois",1587,1575,99.2,2,0.1
1600000US1750920,"Mount Clare village, Illinois",266,264,99.2,0,0
1600000US1750933,"Mount Erie village, Illinois",74,74,100,0,0
1600000US1750998,"Mount Morris village, Illinois",2841,2768,97.4,0,0
1600000US1751024,"Mount Olive city, Illinois",1996,1967,98.5,10,0.5
1600000US1751089,"Mount Prospect village, Illinois",55127,41696,75.6,1551,2.8
1600000US1751128,"Mount Pulaski city, Illinois",1582,1531,96.8,0,0
1600000US1751154,"Mount Sterling city, Illinois",2227,2127,95.5,37,1.7
1600000US1751180,"Mount Vernon city, Illinois",14804,11616,78.5,2241,15.1
1600000US1751206,"Mount Zion village, Illinois",5973,5178,86.7,248,4.2
1600000US1751232,"Moweaqua village, Illinois",1893,1829,96.6,17,0.9
1600000US1751271,"Muddy village, Illinois",48,48,100,0,0
1600000US1751284,"Mulberry Grove village, Illinois",592,576,97.3,13,2.2
1600000US1751310,"Mulkeytown CDP, Illinois",181,181,100,0,0
1600000US1751336,"Muncie village, Illinois",174,174,100,0,0
1600000US1751349,"Mundelein village, Illinois",31683,24743,78.1,570,1.8
1600000US1751453,"Murphysboro city, Illinois",7951,6397,80.5,1115,14
1600000US1751479,"Murrayville village, Illinois",526,526,100,0,0
1600000US1751622,"Naperville city, Illinois",147411,106723,72.4,7731,5.2
1600000US1751648,"Naplate village, Illinois",462,446,96.5,0,0
1600000US1751661,"Naples town, Illinois",78,66,84.6,0,0
1600000US1751700,"Nashville city, Illinois",3093,3036,98.2,23,0.7
1600000US1751726,"Nason city, Illinois",236,234,99.2,0,0
1600000US1751791,"Nauvoo city, Illinois",1146,1109,96.8,10,0.9
1600000US1751882,"Nebo village, Illinois",301,289,96,0,0
1600000US1751947,"Nelson village, Illinois",137,135,98.5,0,0
1600000US1751986,"Neoga city, Illinois",1817,1754,96.5,0,0
1600000US1751999,"Neponset village, Illinois",539,512,95,4,0.7
1600000US1752103,"Newark village, Illinois",1219,1212,99.4,3,0.2
1600000US1752116,"New Athens village, Illinois",2239,2200,98.3,19,0.8
1600000US1752142,"New Baden village, Illinois",3258,3006,92.3,197,6
1600000US1752155,"New Bedford village, Illinois",67,64,95.5,0,0
1600000US1752168,"New Berlin village, Illinois",1553,1532,98.6,4,0.3
1600000US1752220,"New Boston city, Illinois",519,479,92.3,0,0
1600000US1752285,"New Burnside village, Illinois",155,152,98.1,0,0
1600000US1752311,"New Canton town, Illinois",363,351,96.7,0,0
1600000US1752415,"New Douglas village, Illinois",344,301,87.5,11,3.2
1600000US1752467,"New Grand Chain village, Illinois",189,152,80.4,21,11.1
1600000US1752506,"New Haven village, Illinois",356,333,93.5,0,0
1600000US1752545,"New Holland village, Illinois",268,263,98.1,0,0
1600000US1752584,"New Lenox village, Illinois",26032,25155,96.6,194,0.7
1600000US1752623,"Newman city, Illinois",774,754,97.4,0,0
1600000US1752701,"New Milford village, Illinois",682,569,83.4,83,12.2
1600000US1752714,"New Minden village, Illinois",163,163,100,0,0
1600000US1752805,"New Salem village, Illinois",265,262,98.9,0,0
1600000US1752844,"Newton city, Illinois",2766,2671,96.6,52,1.9
1600000US1752961,"Niantic village, Illinois",459,457,99.6,0,0
1600000US1753000,"Niles village, Illinois",29640,21834,73.7,944,3.2
1600000US1753039,"Nilwood town, Illinois",204,200,98,1,0.5
1600000US1753143,"Noble village, Illinois",621,574,92.4,11,1.8
1600000US1753169,"Nokomis city, Illinois",2102,2036,96.9,22,1
1600000US1753195,"Nora village, Illinois",166,157,94.6,0,0
1600000US1753234,"Normal town, Illinois",54808,44483,81.2,6153,11.2
1600000US1753377,"Norridge village, Illinois",14888,13518,90.8,98,0.7
1600000US1753390,"Norris village, Illinois",140,140,100,0,0
1600000US1753403,"Norris City village, Illinois",1216,1195,98.3,0,0
1600000US1753442,"North Aurora village, Illinois",17653,13920,78.9,914,5.2
1600000US1753455,"North Barrington village, Illinois",2974,2689,90.4,60,2
1600000US1753481,"Northbrook village, Illinois",33463,27565,82.4,432,1.3
1600000US1753559,"North Chicago city, Illinois",30011,15551,51.8,7643,25.5
1600000US1753585,"North City village, Illinois",717,709,98.9,3,0.4
1600000US1753663,"Northfield village, Illinois",5536,5032,90.9,23,0.4
1600000US1753793,"North Henderson village, Illinois",175,174,99.4,0,0
1600000US1753871,"Northlake city, Illinois",12351,8926,72.3,540,4.4
1600000US1754092,"North Pekin village, Illinois",1384,1364,98.6,1,0.1
1600000US1754144,"North Riverside village, Illinois",6813,5130,75.3,345,5.1
1600000US1754222,"North Utica village, Illinois",1373,1307,95.2,0,0
1600000US1754404,"Norwood village, Illinois",430,386,89.8,18,4.2
1600000US1754534,"Oak Brook village, Illinois",8122,5186,63.9,141,1.7
1600000US1754560,"Oakbrook Terrace city, Illinois",2912,2034,69.8,125,4.3
1600000US1754586,"Oakdale village, Illinois",166,155,93.4,0,0
1600000US1754625,"Oakford village, Illinois",354,354,100,0,0
1600000US1754638,"Oak Forest city, Illinois",27843,24042,86.3,1416,5.1
1600000US1754703,"Oak Grove village, Illinois",589,580,98.5,0,0
1600000US1754781,"Oakland city, Illinois",1053,1051,99.8,0,0
1600000US1754820,"Oak Lawn village, Illinois",56420,45395,80.5,3702,6.6
1600000US1754885,"Oak Park village, Illinois",52225,36067,69.1,9549,18.3
1600000US1754924,"Oak Run CDP, Illinois",607,607,100,0,0
1600000US1755002,"Oakwood village, Illinois",1770,1760,99.4,0,0
1600000US1755041,"Oakwood Hills village, Illinois",2245,2194,97.7,0,0
1600000US1755106,"Oblong village, Illinois",1313,1261,96,10,0.8
1600000US1755132,"Oconee village, Illinois",175,171,97.7,0,0
1600000US1755171,"Odell village, Illinois",1042,1034,99.2,0,0
1600000US1755210,"Odin village, Illinois",1089,1074,98.6,0,0
1600000US1755249,"O'Fallon city, Illinois",29277,23038,78.7,3557,12.1
1600000US1755275,"Ogden village, Illinois",760,743,97.8,0,0
1600000US1755353,"Oglesby city, Illinois",3669,3414,93,124,3.4
1600000US1755379,"Ohio village, Illinois",513,506,98.6,7,1.4
1600000US1755418,"Ohlman village, Illinois",112,112,100,0,0
1600000US1755470,"Okawville village, Illinois",1569,1488,94.8,53,3.4
1600000US1755639,"Old Mill Creek village, Illinois",166,160,96.4,0,0
1600000US1755717,"Old Ripley village, Illinois",91,91,100,0,0
1600000US1755756,"Old Shawneetown village, Illinois",100,100,100,0,0
1600000US1755847,"Olive Branch CDP, Illinois",466,466,100,0,0
1600000US1755886,"Olivet CDP, Illinois",372,302,81.2,0,0
1600000US1755899,"Olmsted village, Illinois",489,436,89.2,45,9.2
1600000US1755912,"Olney city, Illinois",8808,8383,95.2,130,1.5
1600000US1755938,"Olympia Fields village, Illinois",5055,1052,20.8,3751,74.2
1600000US1756003,"Omaha village, Illinois",280,277,98.9,0,0
1600000US1756081,"Onarga village, Illinois",1079,791,73.3,7,0.6
1600000US1756159,"Oneida city, Illinois",708,672,94.9,27,3.8
1600000US1756198,"Opdyke CDP, Illinois",249,245,98.4,0,0
1600000US1756237,"Oquawka village, Illinois",1558,1494,95.9,3,0.2
1600000US1756341,"Orangeville village, Illinois",803,796,99.1,0,0
1600000US1756471,"Oreana village, Illinois",728,663,91.1,0,0
1600000US1756484,"Oregon city, Illinois",3683,3571,97,12,0.3
1600000US1756536,"Orient city, Illinois",415,408,98.3,0,0
1600000US1756601,"Orion village, Illinois",2029,1958,96.5,15,0.7
1600000US1756627,"Orland Hills village, Illinois",7181,5665,78.9,707,9.8
1600000US1756640,"Orland Park village, Illinois",59100,51563,87.2,2034,3.4
1600000US1756887,"Oswego village, Illinois",34383,28806,83.8,1666,4.8
1600000US1756926,"Ottawa city, Illinois",18701,16850,90.1,727,3.9
1600000US1756978,"Otterville town, Illinois",126,113,89.7,6,4.8
1600000US1757043,"Owaneco village, Illinois",228,226,99.1,0,0
1600000US1757160,"Paderborn CDP, Illinois",72,72,100,0,0
1600000US1757225,"Palatine village, Illinois",68847,47606,69.1,1679,2.4
1600000US1757277,"Palestine village, Illinois",1191,1173,98.5,2,0.2
1600000US1757303,"Palmer village, Illinois",207,207,100,0,0
1600000US1757329,"Palmyra village, Illinois",651,633,97.2,2,0.3
1600000US1757381,"Palos Heights city, Illinois",12534,11573,92.3,261,2.1
1600000US1757394,"Palos Hills city, Illinois",17443,15760,90.4,782,4.5
1600000US1757407,"Palos Park village, Illinois",4907,4557,92.9,28,0.6
1600000US1757472,"Pana city, Illinois",5478,5329,97.3,69,1.3
1600000US1757498,"Panama village, Illinois",250,248,99.2,0,0
1600000US1757524,"Panola village, Illinois",26,26,100,0,0
1600000US1757576,"Papineau village, Illinois",182,168,92.3,0,0
1600000US1757628,"Paris city, Illinois",8424,8186,97.2,22,0.3
1600000US1757654,"Park City city, Illinois",7456,4082,54.7,1032,13.8
1600000US1757693,"Parkersburg village, Illinois",198,195,98.5,0,0
1600000US1757732,"Park Forest village, Illinois",21699,6033,27.8,14075,64.9
1600000US1757875,"Park Ridge city, Illinois",37764,34720,91.9,161,0.4
1600000US1758057,"Patoka village, Illinois",623,602,96.6,5,0.8
1600000US1758174,"Pawnee village, Illinois",2631,2579,98,0,0
1600000US1758226,"Paw Paw village, Illinois",764,750,98.2,0,0
1600000US1758239,"Paxton city, Illinois",4279,3899,91.1,115,2.7
1600000US1758265,"Payson village, Illinois",1243,1243,100,0,0
1600000US1758343,"Pearl village, Illinois",207,205,99,0,0
1600000US1758369,"Pearl City village, Illinois",785,764,97.3,0,0
1600000US1758408,"Pecatonica village, Illinois",2228,2150,96.5,0,0
1600000US1758447,"Pekin city, Illinois",33371,31739,95.1,718,2.2
1600000US1758577,"Penfield CDP, Illinois",154,138,89.6,0,0
1600000US1759000,"Peoria city, Illinois",114512,68548,59.9,30935,27
1600000US1759026,"Peoria Heights village, Illinois",5910,5118,86.6,312,5.3
1600000US1759052,"Peotone village, Illinois",4294,4109,95.7,14,0.3
1600000US1759104,"Percy village, Illinois",945,794,84,26,2.8
1600000US1759156,"Perry village, Illinois",297,285,96,9,3
1600000US1759234,"Peru city, Illinois",9864,9385,95.1,46,0.5
1600000US1759273,"Pesotum village, Illinois",501,470,93.8,1,0.2
1600000US1759312,"Petersburg city, Illinois",2346,2205,94,9,0.4
1600000US1759520,"Phillipstown village, Illinois",54,52,96.3,2,3.7
1600000US1759533,"Philo village, Illinois",1500,1500,100,0,0
1600000US1759572,"Phoenix village, Illinois",2020,313,15.5,1657,82
1600000US1759709,"Pierron village, Illinois",446,438,98.2,0,0
1600000US1759884,"Pinckneyville city, Illinois",5463,3716,68,1616,29.6
1600000US1759988,"Pingree Grove village, Illinois",7337,6330,86.3,148,2
1600000US1760079,"Piper City village, Illinois",862,799,92.7,0,0
1600000US1760144,"Pistakee Highlands CDP, Illinois",3253,3176,97.6,0,0
1600000US1760209,"Pittsburg village, Illinois",571,566,99.1,0,0
1600000US1760222,"Pittsfield city, Illinois",4375,4179,95.5,175,4
1600000US1760287,"Plainfield village, Illinois",43048,33170,77.1,3273,7.6
1600000US1760339,"Plainville village, Illinois",333,326,97.9,0,0
1600000US1760352,"Plano city, Illinois",11766,9607,81.7,1259,10.7
1600000US1760391,"Plattville village, Illinois",279,276,98.9,1,0.4
1600000US1760534,"Pleasant Hill village, Illinois",1080,1046,96.9,0,0
1600000US1760599,"Pleasant Plains village, Illinois",767,751,97.9,1,0.1
1600000US1760833,"Plymouth village, Illinois",442,433,98,9,2
1600000US1760872,"Pocahontas village, Illinois",733,731,99.7,0,0
1600000US1760937,"Polo city, Illinois",2168,2081,96,27,1.2
1600000US1761015,"Pontiac city, Illinois",11804,10132,85.8,1288,10.9
1600000US1761067,"Pontoon Beach village, Illinois",5725,5288,92.4,285,5
1600000US1761080,"Pontoosuc village, Illinois",94,93,98.9,0,0
1600000US1761145,"Poplar Grove village, Illinois",4757,4241,89.2,247,5.2
1600000US1761216,"Port Barrington village, Illinois",1514,1383,91.3,6,0.4
1600000US1761223,"Port Byron village, Illinois",1802,1708,94.8,4,0.2
1600000US1761314,"Posen village, Illinois",6211,4548,73.2,820,13.2
1600000US1761366,"Potomac village, Illinois",807,707,87.6,28,3.5
1600000US1761548,"Prairie City village, Illinois",413,375,90.8,13,3.1
1600000US1761639,"Prairie du Rocher village, Illinois",538,533,99.1,0,0
1600000US1761678,"Prairie Grove village, Illinois",1826,1670,91.5,64,3.5
1600000US1761821,"Prestbury CDP, Illinois",1638,1625,99.2,13,0.8
1600000US1761860,"Preston Heights CDP, Illinois",2565,1291,50.3,1031,40.2
1600000US1761899,"Princeton city, Illinois",7662,7455,97.3,24,0.3
1600000US1761925,"Princeville village, Illinois",2073,2028,97.8,1,0
1600000US1761977,"Prophetstown city, Illinois",2099,2008,95.7,42,2
1600000US1762016,"Prospect Heights city, Illinois",16250,11248,69.2,341,2.1
1600000US1762211,"Pulaski village, Illinois",264,52,19.7,167,63.3
1600000US1762367,"Quincy city, Illinois",40428,36440,90.1,2591,6.4
1600000US1762523,"Radom village, Illinois",159,154,96.9,0,0
1600000US1762588,"Raleigh village, Illinois",253,243,96,0,0
1600000US1762627,"Ramsey village, Illinois",1063,1034,97.3,8,0.8
1600000US1762744,"Rankin village, Illinois",563,545,96.8,0,0
1600000US1762757,"Ransom village, Illinois",386,383,99.2,0,0
1600000US1762783,"Rantoul village, Illinois",13222,9102,68.8,2812,21.3
1600000US1762822,"Rapids City village, Illinois",1047,1007,96.2,4,0.4
1600000US1762848,"Raritan village, Illinois",60,53,88.3,0,0
1600000US1762965,"Raymond village, Illinois",852,827,97.1,0,0
1600000US1763043,"Red Bud city, Illinois",3557,3450,97,0,0
1600000US1763056,"Reddick village, Illinois",222,220,99.1,0,0
1600000US1763069,"Redmon village, Illinois",145,131,90.3,0,0
1600000US1763355,"Rentchler CDP, Illinois",6,6,100,0,0
1600000US1763420,"Reynolds village, Illinois",506,501,99,4,0.8
1600000US1763641,"Richmond village, Illinois",1880,1624,86.4,35,1.9
1600000US1763706,"Richton Park village, Illinois",13629,1337,9.8,11540,84.7
1600000US1763719,"Richview village, Illinois",280,243,86.8,5,1.8
1600000US1763862,"Ridge Farm village, Illinois",904,897,99.2,0,0
1600000US1764018,"Ridgway village, Illinois",877,830,94.6,0,0
1600000US1764044,"Ridott village, Illinois",157,154,98.1,0,0
1600000US1764135,"Ringwood village, Illinois",743,690,92.9,12,1.6
1600000US1764148,"Rio village, Illinois",185,172,93,10,5.4
1600000US1764174,"Ripley village, Illinois",53,53,100,0,0
1600000US1764278,"Riverdale village, Illinois",12786,592,4.6,11776,92.1
1600000US1764304,"River Forest village, Illinois",11064,9377,84.8,707,6.4
1600000US1764343,"River Grove village, Illinois",10148,8480,83.6,125,1.2
1600000US1764421,"Riverside village, Illinois",8810,8105,92,133,1.5
1600000US1764486,"Riverton village, Illinois",3443,3347,97.2,31,0.9
1600000US1764538,"Riverwoods village, Illinois",3656,3291,90,2,0.1
1600000US1764590,"Roanoke village, Illinois",2032,1998,98.3,13,0.6
1600000US1764616,"Robbins village, Illinois",5003,548,11,4302,86
1600000US1764655,"Roberts village, Illinois",446,425,95.3,5,1.1
1600000US1764707,"Robinson city, Illinois",7614,6174,81.1,1021,13.4
1600000US1764746,"Rochelle city, Illinois",9196,7694,83.7,270,2.9
1600000US1764759,"Rochester village, Illinois",3696,3507,94.9,112,3
1600000US1764811,"Rockbridge village, Illinois",173,173,100,0,0
1600000US1764837,"Rock City village, Illinois",296,277,93.6,0,0
1600000US1764902,"Rockdale village, Illinois",1932,1444,74.7,143,7.4
1600000US1764928,"Rock Falls city, Illinois",8911,8044,90.3,389,4.4
1600000US1765000,"Rockford city, Illinois",147881,99676,67.4,32501,22
1600000US1765078,"Rock Island city, Illinois",38354,26867,70.1,7464,19.5
1600000US1765104,"Rock Island Arsenal CDP, Illinois",5,0,0,5,100
1600000US1765156,"Rockton village, Illinois",7692,7434,96.6,55,0.7
1600000US1765221,"Rockwood village, Illinois",28,28,100,0,0
1600000US1765338,"Rolling Meadows city, Illinois",23229,16110,69.4,1009,4.3
1600000US1765403,"Rome CDP, Illinois",1664,1627,97.8,0,0
1600000US1765442,"Romeoville village, Illinois",39702,23586,59.4,4242,10.7
1600000US1765481,"Roodhouse city, Illinois",1792,1742,97.2,1,0.1
1600000US1765611,"Roscoe village, Illinois",10575,9503,89.9,229,2.2
1600000US1765754,"Rose Hill village, Illinois",84,80,95.2,0,0
1600000US1765806,"Roselle village, Illinois",22873,18759,82,1015,4.4
1600000US1765819,"Rosemont village, Illinois",4315,3648,84.5,142,3.3
1600000US1765845,"Roseville village, Illinois",923,871,94.4,20,2.2
1600000US1765884,"Rosewood Heights CDP, Illinois",4101,4031,98.3,53,1.3
1600000US1765897,"Rosiclare city, Illinois",836,836,100,0,0
1600000US1765962,"Rossville village, Illinois",1451,1414,97.5,0,0
1600000US1766027,"Round Lake village, Illinois",18489,13227,71.5,1896,10.3
1600000US1766040,"Round Lake Beach village, Illinois",27692,22143,80,1285,4.6
1600000US1766053,"Round Lake Heights village, Illinois",3208,2586,80.6,123,3.8
1600000US1766066,"Round Lake Park village, Illinois",8057,6785,84.2,345,4.3
1600000US1766131,"Roxana village, Illinois",1506,1430,95,17,1.1
1600000US1766157,"Royal village, Illinois",307,306,99.7,0,0
1600000US1766196,"Royal Lakes village, Illinois",180,71,39.4,82,45.6
1600000US1766209,"Royalton village, Illinois",1119,1062,94.9,57,5.1
1600000US1766287,"Ruma village, Illinois",308,306,99.4,2,0.6
1600000US1766339,"Rushville city, Illinois",2841,2643,93,172,6.1
1600000US1766404,"Russellville village, Illinois",94,88,93.6,0,0
1600000US1766443,"Rutland village, Illinois",251,245,97.6,1,0.4
1600000US1766534,"Sadorus village, Illinois",321,318,99.1,0,0
1600000US1766599,"Sailor Springs village, Illinois",120,116,96.7,0,0
1600000US1766638,"St. Anne village, Illinois",1361,1216,89.3,75,5.5
1600000US1766677,"St. Augustine village, Illinois",100,100,100,0,0
1600000US1766703,"St. Charles city, Illinois",32772,29035,88.6,490,1.5
1600000US1766768,"St. David village, Illinois",634,632,99.7,0,0
1600000US1766794,"St. Elmo city, Illinois",1297,1282,98.8,2,0.2
1600000US1766800,"Ste. Marie village, Illinois",341,340,99.7,1,0.3
1600000US1766833,"St. Francisville city, Illinois",538,536,99.6,0,0
1600000US1766859,"St. Jacob village, Illinois",1392,1374,98.7,0,0
1600000US1766924,"St. Johns village, Illinois",257,240,93.4,3,1.2
1600000US1766950,"St. Joseph village, Illinois",4424,4338,98.1,2,0
1600000US1766989,"St. Libory village, Illinois",510,493,96.7,0,0
1600000US1767132,"St. Peter village, Illinois",444,428,96.4,0,0
1600000US1767158,"St. Rose village, Illinois",462,462,100,0,0
1600000US1767236,"Salem city, Illinois",7100,6777,95.5,72,1
1600000US1767372,"Sammons Point village, Illinois",267,251,94,0,0
1600000US1767444,"Sandoval village, Illinois",1269,1225,96.5,18,1.4
1600000US1767548,"Sandwich city, Illinois",7617,6951,91.3,4,0.1
1600000US1767613,"San Jose village, Illinois",670,647,96.6,5,0.7
1600000US1767756,"Sauget village, Illinois",182,169,92.9,3,1.6
1600000US1767769,"Sauk Village village, Illinois",10516,2356,22.4,7427,70.6
1600000US1767795,"Saunemin village, Illinois",376,351,93.4,0,0
1600000US1767821,"Savanna city, Illinois",2977,2754,92.5,125,4.2
1600000US1767860,"Savoy village, Illinois",8654,6350,73.4,403,4.7
1600000US1767873,"Sawyerville village, Illinois",276,265,96,0,0
1600000US1767912,"Saybrook village, Illinois",775,764,98.6,0,0
1600000US1767925,"Scales Mound village, Illinois",493,468,94.9,3,0.6
1600000US1768003,"Schaumburg village, Illinois",74569,46144,61.9,2791,3.7
1600000US1768081,"Schiller Park village, Illinois",11704,9357,79.9,156,1.3
1600000US1768120,"Schram City village, Illinois",632,572,90.5,26,4.1
1600000US1768198,"Sciota village, Illinois",78,76,97.4,0,0
1600000US1768328,"Scott AFB CDP, Illinois",2697,2137,79.2,294,10.9
1600000US1768406,"Scottville village, Illinois",109,109,100,0,0
1600000US1768458,"Seaton village, Illinois",217,204,94,0,0
1600000US1768471,"Seatonville village, Illinois",341,331,97.1,0,0
1600000US1768510,"Secor village, Illinois",333,320,96.1,0,0
1600000US1768640,"Seneca village, Illinois",2596,2562,98.7,0,0
1600000US1768705,"Sesser city, Illinois",1737,1647,94.8,9,0.5
1600000US1768809,"Seymour CDP, Illinois",304,304,100,0,0
1600000US1768822,"Shabbona village, Illinois",996,984,98.8,4,0.4
1600000US1768991,"Shannon village, Illinois",761,722,94.9,3,0.4
1600000US1769082,"Shawneetown city, Illinois",1292,1220,94.4,12,0.9
1600000US1769147,"Sheffield village, Illinois",826,788,95.4,12,1.5
1600000US1769186,"Shelbyville city, Illinois",4527,4323,95.5,184,4.1
1600000US1769212,"Sheldon village, Illinois",1305,1242,95.2,29,2.2
1600000US1769277,"Sheridan village, Illinois",2628,1447,55.1,1088,41.4
1600000US1769342,"Sherman village, Illinois",4440,4399,99.1,0,0
1600000US1769368,"Sherrard village, Illinois",622,585,94.1,31,5
1600000US1769524,"Shiloh village, Illinois",13250,9143,69,2689,20.3
1600000US1769563,"Shipman town, Illinois",624,617,98.9,3,0.5
1600000US1769758,"Shorewood village, Illinois",17026,14294,84,880,5.2
1600000US1769797,"Shumway village, Illinois",156,156,100,0,0
1600000US1769810,"Sibley village, Illinois",300,297,99,0,0
1600000US1769836,"Sidell village, Illinois",429,425,99.1,0,0
1600000US1769875,"Sidney village, Illinois",1368,1331,97.3,20,1.5
1600000US1769914,"Sigel town, Illinois",399,398,99.7,0,0
1600000US1769979,"Silvis city, Illinois",7553,6261,82.9,597,7.9
1600000US1770005,"Simpson village, Illinois",72,72,100,0,0
1600000US1770031,"Sims village, Illinois",138,138,100,0,0
1600000US1770122,"Skokie village, Illinois",64395,37317,58,5162,8
1600000US1770161,"Sleepy Hollow village, Illinois",3319,2933,88.4,38,1.1
1600000US1770213,"Smithboro village, Illinois",216,216,100,0,0
1600000US1770226,"Smithfield village, Illinois",182,181,99.5,0,0
1600000US1770252,"Smithton village, Illinois",3980,3817,95.9,135,3.4
1600000US1770460,"Somonauk village, Illinois",2152,2070,96.2,13,0.6
1600000US1770525,"Sorento village, Illinois",467,435,93.1,0,0
1600000US1770564,"South Barrington village, Illinois",4872,2801,57.5,43,0.9
1600000US1770590,"South Beloit city, Illinois",7827,7108,90.8,167,2.1
1600000US1770629,"South Chicago Heights village, Illinois",4105,1944,47.4,601,14.6
1600000US1770720,"South Elgin village, Illinois",22522,18609,82.6,767,3.4
1600000US1770759,"Southern View village, Illinois",1635,1552,94.9,35,2.1
1600000US1770850,"South Holland village, Illinois",21866,3471,15.9,17802,81.4
1600000US1770889,"South Jacksonville village, Illinois",3194,3019,94.5,40,1.3
1600000US1771175,"South Pekin village, Illinois",1018,1007,98.9,0,0
1600000US1771240,"South Roxana village, Illinois",2172,1969,90.7,171,7.9
1600000US1771370,"South Wilmington village, Illinois",911,901,98.9,0,0
1600000US1771422,"Sparland village, Illinois",347,345,99.4,0,0
1600000US1771448,"Sparta city, Illinois",4384,3502,79.9,679,15.5
1600000US1771474,"Spaulding village, Illinois",950,912,96,4,0.4
1600000US1771526,"Spillertown village, Illinois",272,210,77.2,45,16.5
1600000US1771604,"Spring Bay village, Illinois",445,430,96.6,2,0.4
1600000US1771643,"Springerton village, Illinois",119,118,99.2,0,0
1600000US1772000,"Springfield city, Illinois",116459,84897,72.9,23127,19.9
1600000US1772052,"Spring Grove village, Illinois",5792,5602,96.7,0,0
1600000US1772156,"Spring Valley city, Illinois",5282,4497,85.1,181,3.4
1600000US1772221,"Standard village, Illinois",266,251,94.4,0,0
1600000US1772234,"Standard City village, Illinois",191,188,98.4,0,0
1600000US1772260,"Stanford village, Illinois",712,685,96.2,0,0
1600000US1772403,"Staunton city, Illinois",5036,5036,100,0,0
1600000US1772468,"Steeleville village, Illinois",2284,2171,95.1,79,3.5
1600000US1772520,"Steger village, Illinois",9439,6164,65.3,2357,25
1600000US1772546,"Sterling city, Illinois",14810,12798,86.4,396,2.7
1600000US1772624,"Steward village, Illinois",318,307,96.5,5,1.6
1600000US1772650,"Stewardson village, Illinois",723,704,97.4,0,0
1600000US1772676,"Stickney village, Illinois",6732,4388,65.2,33,0.5
1600000US1772702,"Stillman Valley village, Illinois",1091,1086,99.5,0,0
1600000US1772780,"Stockton village, Illinois",2027,1982,97.8,2,0.1
1600000US1772884,"Stonefort village, Illinois",346,264,76.3,13,3.8
1600000US1772923,"Stone Park village, Illinois",4923,2417,49.1,131,2.7
1600000US1772949,"Stonington village, Illinois",906,895,98.8,0,0
1600000US1773027,"Stoy village, Illinois",87,87,100,0,0
1600000US1773040,"Strasburg village, Illinois",473,469,99.2,0,0
1600000US1773131,"Strawn village, Illinois",94,92,97.9,0,0
1600000US1773157,"Streamwood village, Illinois",40413,25894,64.1,1746,4.3
1600000US1773170,"Streator city, Illinois",12791,11681,91.3,488,3.8
1600000US1773261,"Stronghurst village, Illinois",932,922,98.9,2,0.2
1600000US1773287,"Sublette village, Illinois",454,443,97.6,2,0.4
1600000US1773391,"Sugar Grove village, Illinois",9545,8212,86,588,6.2
1600000US1773495,"Sullivan city, Illinois",4538,4408,97.1,48,1.1
1600000US1773547,"Summerfield village, Illinois",405,399,98.5,0,0
1600000US1773638,"Summit village, Illinois",11340,7363,64.9,715,6.3
1600000US1773703,"Sumner city, Illinois",3192,1655,51.8,1435,45
1600000US1773943,"Sun River Terrace village, Illinois",422,35,8.3,368,87.2
1600000US1774119,"Swansea village, Illinois",13863,10909,78.7,2120,15.3
1600000US1774223,"Sycamore city, Illinois",17725,15936,89.9,695,3.9
1600000US1774275,"Symerton village, Illinois",105,105,100,0,0
1600000US1774301,"Table Grove village, Illinois",501,497,99.2,0,0
1600000US1774379,"Tallula village, Illinois",488,485,99.4,0,0
