GEO_ID,NAME,DP05_0032E,DP05_0032PE,DP05_0033E,DP05_0033PE,DP05_0034E,DP05_0034PE,DP05_0035E,DP05_0035PE,DP05_0036E,DP05_0036PE,DP05_0037E,DP05_0037PE,DP05_0038E,DP05_0038PE,DP05_0039E,DP05_0039PE,DP05_0040E,DP05_0040PE,DP05_0041E,DP05_0041PE,DP05_0042E,DP05_0042PE,DP05_0043E,DP05_0043PE,DP05_0044E,DP05_0044PE,DP05_0045E,DP05_0045PE,DP05_0046E,DP05_0046PE,DP05_0047E,DP05_0047PE,DP05_0048E,DP05_0048PE,DP05_0049E,DP05_0049PE,DP05_0050E,DP05_0050PE,DP05_0051E,DP05_0051PE,DP05_0052E,DP05_0052PE,DP05_0053E,DP05_0053PE,DP05_0054E,DP05_0054PE,DP05_0055E,DP05_0055PE,DP05_0056E,DP05_0056PE,DP05_0057E,DP05_0057PE,DP05_0058E,DP05_0058PE,DP05_0059E,DP05_0059PE,DP05_0060E,DP05_0060PE,DP05_0061E,DP05_0061PE,DP05_0061PM,DP05_0062E,DP05_0062PE,DP05_0063E,DP05_0063PE,DP05_0064E,DP05_0064PE,DP05_0065E,DP05_0065PE,DP05_0066E,DP05_0066PE,DP05_0067E,DP05_0067PE,DP05_0068E,DP05_0068PE,DP05_0069E,DP05_0069PE,DP05_0070E,DP05_0070PE,DP05_0071E,DP05_0071PE,DP05_0072E,DP05_0072PE,DP05_0073E,DP05_0073PE,DP05_0074E,DP05_0074PE,DP05_0075E,DP05_0075PE,DP05_0076E,DP05_0076PE,DP05_0077E,DP05_0077PE,DP05_0078E,DP05_0078PE,DP05_0079E,DP05_0079PE,DP05_0080E,DP05_0080PE,DP05_0081E,DP05_0081PE,DP05_0082E,DP05_0082PE,DP05_0083E,DP05_0083PE,DP05_0084E,DP05_0084PE,DP05_0085E,DP05_0085PE,DP05_0086E,DP05_0086PE,DP05_0087E,DP05_0087PE,DP05_0088E,DP05_0088PE,DP05_0089E,DP05_0089PE,DP05_0001E,DP05_0001PE,DP05_0002E,DP05_0002PE,DP05_0003E,DP05_0003PE,DP05_0004E,DP05_0004PE,DP05_0005E,DP05_0005PE,DP05_0006E,DP05_0006PE,DP05_0007E,DP05_0007PE,DP05_0008E,DP05_0008PE,DP05_0009E,DP05_0009PE,DP05_0010E,DP05_0010PE,DP05_0011E,DP05_0011PE,DP05_0012E,DP05_0012PE,DP05_0013E,DP05_0013PE,DP05_0014E,DP05_0014PE,DP05_0015E,DP05_0015PE,DP05_0016E,DP05_0016PE,DP05_0017E,DP05_0017PE,DP05_0018E,DP05_0018PE,DP05_0019E,DP05_0019PE,DP05_0020E,DP05_0020PE,DP05_0021E,DP05_0021PE,DP05_0022E,DP05_0022PE,DP05_0023E,DP05_0023PE,DP05_0024E,DP05_0024PE,DP05_0025E,DP05_0025PE,DP05_0026E,DP05_0026PE,DP05_0027E,DP05_0027PE,DP05_0028E,DP05_0028PE,DP05_0029E,DP05_0029PE,DP05_0030E,DP05_0030PE,DP05_0031E,DP05_0031PE
1600000US1747111,"Marquette Heights city, Illinois",75,(X),2553,2553,2469,96.7,84,3.3,2469,96.7,2455,96.2,12,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1,2,0.1,0,0,0,0,0,0,0,0,84,3.3,6,0.2,4,0.2,0,0,1.1,0,0,2553,2553,2539,99.5,18,0.7,4,0.2,4,0.2,6,0.2,70,2.7,2553,2553,141,5.5,141,5.5,0,0,0,0,0,0,2412,94.5,2384,93.4,12,0.5,0,0,0,0,2,0.1,0,0,14,0.5,0,0,14,0.5,964,(X),1871,1871,917,49,954,51,2553,2553,1243,48.7,1310,51.3,94.9,(X),163,6.4,220,8.6,136,5.3,218,8.5,124,4.9,327,12.8,398,15.6,329,12.9,139,5.4,163,6.4,186,7.3,121,4.7,29,1.1,37.7,(X),682,26.7,1990,77.9,1871,73.3,1773,69.4,435,17,336,13.2,1871,1871,917,49,954,51,96.1,(X),336,336,144,42.9,192,57.1
1600000US1747150,"Marseilles city, Illinois",74.8,(X),5088,5088,5053,99.3,35,0.7,5053,99.3,4938,97.1,24,0.5,24,0.5,0,0,24,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1.3,35,0.7,11,0.2,7,0.1,17,0.3,0.5,0,0,5088,5088,4973,97.7,35,0.7,31,0.6,17,0.3,0,0,67,1.3,5088,5088,223,4.4,204,4,5,0.1,14,0.3,0,0,4865,95.6,4781,94,14,0.3,24,0.5,0,0,0,0,11,0.2,35,0.7,0,0,35,0.7,2304,(X),3644,3644,1591,43.7,2053,56.3,5088,5088,2342,46,2746,54,85.3,(X),439,8.6,409,8,377,7.4,225,4.4,298,5.9,719,14.1,533,10.5,669,13.1,304,6,332,6.5,391,7.7,308,6.1,84,1.7,36.1,(X),1394,27.4,3820,75.1,3694,72.6,3573,70.2,976,19.2,783,15.4,3694,3694,1625,44,2069,56,78.5,(X),783,783,335,42.8,448,57.2
1600000US1747163,"Marshall city, Illinois",84,(X),3401,3401,3385,99.5,16,0.5,3385,99.5,3334,98,25,0.7,0,0,0,0,0,0,0,0,0,0,4,0.1,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.6,16,0.5,16,0.5,0,0,0,0,0.8,0,0,3401,3401,3350,98.5,41,1.2,0,0,4,0.1,0,0,22,0.6,3401,3401,39,1.1,39,1.1,0,0,0,0,0,0,3362,98.9,3317,97.5,25,0.7,0,0,4,0.1,0,0,0,0,16,0.5,0,0,16,0.5,1629,(X),2651,2651,1229,46.4,1422,53.6,3401,3401,1627,47.8,1774,52.2,91.7,(X),160,4.7,254,7.5,245,7.2,160,4.7,255,7.5,351,10.3,390,11.5,474,13.9,184,5.4,190,5.6,318,9.4,258,7.6,162,4.8,41,(X),736,21.6,2705,79.5,2665,78.4,2539,74.7,842,24.8,738,21.7,2665,2665,1243,46.6,1422,53.4,87.4,(X),738,738,337,45.7,401,54.3
1600000US1747254,"Martinsville city, Illinois",79.3,(X),1289,1289,1240,96.2,49,3.8,1240,96.2,1229,95.3,0,0,11,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3.8,43,3.3,2,0.2,4,0.3,0.5,0,0,1289,1289,1278,99.1,43,3.3,13,1,4,0.3,0,0,0,0,1289,1289,18,1.4,16,1.2,0,0,0,0,2,0.2,1271,98.6,1213,94.1,0,0,11,0.9,0,0,0,0,0,0,47,3.6,0,0,47,3.6,571,(X),899,899,414,46.1,485,53.9,1289,1289,621,48.2,668,51.8,93,(X),108,8.4,86,6.7,140,10.9,120,9.3,78,6.1,133,10.3,175,13.6,167,13,37,2.9,46,3.6,104,8.1,64,5,31,2.4,33.4,(X),390,30.3,931,72.2,899,69.7,829,64.3,232,18,199,15.4,899,899,414,46.1,485,53.9,85.4,(X),199,199,88,44.2,111,55.8
1600000US1747280,"Martinton village, Illinois",137.5,(X),356,356,343,96.3,13,3.7,343,96.3,333,93.5,8,2.2,0,0,0,0,0,0,0,0,0,0,2,0.6,0,0,0,0,0,0,0,0,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3.7,0,0,0,0,0,0,7.4,0,0,356,356,346,97.2,8,2.2,0,0,2,0.6,0,0,13,3.7,356,356,29,8.1,29,8.1,0,0,0,0,0,0,327,91.9,317,89,8,2.2,0,0,2,0.6,0,0,0,0,0,0,0,0,0,0,158,(X),253,253,119,47,134,53,356,356,179,50.3,177,49.7,101.1,(X),23,6.5,31,8.7,30,8.4,26,7.3,25,7,50,14,26,7.3,61,17.1,24,6.7,22,6.2,27,7.6,10,2.8,1,0.3,33.7,(X),103,28.9,264,74.2,253,71.1,244,68.5,53,14.9,38,10.7,253,253,119,47,134,53,88.8,(X),38,38,22,57.9,16,42.1
1600000US1747397,"Maryville village, Illinois",87.4,(X),7955,7955,7771,97.7,184,2.3,7771,97.7,7272,91.4,308,3.9,0,0,0,0,0,0,0,0,0,0,191,2.4,154,1.9,0,0,15,0.2,0,0,0,0,0,0,22,0.3,0,0,0,0,0,0,0,0,0,0,0,0,184,2.3,37,0.5,44,0.6,59,0.7,1.1,44,0.6,7955,7955,7412,93.2,389,4.9,88,1.1,250,3.1,0,0,0,0,7955,7955,259,3.3,124,1.6,58,0.7,29,0.4,48,0.6,7696,96.7,7022,88.3,308,3.9,0,0,191,2.4,0,0,0,0,175,2.2,0,0,175,2.2,3610,(X),6389,6389,3183,49.8,3206,50.2,7955,7955,4032,50.7,3923,49.3,102.8,(X),415,5.2,378,4.8,424,5.3,344,4.3,402,5.1,956,12,1069,13.4,1143,14.4,418,5.3,800,10.1,741,9.3,563,7.1,302,3.8,44.9,(X),1444,18.2,6642,83.5,6511,81.8,6385,80.3,2149,27,1606,20.2,6511,6511,3277,50.3,3234,49.7,101.3,(X),1606,1606,749,46.6,857,53.4
1600000US1747423,"Mascoutah city, Illinois",81.8,(X),8007,8007,7752,96.8,255,3.2,7752,96.8,7187,89.8,338,4.2,15,0.2,0,0,0,0,0,0,0,0,111,1.4,0,0,14,0.2,34,0.4,11,0.1,27,0.3,0,0,25,0.3,27,0.3,27,0.3,0,0,0,0,0,0,74,0.9,255,3.2,113,1.4,64,0.8,51,0.6,0.7,0,0,8007,8007,7442,92.9,451,5.6,79,1,162,2,27,0.3,101,1.3,8007,8007,119,1.5,119,1.5,0,0,0,0,0,0,7888,98.5,7068,88.3,338,4.2,15,0.2,111,1.4,27,0.3,74,0.9,255,3.2,27,0.3,228,2.8,3252,(X),5553,5553,2582,46.5,2971,53.5,8007,8007,3826,47.8,4181,52.2,91.5,(X),387,4.8,765,9.6,905,11.3,519,6.5,390,4.9,933,11.7,1186,14.8,1079,13.5,387,4.8,420,5.2,565,7.1,324,4,147,1.8,35.9,(X),2389,29.8,5785,72.2,5618,70.2,5335,66.6,1231,15.4,1036,12.9,5618,5618,2614,46.5,3004,53.5,87,(X),1036,1036,466,45,570,55
1600000US1747449,"Mason town, Illinois",71.9,(X),302,302,295,97.7,7,2.3,295,97.7,295,97.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.3,1,0.3,2,0.7,0,0,8.7,0,0,302,302,302,100,1,0.3,2,0.7,0,0,4,1.3,0,0,302,302,0,0,0,0,0,0,0,0,0,0,302,100,295,97.7,0,0,0,0,0,0,0,0,0,0,7,2.3,0,0,7,2.3,138,(X),234,234,116,49.6,118,50.4,302,302,157,52,145,48,108.3,(X),24,7.9,20,6.6,15,5,14,4.6,9,3,49,16.2,36,11.9,28,9.3,22,7.3,30,9.9,25,8.3,24,7.9,6,2,40.3,(X),68,22.5,238,78.8,234,77.5,229,75.8,80,26.5,55,18.2,234,234,116,49.6,118,50.4,98.3,(X),55,55,23,41.8,32,58.2
1600000US1747475,"Mason City city, Illinois",59.5,(X),2364,2364,2364,100,0,0,2364,100,2293,97,50,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.9,0,0,0,0,0,0,0,0,1.2,0,0,2364,2364,2293,97,50,2.1,0,0,0,0,0,0,21,0.9,2364,2364,21,0.9,0,0,0,0,0,0,21,0.9,2343,99.1,2293,97,50,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,(X),1911,1911,934,48.9,977,51.1,2364,2364,1142,48.3,1222,51.7,93.5,(X),94,4,100,4.2,163,6.9,203,8.6,152,6.4,245,10.4,272,11.5,294,12.4,173,7.3,108,4.6,260,11,140,5.9,160,6.8,43,(X),453,19.2,1963,83,1911,80.8,1772,75,614,26,560,23.7,1911,1911,934,48.9,977,51.1,95.6,(X),560,560,209,37.3,351,62.7
1600000US1747527,"Matherville village, Illinois",142.9,(X),923,923,916,99.2,7,0.8,916,99.2,903,97.8,0,0,2,0.2,0,0,0,0,0,0,0,0,11,1.2,0,0,0,0,11,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.8,0,0,0,0,6,0.7,0.8,0,0,923,923,910,98.6,0,0,2,0.2,17,1.8,0,0,1,0.1,923,923,81,8.8,81,8.8,0,0,0,0,0,0,842,91.2,822,89.1,0,0,2,0.2,11,1.2,0,0,0,0,7,0.8,1,0.1,6,0.7,404,(X),616,616,292,47.4,324,52.6,923,923,420,45.5,503,54.5,83.5,(X),60,6.5,100,10.8,80,8.7,101,10.9,45,4.9,88,9.5,123,13.3,117,12.7,40,4.3,50,5.4,78,8.5,41,4.4,0,0,34.3,(X),305,33,649,70.3,618,67,582,63.1,149,16.1,119,12.9,618,618,292,47.2,326,52.8,89.6,(X),119,119,70,58.8,49,41.2
1600000US1747540,"Matteson village, Illinois",49.4,(X),19336,19336,18867,97.6,469,2.4,18867,97.6,2734,14.1,15625,80.8,0,0,0,0,0,0,0,0,0,0,309,1.6,53,0.3,123,0.6,59,0.3,7,0,18,0.1,40,0.2,9,0,0,0,0,0,0,0,0,0,0,0,199,1,469,2.4,99,0.5,38,0.2,13,0.1,0.1,19,0.1,19336,19336,3028,15.7,15922,82.3,192,1,489,2.5,24,0.1,311,1.6,19336,19336,537,2.8,206,1.1,295,1.5,0,0,36,0.2,18799,97.2,2397,12.4,15624,80.8,0,0,309,1.6,0,0,0,0,469,2.4,112,0.6,357,1.8,7906,(X),15078,15078,6478,43,8600,57,19336,19336,8822,45.6,10514,54.4,83.9,(X),795,4.1,1242,6.4,1443,7.5,855,4.4,1585,8.2,2048,10.6,2540,13.1,3105,16.1,1538,8,1278,6.6,1802,9.3,742,3.8,363,1.9,41.5,(X),3981,20.6,15582,80.6,15355,79.4,14705,76,3607,18.7,2907,15,15355,15355,6635,43.2,8720,56.8,76.1,(X),2907,2907,961,33.1,1946,66.9
1600000US1747553,"Mattoon city, Illinois",62.9,(X),17597,17597,17405,98.9,192,1.1,17405,98.9,16954,96.3,357,2,25,0.1,4,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,54,0.3,192,1.1,141,0.8,21,0.1,10,0.1,0.1,0,0,17597,17597,17144,97.4,507,2.9,53,0.3,17,0.1,8,0,67,0.4,17597,17597,294,1.7,204,1.2,29,0.2,16,0.1,45,0.3,17303,98.3,16741,95.1,349,2,25,0.1,7,0,0,0,0,0,181,1,2,0,179,1,8422,(X),13674,13674,6406,46.8,7268,53.2,17597,17597,8393,47.7,9204,52.3,91.2,(X),1034,5.9,1030,5.9,1070,6.1,1151,6.5,1166,6.6,2245,12.8,2067,11.7,2129,12.1,1242,7.1,1218,6.9,1519,8.6,1065,6.1,661,3.8,40.2,(X),3818,21.7,14287,81.2,13779,78.3,13215,75.1,4033,22.9,3245,18.4,13779,13779,6449,46.8,7330,53.2,88,(X),3245,3245,1253,38.6,1992,61.4
1600000US1747592,"Maunie village, Illinois",125,(X),175,175,175,100,0,0,175,100,175,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,175,175,175,100,0,0,0,0,0,0,0,0,0,0,175,175,0,0,0,0,0,0,0,0,0,0,175,100,175,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,(X),148,148,81,54.7,67,45.3,175,175,101,57.7,74,42.3,136.5,(X),0,0,5,2.9,12,6.9,18,10.3,20,11.4,10,5.7,31,17.7,8,4.6,21,12,23,13.1,26,14.9,1,0.6,0,0,42.3,(X),27,15.4,153,87.4,148,84.6,140,80,38,21.7,27,15.4,148,148,81,54.7,67,45.3,120.9,(X),27,27,15,55.6,12,44.4
1600000US1747774,"Maywood village, Illinois",69.7,(X),23810,23810,23265,97.7,545,2.3,23265,97.7,3665,15.4,16255,68.3,67,0.3,0,0,0,0,0,0,0,0,174,0.7,0,0,19,0.1,73,0.3,26,0.1,0,0,24,0.1,32,0.1,0,0,0,0,0,0,0,0,0,0,3104,13,545,2.3,67,0.3,125,0.5,17,0.1,0.1,28,0.1,23810,23810,4044,17,16391,68.8,355,1.5,213,0.9,0,0,3371,14.2,23810,23810,6510,27.3,5369,22.5,342,1.4,99,0.4,700,2.9,17300,72.7,860,3.6,16076,67.5,12,0.1,149,0.6,0,0,0,0,203,0.9,0,0,203,0.9,8935,(X),16669,16669,7983,47.9,8686,52.1,23810,23810,11498,48.3,12312,51.7,93.4,(X),1454,6.1,1385,5.8,1538,6.5,1782,7.5,1960,8.2,3423,14.4,2828,11.9,3269,13.7,1582,6.6,1362,5.7,1795,7.5,1058,4.4,374,1.6,36.4,(X),5448,22.9,19070,80.1,18362,77.1,17296,72.6,3942,16.6,3227,13.6,18362,18362,8754,47.7,9608,52.3,91.1,(X),3227,3227,1325,41.1,1902,58.9
1600000US1747787,"Mazon village, Illinois",60,(X),1002,1002,997,99.5,5,0.5,997,99.5,993,99.1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.4,0,0,0,0,4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.5,0,0,0,0,5,0.5,0.7,0,0,1002,1002,998,99.6,0,0,0,0,9,0.9,0,0,0,0,1002,1002,79,7.9,53,5.3,0,0,0,0,26,2.6,923,92.1,914,91.2,0,0,0,0,4,0.4,0,0,0,0,5,0.5,0,0,5,0.5,422,(X),747,747,386,51.7,361,48.3,1002,1002,507,50.6,495,49.4,102.4,(X),61,6.1,63,6.3,73,7.3,78,7.8,71,7.1,160,16,130,13,110,11,95,9.5,33,3.3,61,6.1,53,5.3,14,1.4,34.5,(X),251,25,785,78.3,751,75,709,70.8,146,14.6,128,12.8,751,751,386,51.4,365,48.6,105.8,(X),128,128,48,37.5,80,62.5
1600000US1748021,"Mechanicsburg village, Illinois",38.5,(X),729,729,720,98.8,9,1.2,720,98.8,717,98.4,3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.2,9,1.2,0,0,0,0,3.7,0,0,729,729,726,99.6,12,1.6,0,0,0,0,0,0,0,0,729,729,13,1.8,0,0,0,0,0,0,13,1.8,716,98.2,704,96.6,3,0.4,0,0,0,0,0,0,0,0,9,1.2,0,0,9,1.2,291,(X),556,556,292,52.5,264,47.5,729,729,389,53.4,340,46.6,114.4,(X),50,6.9,60,8.2,34,4.7,52,7.1,49,6.7,73,10,122,16.7,97,13.3,50,6.9,34,4.7,50,6.9,34,4.7,24,3.3,38.9,(X),171,23.5,569,78.1,558,76.5,526,72.2,136,18.7,108,14.8,558,558,292,52.3,266,47.7,109.8,(X),108,108,30,27.8,78,72.2
1600000US1748073,"Media village, Illinois",100,(X),104,104,101,97.1,3,2.9,101,97.1,101,97.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.9,0,0,3,2.9,0,0,23,0,0,104,104,104,100,0,0,3,2.9,0,0,0,0,0,0,104,104,0,0,0,0,0,0,0,0,0,0,104,100,101,97.1,0,0,0,0,0,0,0,0,0,0,3,2.9,0,0,3,2.9,44,(X),77,77,38,49.4,39,50.6,104,104,57,54.8,47,45.2,121.3,(X),17,16.3,4,3.8,4,3.8,3,2.9,3,2.9,9,8.7,17,16.3,9,8.7,17,16.3,7,6.7,4,3.8,9,8.7,1,1,41.6,(X),27,26,79,76,77,74,76,73.1,16,15.4,14,13.5,77,77,38,49.4,39,50.6,97.4,(X),14,14,7,50,7,50
1600000US1748138,"Medora village, Illinois",108.3,(X),410,410,410,100,0,0,410,100,407,99.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.7,3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,410,410,407,99.3,0,0,0,0,0,0,3,0.7,0,0,410,410,0,0,0,0,0,0,0,0,0,0,410,100,407,99.3,0,0,0,0,0,0,3,0.7,0,0,0,0,0,0,0,0,216,(X),314,314,159,50.6,155,49.4,410,410,217,52.9,193,47.1,112.4,(X),27,6.6,20,4.9,28,6.8,28,6.8,8,2,74,18,61,14.9,62,15.1,27,6.6,25,6.1,28,6.8,22,5.4,0,0,42.3,(X),96,23.4,335,81.7,314,76.6,306,74.6,70,17.1,50,12.2,314,314,159,50.6,155,49.4,102.6,(X),50,50,26,52,24,48
1600000US1748242,"Melrose Park village, Illinois",57.4,(X),25311,25311,25157,99.4,154,0.6,25157,99.4,14755,58.3,1537,6.1,111,0.4,0,0,0,0,0,0,0,0,182,0.7,3,0,0,0,149,0.6,0,0,0,0,0,0,30,0.1,0,0,0,0,0,0,0,0,0,0,8572,33.9,154,0.6,0,0,20,0.1,22,0.1,0.1,0,0,25311,25311,14867,58.7,1589,6.3,141,0.6,204,0.8,0,0,8674,34.3,25311,25311,18777,74.2,15634,61.8,1359,5.4,243,1,1541,6.1,6534,25.8,4984,19.7,1352,5.3,0,0,175,0.7,0,0,0,0,23,0.1,5,0,18,0.1,8285,(X),13063,13063,6094,46.7,6969,53.3,25311,25311,13093,51.7,12218,48.3,107.2,(X),1944,7.7,2103,8.3,2170,8.6,1704,6.7,1296,5.1,3965,15.7,4391,17.3,2609,10.3,1328,5.2,1134,4.5,1418,5.6,917,3.6,332,1.3,33.9,(X),7330,29,18652,73.7,17981,71,17044,67.3,3268,12.9,2667,10.5,17981,17981,8946,49.8,9035,50.2,99,(X),2667,2667,973,36.5,1694,63.5
1600000US1748268,"Melvin village, Illinois",72.5,(X),516,516,507,98.3,9,1.7,507,98.3,497,96.3,0,0,1,0.2,0,0,0,0,0,0,0,0,7,1.4,0,0,0,0,0,0,7,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,9,1.7,1,0.2,3,0.6,5,1,1.6,0,0,516,516,506,98.1,1,0.2,4,0.8,12,2.3,0,0,2,0.4,516,516,32,6.2,29,5.6,3,0.6,0,0,0,0,484,93.8,467,90.5,0,0,1,0.2,7,1.4,0,0,0,0,9,1.7,0,0,9,1.7,267,(X),353,353,176,49.9,177,50.1,516,516,234,45.3,282,54.7,83,(X),24,4.7,77,14.9,40,7.8,24,4.7,36,7,57,11,59,11.4,48,9.3,44,8.5,38,7.4,35,6.8,21,4.1,13,2.5,35,(X),161,31.2,372,72.1,355,68.8,348,67.4,89,17.2,69,13.4,355,355,178,50.1,177,49.9,100.6,(X),69,69,29,42,40,58
1600000US1748307,"Mendon village, Illinois",74.5,(X),915,915,915,100,0,0,915,100,913,99.8,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,915,915,913,99.8,2,0.2,0,0,0,0,0,0,0,0,915,915,0,0,0,0,0,0,0,0,0,0,915,100,913,99.8,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,(X),714,714,338,47.3,376,52.7,915,915,460,50.3,455,49.7,101.1,(X),30,3.3,67,7.3,57,6.2,70,7.7,40,4.4,113,12.3,101,11,139,15.2,60,6.6,46,5,83,9.1,68,7.4,41,4.5,44.1,(X),201,22,740,80.9,714,78,689,75.3,226,24.7,192,21,714,714,338,47.3,376,52.7,89.9,(X),192,192,82,42.7,110,57.3
1600000US1748333,"Mendota city, Illinois",72.6,(X),7035,7035,6891,98,144,2,6891,98,6448,91.7,63,0.9,19,0.3,0,0,0,0,0,0,0,0,67,1,49,0.7,0,0,0,0,11,0.2,0,0,0,0,7,0.1,0,0,0,0,0,0,0,0,0,0,294,4.2,144,2,46,0.7,7,0.1,51,0.7,0.9,0,0,7035,7035,6592,93.7,109,1.5,26,0.4,139,2,21,0.3,313,4.4,7035,7035,2113,30,1827,26,26,0.4,0,0,260,3.7,4922,70,4655,66.2,63,0.9,19,0.3,67,1,0,0,0,0,118,1.7,0,0,118,1.7,3038,(X),4914,4914,2316,47.1,2598,52.9,7035,7035,3491,49.6,3544,50.4,98.5,(X),477,6.8,378,5.4,464,6.6,596,8.5,481,6.8,784,11.1,947,13.5,742,10.5,497,7.1,407,5.8,625,8.9,469,6.7,168,2.4,38.7,(X),1765,25.1,5611,79.8,5270,74.9,4958,70.5,1447,20.6,1262,17.9,5270,5270,2575,48.9,2695,51.1,95.5,(X),1262,1262,531,42.1,731,57.9
1600000US1748359,"Menominee village, Illinois",172.2,(X),235,235,223,94.9,12,5.1,223,94.9,211,89.8,9,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.3,12,5.1,3,1.3,0,0,2,0.9,1.7,0,0,235,235,223,94.9,12,5.1,0,0,2,0.9,0,0,10,4.3,235,235,16,6.8,16,6.8,0,0,0,0,0,0,219,93.2,205,87.2,9,3.8,0,0,0,0,0,0,0,0,5,2.1,0,0,5,2.1,92,(X),166,166,89,53.6,77,46.4,235,235,118,50.2,117,49.8,100.9,(X),16,6.8,21,8.9,20,8.5,9,3.8,12,5.1,27,11.5,9,3.8,36,15.3,19,8.1,17,7.2,39,16.6,6,2.6,4,1.7,46.2,(X),65,27.7,177,75.3,170,72.3,166,70.6,59,25.1,49,20.9,170,170,91,53.5,79,46.5,115.2,(X),49,49,31,63.3,18,36.7
1600000US1748424,"Meredosia village, Illinois",84.4,(X),829,829,827,99.8,2,0.2,827,99.8,827,99.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0,0,2,0.2,0,0,3.3,0,0,829,829,829,100,0,0,2,0.2,0,0,0,0,0,0,829,829,0,0,0,0,0,0,0,0,0,0,829,100,827,99.8,0,0,0,0,0,0,0,0,0,0,2,0.2,0,0,2,0.2,416,(X),652,652,303,46.5,349,53.5,829,829,368,44.4,461,55.6,79.8,(X),36,4.3,73,8.8,61,7.4,7,0.8,15,1.8,83,10,75,9,126,15.2,59,7.1,58,7,181,21.8,41,4.9,14,1.7,50.4,(X),177,21.4,659,79.5,652,78.6,649,78.3,265,32,236,28.5,652,652,303,46.5,349,53.5,86.8,(X),236,236,108,45.8,128,54.2
1600000US1748554,"Merrionette Park village, Illinois",89.9,(X),2163,2163,2136,98.8,27,1.2,2136,98.8,1745,80.7,185,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,9.5,27,1.2,23,1.1,0,0,4,0.2,0.5,0,0,2163,2163,1772,81.9,208,9.6,0,0,4,0.2,0,0,206,9.5,2163,2163,341,15.8,253,11.7,50,2.3,0,0,38,1.8,1822,84.2,1610,74.4,185,8.6,0,0,0,0,0,0,0,0,27,1.2,0,0,27,1.2,1006,(X),1566,1566,770,49.2,796,50.8,2163,2163,1096,50.7,1067,49.3,102.7,(X),124,5.7,161,7.4,162,7.5,141,6.5,150,6.9,323,14.9,263,12.2,210,9.7,215,9.9,150,6.9,161,7.4,78,3.6,25,1.2,36.7,(X),556,25.7,1650,76.3,1607,74.3,1534,70.9,362,16.7,264,12.2,1607,1607,803,50,804,50,99.9,(X),264,264,125,47.3,139,52.7
