GEO_ID,NAME,DP05_0032E,DP05_0032PE,DP05_0033E,DP05_0033PE,DP05_0034E,DP05_0034PE,DP05_0035E,DP05_0035PE,DP05_0036E,DP05_0036PE,DP05_0037E,DP05_0037PE,DP05_0038E,DP05_0038PE,DP05_0039E,DP05_0039PE,DP05_0040E,DP05_0040PE,DP05_0041E,DP05_0041PE,DP05_0042E,DP05_0042PE,DP05_0043E,DP05_0043PE,DP05_0044E,DP05_0044PE,DP05_0045E,DP05_0045PE,DP05_0046E,DP05_0046PE,DP05_0047E,DP05_0047PE,DP05_0048E,DP05_0048PE,DP05_0049E,DP05_0049PE,DP05_0050E,DP05_0050PE,DP05_0051E,DP05_0051PE,DP05_0052E,DP05_0052PE,DP05_0053E,DP05_0053PE,DP05_0054E,DP05_0054PE,DP05_0055E,DP05_0055PE,DP05_0056E,DP05_0056PE,DP05_0057E,DP05_0057PE,DP05_0058E,DP05_0058PE,DP05_0059E,DP05_0059PE,DP05_0060E,DP05_0060PE,DP05_0061E,DP05_0061PE,DP05_0061PM,DP05_0062E,DP05_0062PE,DP05_0063E,DP05_0063PE,DP05_0064E,DP05_0064PE,DP05_0065E,DP05_0065PE,DP05_0066E,DP05_0066PE,DP05_0067E,DP05_0067PE,DP05_0068E,DP05_0068PE,DP05_0069E,DP05_0069PE,DP05_0070E,DP05_0070PE,DP05_0071E,DP05_0071PE,DP05_0072E,DP05_0072PE,DP05_0073E,DP05_0073PE,DP05_0074E,DP05_0074PE,DP05_0075E,DP05_0075PE,DP05_0076E,DP05_0076PE,DP05_0077E,DP05_0077PE,DP05_0078E,DP05_0078PE,DP05_0079E,DP05_0079PE,DP05_0080E,DP05_0080PE,DP05_0081E,DP05_0081PE,DP05_0082E,DP05_0082PE,DP05_0083E,DP05_0083PE,DP05_0084E,DP05_0084PE,DP05_0085E,DP05_0085PE,DP05_0086E,DP05_0086PE,DP05_0087E,DP05_0087PE,DP05_0088E,DP05_0088PE,DP05_0089E,DP05_0089PE,DP05_0001E,DP05_0001PE,DP05_0002E,DP05_0002PE,DP05_0003E,DP05_0003PE,DP05_0004E,DP05_0004PE,DP05_0005E,DP05_0005PE,DP05_0006E,DP05_0006PE,DP05_0007E,DP05_0007PE,DP05_0008E,DP05_0008PE,DP05_0009E,DP05_0009PE,DP05_0010E,DP05_0010PE,DP05_0011E,DP05_0011PE,DP05_0012E,DP05_0012PE,DP05_0013E,DP05_0013PE,DP05_0014E,DP05_0014PE,DP05_0015E,DP05_0015PE,DP05_0016E,DP05_0016PE,DP05_0017E,DP05_0017PE,DP05_0018E,DP05_0018PE,DP05_0019E,DP05_0019PE,DP05_0020E,DP05_0020PE,DP05_0021E,DP05_0021PE,DP05_0022E,DP05_0022PE,DP05_0023E,DP05_0023PE,DP05_0024E,DP05_0024PE,DP05_0025E,DP05_0025PE,DP05_0026E,DP05_0026PE,DP05_0027E,DP05_0027PE,DP05_0028E,DP05_0028PE,DP05_0029E,DP05_0029PE,DP05_0030E,DP05_0030PE,DP05_0031E,DP05_0031PE
1600000US1705261,"Benson village, Illinois",56.3,(X),496,496,496,100,0,0,496,100,496,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,496,496,496,100,0,0,0,0,0,0,0,0,0,0,496,496,0,0,0,0,0,0,0,0,0,0,496,100,496,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,(X),370,370,201,54.3,169,45.7,496,496,256,51.6,240,48.4,106.7,(X),34,6.9,16,3.2,54,10.9,31,6.3,46,9.3,77,15.5,64,12.9,41,8.3,40,8.1,18,3.6,32,6.5,36,7.3,7,1.4,34.2,(X),126,25.4,378,76.2,370,74.6,351,70.8,83,16.7,75,15.1,370,370,201,54.3,169,45.7,118.9,(X),75,75,27,36,48,64
1600000US1705274,"Bentley town, Illinois",-,(X),20,20,20,100,0,0,20,100,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,20,20,20,100,0,0,0,0,0,0,0,0,0,0,20,20,2,10,2,10,0,0,0,0,0,0,18,90,18,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,(X),18,18,13,72.2,5,27.8,20,20,14,70,6,30,233.3,(X),2,10,0,0,0,0,0,0,2,10,3,15,0,0,0,0,4,20,4,20,4,20,0,0,1,5,58.7,(X),2,10,18,90,18,90,18,90,8,40,5,25,18,18,13,72.2,5,27.8,260,(X),5,5,5,100,0,0
1600000US1705300,"Benton city, Illinois",60.5,(X),6980,6980,6912,99,68,1,6912,99,6630,95,92,1.3,0,0,0,0,0,0,0,0,0,0,128,1.8,0,0,23,0.3,0,0,21,0.3,0,0,84,1.2,0,0,21,0.3,21,0.3,0,0,0,0,0,0,41,0.6,68,1,18,0.3,14,0.2,36,0.5,0.6,0,0,6980,6980,6698,96,110,1.6,14,0.2,164,2.3,21,0.3,41,0.6,6980,6980,173,2.5,130,1.9,20,0.3,23,0.3,0,0,6807,97.5,6579,94.3,49,0.7,0,0,90,1.3,21,0.3,0,0,68,1,0,0,68,1,3364,(X),5555,5555,2661,47.9,2894,52.1,6980,6980,3408,48.8,3572,51.2,95.4,(X),462,6.6,317,4.5,356,5.1,400,5.7,371,5.3,884,12.7,907,13,832,11.9,620,8.9,367,5.3,579,8.3,545,7.8,340,4.9,41.5,(X),1398,20,5741,82.2,5582,80,5358,76.8,1704,24.4,1464,21,5582,5582,2666,47.8,2916,52.2,91.4,(X),1464,1464,552,37.7,912,62.3
1600000US1705404,"Berkeley village, Illinois",77.9,(X),5171,5171,5093,98.5,78,1.5,5093,98.5,2775,53.7,1496,28.9,43,0.8,0,0,0,0,0,0,0,0,171,3.3,65,1.3,23,0.4,44,0.9,0,0,6,0.1,30,0.6,3,0.1,30,0.6,0,0,0,0,0,0,30,0.6,578,11.2,78,1.5,5,0.1,0,0,0,0,0.5,0,0,5171,5171,2787,53.9,1501,29,70,1.4,210,4.1,57,1.1,651,12.6,5171,5171,1906,36.9,1608,31.1,203,3.9,15,0.3,80,1.5,3265,63.1,1511,29.2,1496,28.9,43,0.8,171,3.3,0,0,0,0,44,0.9,39,0.8,5,0.1,1816,(X),3703,3703,1752,47.3,1951,52.7,5171,5171,2585,50,2586,50,100,(X),322,6.2,273,5.3,244,4.7,334,6.5,350,6.8,841,16.3,456,8.8,678,13.1,571,11,371,7.2,358,6.9,197,3.8,176,3.4,40.1,(X),1115,21.6,4277,82.7,4056,78.4,3940,76.2,946,18.3,731,14.1,4056,4056,1999,49.3,2057,50.7,97.2,(X),731,731,320,43.8,411,56.2
1600000US1705443,"Berlin village, Illinois",127.8,(X),205,205,205,100,0,0,205,100,199,97.1,6,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,205,205,199,97.1,6,2.9,0,0,0,0,0,0,0,0,205,205,3,1.5,3,1.5,0,0,0,0,0,0,202,98.5,196,95.6,6,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,(X),177,177,90,50.8,87,49.2,205,205,105,51.2,100,48.8,105,(X),3,1.5,14,6.8,9,4.4,3,1.5,6,2.9,36,17.6,26,12.7,27,13.2,22,10.7,18,8.8,27,13.2,13,6.3,1,0.5,48.8,(X),28,13.7,179,87.3,177,86.3,174,84.9,49,23.9,41,20,177,177,90,50.8,87,49.2,103.4,(X),41,41,23,56.1,18,43.9
1600000US1705573,"Berwyn city, Illinois",85.7,(X),55949,55949,54552,97.5,1397,2.5,54552,97.5,31330,56,3799,6.8,221,0.4,0,0,0,0,0,0,0,0,1943,3.5,53,0.1,160,0.3,1333,2.4,0,0,16,0,203,0.4,178,0.3,0,0,0,0,0,0,0,0,0,0,17259,30.8,1397,2.5,214,0.4,177,0.3,213,0.4,0.3,15,0,55949,55949,32577,58.2,4299,7.7,608,1.1,2274,4.1,65,0.1,17801,31.8,55949,55949,35377,63.2,30090,53.8,2830,5.1,257,0.5,2200,3.9,20572,36.8,14501,25.9,3498,6.3,66,0.1,1931,3.5,0,0,26,0,550,1,26,0,524,0.9,19788,(X),34357,34357,16677,48.5,17680,51.5,55949,55949,27597,49.3,28352,50.7,97.3,(X),3865,6.9,3890,7,4093,7.3,3756,6.7,4847,8.7,7427,13.3,8505,15.2,7253,13,3020,5.4,3292,5.9,3408,6.1,1847,3.3,746,1.3,35.1,(X),14294,25.5,43233,77.3,41655,74.5,39588,70.8,7865,14.1,6001,10.7,41655,41655,20626,49.5,21029,50.5,98.1,(X),6001,6001,2769,46.1,3232,53.9
1600000US1705599,"Bethalto village, Illinois",76.9,(X),9311,9311,9158,98.4,153,1.6,9158,98.4,8881,95.4,137,1.5,0,0,0,0,0,0,0,0,0,0,100,1.1,77,0.8,0,0,0,0,9,0.1,0,0,0,0,14,0.2,3,0,0,0,3,0,0,0,0,0,37,0.4,153,1.6,26,0.3,45,0.5,40,0.4,0.6,0,0,9311,9311,9024,96.9,177,1.9,45,0.5,164,1.8,13,0.1,55,0.6,9311,9311,138,1.5,66,0.7,72,0.8,0,0,0,0,9173,98.5,8780,94.3,137,1.5,0,0,100,1.1,3,0,0,0,153,1.6,18,0.2,135,1.4,4313,(X),7115,7115,3300,46.4,3815,53.6,9311,9311,4661,50.1,4650,49.9,100.2,(X),501,5.4,787,8.5,588,6.3,345,3.7,379,4.1,1438,15.4,1125,12.1,1258,13.5,862,9.3,556,6,722,7.8,479,5.1,271,2.9,40.6,(X),2142,23,7359,79,7169,77,6933,74.5,1735,18.6,1472,15.8,7169,7169,3345,46.7,3824,53.3,87.5,(X),1472,1472,640,43.5,832,56.5
1600000US1705612,"Bethany village, Illinois",82.6,(X),1204,1204,1202,99.8,2,0.2,1202,99.8,1202,99.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0,0,2,0.2,0,0,2.3,0,0,1204,1204,1204,100,0,0,2,0.2,0,0,0,0,0,0,1204,1204,1,0.1,1,0.1,0,0,0,0,0,0,1203,99.9,1201,99.8,0,0,0,0,0,0,0,0,0,0,2,0.2,0,0,2,0.2,624,(X),940,940,429,45.6,511,54.4,1204,1204,553,45.9,651,54.1,84.9,(X),37,3.1,97,8.1,74,6.1,59,4.9,28,2.3,119,9.9,136,11.3,129,10.7,70,5.8,172,14.3,151,12.5,83,6.9,49,4.1,48.8,(X),264,21.9,956,79.4,940,78.1,929,77.2,396,32.9,283,23.5,940,940,429,45.6,511,54.4,84,(X),283,283,128,45.2,155,54.8
1600000US1705898,"Biggsville village, Illinois",91.3,(X),316,316,312,98.7,4,1.3,312,98.7,312,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.3,0,0,4,1.3,0,0,8.3,0,0,316,316,316,100,0,0,4,1.3,0,0,0,0,0,0,316,316,0,0,0,0,0,0,0,0,0,0,316,100,312,98.7,0,0,0,0,0,0,0,0,0,0,4,1.3,0,0,4,1.3,161,(X),266,266,133,50,133,50,316,316,155,49.1,161,50.9,96.3,(X),18,5.7,7,2.2,7,2.2,30,9.5,10,3.2,33,10.4,28,8.9,34,10.8,22,7,39,12.3,51,16.1,26,8.2,11,3.5,53.3,(X),50,15.8,277,87.7,266,84.2,252,79.7,112,35.4,88,27.8,266,266,133,50,133,50,100,(X),88,88,42,47.7,46,52.3
1600000US1705976,"Big Rock village, Illinois",132.2,(X),1318,1318,1296,98.3,22,1.7,1296,98.3,1274,96.7,8,0.6,14,1.1,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.7,0,0,10,0.8,0,0,2.1,0,0,1318,1318,1288,97.7,8,0.6,24,1.8,8,0.6,8,0.6,4,0.3,1318,1318,45,3.4,39,3,0,0,0,0,6,0.5,1273,96.6,1241,94.2,8,0.6,6,0.5,0,0,0,0,0,0,18,1.4,0,0,18,1.4,471,(X),1021,1021,556,54.5,465,45.5,1318,1318,739,56.1,579,43.9,127.6,(X),71,5.4,91,6.9,67,5.1,91,6.9,53,4,176,13.4,130,9.9,135,10.2,124,9.4,99,7.5,176,13.4,90,6.8,15,1.1,42.5,(X),293,22.2,1078,81.8,1025,77.8,982,74.5,341,25.9,281,21.3,1025,1025,560,54.6,465,45.4,120.4,(X),281,281,160,56.9,121,43.1
1600000US1706028,"Bingham village, Illinois",83.3,(X),100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,(X),78,78,40,51.3,38,48.7,100,100,56,56,44,44,127.3,(X),0,0,6,6,16,16,2,2,6,6,9,9,18,18,5,5,4,4,12,12,20,20,2,2,0,0,36.8,(X),22,22,78,78,78,78,76,76,30,30,22,22,78,78,40,51.3,38,48.7,105.3,(X),22,22,10,45.5,12,54.5
1600000US1706171,"Bishop Hill village, Illinois",50,(X),114,114,113,99.1,1,0.9,113,99.1,112,98.2,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0,0,0,0,0,0,21.2,0,0,114,114,112,98.2,2,1.8,0,0,1,0.9,0,0,0,0,114,114,0,0,0,0,0,0,0,0,0,0,114,100,112,98.2,1,0.9,0,0,0,0,0,0,0,0,1,0.9,0,0,1,0.9,73,(X),104,104,40,38.5,64,61.5,114,114,46,40.4,68,59.6,67.6,(X),8,7,1,0.9,0,0,0,0,4,3.5,17,14.9,13,11.4,1,0.9,21,18.4,16,14,15,13.2,16,14,2,1.8,59,(X),9,7.9,105,92.1,105,92.1,105,92.1,39,34.2,33,28.9,105,105,40,38.1,65,61.9,61.5,(X),33,33,11,33.3,22,66.7
1600000US1706184,"Bismarck village, Illinois",64.1,(X),614,614,613,99.8,1,0.2,613,99.8,590,96.1,0,0,0,0,0,0,0,0,0,0,0,0,9,1.5,9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2.3,1,0.2,0,0,0,0,0,0,4.4,0,0,614,614,591,96.3,0,0,0,0,9,1.5,0,0,15,2.4,614,614,15,2.4,14,2.3,0,0,0,0,1,0.2,599,97.6,590,96.1,0,0,0,0,9,1.5,0,0,0,0,0,0,0,0,0,0,250,(X),457,457,194,42.5,263,57.5,614,614,260,42.3,354,57.7,73.4,(X),36,5.9,42,6.8,41,6.7,50,8.1,42,6.8,40,6.5,70,11.4,78,12.7,64,10.4,23,3.7,74,12.1,38,6.2,16,2.6,44,(X),153,24.9,490,79.8,461,75.1,431,70.2,143,23.3,128,20.8,461,461,198,43,263,57,75.3,(X),128,128,50,39.1,78,60.9
1600000US1706470,"Blandinsville village, Illinois",90.6,(X),685,685,682,99.6,3,0.4,682,99.6,676,98.7,6,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4,2,0.3,1,0.1,0,0,3.9,0,0,685,685,679,99.1,8,1.2,1,0.1,0,0,0,0,0,0,685,685,0,0,0,0,0,0,0,0,0,0,685,100,676,98.7,6,0.9,0,0,0,0,0,0,0,0,3,0.4,0,0,3,0.4,344,(X),574,574,271,47.2,303,52.8,685,685,335,48.9,350,51.1,95.7,(X),37,5.4,57,8.3,12,1.8,14,2,41,6,150,21.9,58,8.5,83,12.1,52,7.6,59,8.6,82,12,26,3.8,14,2,42.7,(X),111,16.2,577,84.2,574,83.8,539,78.7,157,22.9,122,17.8,574,574,271,47.2,303,52.8,89.4,(X),122,122,58,47.5,64,52.5
1600000US1706587,"Bloomingdale village, Illinois",69.2,(X),22138,22138,21812,98.5,326,1.5,21812,98.5,17541,79.2,782,3.5,142,0.6,0,0,0,0,0,0,0,0,2983,13.5,1525,6.9,268,1.2,569,2.6,51,0.2,182,0.8,9,0,379,1.7,28,0.1,0,0,28,0.1,0,0,0,0,336,1.5,326,1.5,80,0.4,49,0.2,74,0.3,0.3,0,0,22138,22138,17839,80.6,880,4,194,0.9,3095,14,79,0.4,391,1.8,22138,22138,2707,12.2,1802,8.1,171,0.8,85,0.4,649,2.9,19431,87.8,15434,69.7,698,3.2,43,0.2,2974,13.4,28,0.1,16,0.1,238,1.1,36,0.2,202,0.9,8834,(X),16679,16679,8074,48.4,8605,51.6,22138,22138,10435,47.1,11703,52.9,89.2,(X),1141,5.2,1221,5.5,1222,5.5,977,4.4,1327,6,2703,12.2,2862,12.9,2843,12.8,1523,6.9,1795,8.1,2367,10.7,1396,6.3,761,3.4,43.3,(X),4160,18.8,18305,82.7,17978,81.2,17362,78.4,5567,25.1,4524,20.4,17978,17978,8710,48.4,9268,51.6,94,(X),4524,4524,1851,40.9,2673,59.1
1600000US1706613,"Bloomington city, Illinois",82.7,(X),78331,78331,76370,97.5,1961,2.5,76370,97.5,60772,77.6,7907,10.1,179,0.2,8,0,0,0,0,0,0,0,6304,8,4800,6.1,626,0.8,328,0.4,55,0.1,170,0.2,95,0.1,230,0.3,0,0,0,0,0,0,0,0,0,0,1208,1.5,1961,2.5,584,0.7,204,0.3,657,0.8,0.3,61,0.1,78331,78331,62338,79.6,8686,11.1,444,0.6,7332,9.4,33,0,1516,1.9,78331,78331,4519,5.8,3353,4.3,333,0.4,58,0.1,775,1,73812,94.2,57523,73.4,7723,9.9,151,0.2,6283,8,0,0,405,0.5,1727,2.2,213,0.3,1514,1.9,34506,(X),56085,56085,27366,48.8,28719,51.2,78331,78331,38616,49.3,39715,50.7,97.2,(X),5328,6.8,5267,6.7,4056,5.2,5253,6.7,7071,9,12339,15.8,10380,13.3,9600,12.3,4996,6.4,4581,5.8,5362,6.8,2626,3.4,1472,1.9,34.9,(X),17517,22.4,62878,80.3,60814,77.6,57185,73,12271,15.7,9460,12.1,60814,60814,29971,49.3,30843,50.7,97.2,(X),9460,9460,4282,45.3,5178,54.7
1600000US1706704,"Blue Island city, Illinois",79.4,(X),22636,22636,21953,97,683,3,21953,97,10430,46.1,6374,28.2,311,1.4,0,0,0,0,0,0,0,0,90,0.4,0,0,0,0,48,0.2,0,0,5,0,0,0,37,0.2,0,0,0,0,0,0,0,0,0,0,4748,21,683,3,318,1.4,0,0,10,0,0.1,27,0.1,22636,22636,10951,48.4,6918,30.6,509,2.2,339,1.5,0,0,4877,21.5,22636,22636,11107,49.1,10690,47.2,187,0.8,42,0.2,188,0.8,11529,50.9,4566,20.2,6325,27.9,29,0.1,90,0.4,0,0,85,0.4,434,1.9,0,0,434,1.9,9246,(X),14643,14643,6967,47.6,7676,52.4,22636,22636,11087,49,11549,51,96,(X),1408,6.2,1397,6.2,1809,8,1556,6.9,1602,7.1,3473,15.3,2991,13.2,3102,13.7,1396,6.2,1412,6.2,1414,6.2,827,3.7,249,1.1,35.3,(X),5518,24.4,17668,78.1,17118,75.6,16093,71.1,3335,14.7,2490,11,17118,17118,8355,48.8,8763,51.2,95.3,(X),2490,2490,1102,44.3,1388,55.7
1600000US1706756,"Blue Mound village, Illinois",77,(X),1142,1142,1063,93.1,79,6.9,1063,93.1,1048,91.8,0,0,2,0.2,0,0,2,0.2,0,0,0,0,13,1.1,0,0,13,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,6.9,15,1.3,64,5.6,0,0,2.4,0,0,1142,1142,1127,98.7,15,1.3,66,5.8,13,1.1,0,0,0,0,1142,1142,10,0.9,10,0.9,0,0,0,0,0,0,1132,99.1,1048,91.8,0,0,2,0.2,13,1.1,0,0,0,0,69,6,0,0,69,6,488,(X),769,769,328,42.7,441,57.3,1142,1142,484,42.4,658,57.6,73.6,(X),57,5,116,10.2,135,11.8,89,7.8,76,6.7,106,9.3,141,12.3,143,12.5,44,3.9,35,3.1,96,8.4,78,6.8,26,2.3,33,(X),360,31.5,812,71.1,782,68.5,719,63,225,19.7,200,17.5,782,782,328,41.9,454,58.1,72.2,(X),200,200,87,43.5,113,56.5
1600000US1706899,"Bluffs village, Illinois",93.1,(X),759,759,759,100,0,0,759,100,759,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,759,759,759,100,0,0,0,0,0,0,0,0,0,0,759,759,9,1.2,9,1.2,0,0,0,0,0,0,750,98.8,750,98.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,(X),550,550,261,47.5,289,52.5,759,759,354,46.6,405,53.4,87.4,(X),58,7.6,66,8.7,55,7.2,48,6.3,50,6.6,91,12,105,13.8,95,12.5,44,5.8,35,4.6,57,7.5,48,6.3,7,0.9,37.3,(X),209,27.5,562,74,550,72.5,529,69.7,134,17.7,112,14.8,550,550,261,47.5,289,52.5,90.3,(X),112,112,54,48.2,58,51.8
1600000US1706964,"Bluford village, Illinois",121.2,(X),672,672,669,99.6,3,0.4,669,99.6,665,99,2,0.3,2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0,0,0,0,0,0,4,0,0,672,672,668,99.4,2,0.3,2,0.3,0,0,3,0.4,0,0,672,672,11,1.6,4,0.6,0,0,0,0,7,1,661,98.4,654,97.3,2,0.3,2,0.3,0,0,0,0,0,0,3,0.4,0,0,3,0.4,288,(X),473,473,231,48.8,242,51.2,672,672,362,53.9,310,46.1,116.8,(X),59,8.8,49,7.3,44,6.5,65,9.7,44,6.5,90,13.4,122,18.2,64,9.5,16,2.4,46,6.8,45,6.7,18,2.7,10,1.5,33.4,(X),199,29.6,500,74.4,473,70.4,445,66.2,100,14.9,73,10.9,473,473,231,48.8,242,51.2,95.5,(X),73,73,40,54.8,33,45.2
1600000US1707133,"Bolingbrook village, Illinois",87.9,(X),74448,74448,70513,94.7,3935,5.3,70513,94.7,36043,48.4,14162,19,114,0.2,60,0.1,20,0,0,0,0,0,8706,11.7,3756,5,533,0.7,2419,3.2,123,0.2,452,0.6,69,0.1,1354,1.8,16,0,4,0,0,0,0,0,12,0,11472,15.4,3935,5.3,1512,2,132,0.2,1003,1.3,0.6,166,0.2,74448,74448,39180,52.6,16395,22,468,0.6,10199,13.7,46,0.1,12218,16.4,74448,74448,18943,25.4,15595,20.9,1466,2,298,0.4,1584,2.1,55505,74.6,30006,40.3,13551,18.2,93,0.1,8616,11.6,16,0,55,0.1,3168,4.3,126,0.2,3042,4.1,23919,(X),47136,47136,23113,49,24023,51,74448,74448,37092,49.8,37356,50.2,99.3,(X),4227,5.7,5270,7.1,6119,8.2,6137,8.2,4960,6.7,10104,13.6,10714,14.4,11434,15.4,4510,6.1,4129,5.5,4635,6.2,1593,2.1,616,0.8,35.4,(X),19499,26.2,57489,77.2,54949,73.8,51559,69.3,9185,12.3,6844,9.2,54949,54949,27017,49.2,27932,50.8,96.7,(X),6844,6844,3201,46.8,3643,53.2
1600000US1707211,"Bondville village, Illinois",134.3,(X),455,455,443,97.4,12,2.6,443,97.4,425,93.4,6,1.3,2,0.4,2,0.4,0,0,0,0,0,0,3,0.7,2,0.4,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.5,12,2.6,0,0,10,2.2,2,0.4,0.8,0,0,455,455,437,96,6,1.3,12,2.6,5,1.1,0,0,7,1.5,455,455,36,7.9,36,7.9,0,0,0,0,0,0,419,92.1,398,87.5,6,1.3,0,0,3,0.7,0,0,0,0,12,2.6,0,0,12,2.6,221,(X),382,382,198,51.8,184,48.2,455,455,237,52.1,218,47.9,108.7,(X),24,5.3,6,1.3,18,4,33,7.3,48,10.5,35,7.7,54,11.9,86,18.9,42,9.2,27,5.9,43,9.5,17,3.7,22,4.8,46.2,(X),61,13.4,405,89,394,86.6,367,80.7,94,20.7,82,18,394,394,207,52.5,187,47.5,110.7,(X),82,82,47,57.3,35,42.7
1600000US1707224,"Bone Gap village, Illinois",87.5,(X),187,187,177,94.7,10,5.3,177,94.7,177,94.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5.3,10,5.3,0,0,0,0,13.6,0,0,187,187,187,100,10,5.3,0,0,0,0,0,0,0,0,187,187,0,0,0,0,0,0,0,0,0,0,187,100,177,94.7,0,0,0,0,0,0,0,0,0,0,10,5.3,0,0,10,5.3,87,(X),133,133,62,46.6,71,53.4,187,187,87,46.5,100,53.5,87,(X),10,5.3,8,4.3,17,9.1,22,11.8,6,3.2,18,9.6,31,16.6,25,13.4,10,5.3,10,5.3,25,13.4,2,1.1,3,1.6,39.8,(X),53,28.3,145,77.5,134,71.7,126,67.4,36,19.3,30,16,134,134,63,47,71,53,88.7,(X),30,30,14,46.7,16,53.3
1600000US1707237,"Bonfield village, Illinois",83.8,(X),419,419,407,97.1,12,2.9,407,97.1,403,96.2,3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,12,2.9,0,0,3,0.7,0,0,6.3,0,0,419,419,413,98.6,5,1.2,3,0.7,2,0.5,0,0,8,1.9,419,419,13,3.1,3,0.7,0,0,0,0,10,2.4,406,96.9,403,96.2,0,0,0,0,0,0,0,0,0,0,3,0.7,0,0,3,0.7,156,(X),318,318,141,44.3,177,55.7,419,419,197,47,222,53,88.7,(X),19,4.5,27,6.4,43,10.3,23,5.5,31,7.4,36,8.6,46,11,78,18.6,28,6.7,20,4.8,47,11.2,18,4.3,3,0.7,42.5,(X),100,23.9,329,78.5,319,76.1,296,70.6,81,19.3,68,16.2,319,319,142,44.5,177,55.5,80.2,(X),68,68,31,45.6,37,54.4
1600000US1707263,"Bonnie village, Illinois",59.5,(X),323,323,307,95,16,5,307,95,304,94.1,2,0.6,1,0.3,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,9,2.8,7,2.2,0,0,8.2,0,0,323,323,320,99.1,11,3.4,8,2.5,0,0,0,0,0,0,323,323,13,4,13,4,0,0,0,0,0,0,310,96,291,90.1,2,0.6,1,0.3,0,0,0,0,0,0,16,5,0,0,16,5,152,(X),245,245,109,44.5,136,55.5,323,323,140,43.3,183,56.7,76.5,(X),18,5.6,28,8.7,23,7.1,12,3.7,12,3.7,33,10.2,28,8.7,57,17.6,23,7.1,22,6.8,42,13,16,5,9,2.8,46.7,(X),76,23.5,252,78,247,76.5,242,74.9,79,24.5,67,20.7,247,247,111,44.9,136,55.1,81.6,(X),67,67,25,37.3,42,62.7
